 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.038,0.048,0.397,0.011,0.100,0.067,0.000,0.091,0.037,0.121,0.350,0.392,0.000,0.034,0.091
model.000.01.pdb,0.219,0.714,0.082,0.139,0.491,0.510,0.169,0.000,0.013,0.127,0.000,0.031,0.217,0.816,0.278
model.000.02.pdb,0.175,0.667,0.048,0.117,0.473,0.490,0.132,0.000,0.013,0.098,0.000,0.032,0.176,0.700,0.275
model.000.03.pdb,0.091,0.034,0.556,0.091,0.022,0.051,0.067,0.154,0.061,0.000,0.474,0.582,0.059,0.033,0.042
model.000.04.pdb,0.040,0.000,0.333,0.154,0.000,0.000,0.084,0.327,0.191,0.000,0.625,0.493,0.050,0.000,0.015
model.000.05.pdb,0.169,0.630,0.000,0.157,0.490,0.417,0.191,0.000,0.043,0.192,0.000,0.000,0.250,0.633,0.224
model.000.06.pdb,0.015,0.469,0.026,0.000,0.698,0.477,0.013,0.000,0.000,0.405,0.000,0.011,0.029,0.426,0.541
model.000.07.pdb,0.000,0.138,0.028,0.000,0.340,0.157,0.000,0.000,0.000,0.559,0.053,0.038,0.000,0.145,0.342
model.000.08.pdb,0.000,0.119,0.014,0.043,0.288,0.113,0.091,0.085,0.105,0.606,0.017,0.025,0.082,0.127,0.214
model.000.09.pdb,0.064,0.035,0.386,0.044,0.071,0.051,0.033,0.104,0.062,0.070,0.297,0.400,0.011,0.033,0.042
model.000.10.pdb,0.179,0.104,0.022,0.820,0.075,0.026,0.685,0.207,0.464,0.043,0.068,0.074,0.735,0.184,0.014
model.000.11.pdb,0.320,0.500,0.067,0.130,0.327,0.327,0.147,0.000,0.000,0.073,0.000,0.011,0.200,0.510,0.118
model.000.12.pdb,0.000,0.170,0.000,0.015,0.400,0.170,0.062,0.022,0.035,0.750,0.000,0.000,0.069,0.196,0.343
model.000.13.pdb,0.049,0.082,0.429,0.032,0.094,0.104,0.021,0.100,0.047,0.068,0.303,0.403,0.011,0.102,0.167
model.000.14.pdb,0.056,0.558,0.023,0.101,0.708,0.451,0.115,0.000,0.013,0.333,0.000,0.010,0.157,0.654,0.435
