 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.011,0.000,0.045,0.275,0.022,0.379,0.012,0.412,0.012,0.000,0.041,0.074,0.023,0.391,0.211
model.000.01.pdb,0.169,0.184,0.096,0.000,0.145,0.026,0.309,0.012,0.148,0.192,0.000,0.271,0.147,0.063,0.140
model.000.02.pdb,0.660,0.132,0.608,0.026,0.653,0.052,0.254,0.062,0.714,0.164,0.218,0.203,0.702,0.012,0.000
model.000.03.pdb,0.023,0.000,0.044,0.475,0.033,0.476,0.024,0.581,0.024,0.000,0.129,0.023,0.022,0.400,0.076
model.000.04.pdb,0.011,0.103,0.021,0.177,0.000,0.315,0.035,0.295,0.000,0.113,0.012,0.057,0.011,0.554,0.254
model.000.05.pdb,0.167,0.000,0.158,0.063,0.208,0.048,0.538,0.082,0.200,0.000,0.217,0.509,0.194,0.022,0.016
model.000.06.pdb,0.065,0.164,0.089,0.206,0.049,0.349,0.013,0.286,0.041,0.214,0.000,0.013,0.037,0.525,0.189
model.000.07.pdb,0.000,0.047,0.000,0.164,0.000,0.275,0.052,0.274,0.000,0.044,0.014,0.120,0.000,0.409,0.404
model.000.08.pdb,0.147,0.000,0.125,0.024,0.171,0.011,0.608,0.068,0.176,0.014,0.154,0.700,0.189,0.022,0.047
model.000.09.pdb,0.562,0.163,0.549,0.014,0.560,0.040,0.246,0.051,0.643,0.196,0.164,0.194,0.604,0.012,0.000
model.000.10.pdb,0.552,0.075,0.774,0.139,0.722,0.134,0.229,0.126,0.556,0.101,0.339,0.187,0.736,0.043,0.000
model.000.11.pdb,0.072,0.103,0.174,0.576,0.115,0.597,0.000,0.493,0.043,0.111,0.134,0.000,0.093,0.556,0.104
model.000.12.pdb,0.100,0.150,0.140,0.279,0.119,0.449,0.071,0.439,0.083,0.171,0.021,0.079,0.098,0.595,0.138
model.000.13.pdb,0.147,0.000,0.125,0.075,0.171,0.023,0.640,0.080,0.176,0.014,0.250,0.635,0.173,0.022,0.047
model.000.14.pdb,0.310,0.000,0.429,0.169,0.436,0.082,0.161,0.105,0.321,0.000,0.512,0.136,0.472,0.012,0.000
