 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.036,0.191,0.000,0.000,0.114,0.089,0.177,0.077,0.138,0.023,0.210,0.000,0.051,0.203,0.147
model.000.01.pdb,0.105,0.436,0.042,0.450,0.024,0.405,0.392,0.659,0.440,0.062,0.431,0.090,0.013,0.364,0.012
model.000.02.pdb,0.411,0.054,0.324,0.013,0.667,0.068,0.047,0.036,0.034,0.419,0.045,0.243,0.613,0.068,0.746
model.000.03.pdb,0.000,0.148,0.011,0.000,0.075,0.000,0.133,0.025,0.147,0.042,0.115,0.012,0.080,0.141,0.054
model.000.04.pdb,0.143,0.210,0.127,0.636,0.025,0.341,0.155,0.422,0.172,0.155,0.211,0.190,0.013,0.145,0.000
model.000.05.pdb,0.000,0.133,0.011,0.000,0.110,0.000,0.132,0.037,0.145,0.041,0.100,0.011,0.079,0.139,0.076
model.000.06.pdb,0.458,0.031,0.391,0.039,0.621,0.013,0.022,0.011,0.022,0.408,0.011,0.324,0.619,0.032,0.591
model.000.07.pdb,0.043,0.722,0.023,0.125,0.031,0.404,0.735,0.491,0.720,0.064,0.740,0.012,0.033,0.780,0.043
model.000.08.pdb,0.000,0.423,0.000,0.039,0.000,0.286,0.375,0.260,0.367,0.038,0.478,0.000,0.000,0.458,0.039
model.000.09.pdb,0.444,0.049,0.344,0.048,0.476,0.065,0.040,0.056,0.053,0.453,0.039,0.250,0.467,0.079,0.569
model.000.10.pdb,0.056,0.712,0.049,0.115,0.043,0.438,0.761,0.472,0.745,0.067,0.804,0.012,0.034,0.667,0.033
model.000.11.pdb,0.642,0.050,0.554,0.135,0.577,0.076,0.032,0.080,0.032,0.672,0.031,0.500,0.507,0.052,0.571
model.000.12.pdb,0.118,0.203,0.063,0.562,0.000,0.159,0.145,0.333,0.185,0.054,0.161,0.121,0.000,0.117,0.000
model.000.13.pdb,0.055,0.750,0.036,0.148,0.032,0.365,0.729,0.538,0.826,0.054,0.735,0.024,0.033,0.673,0.021
model.000.14.pdb,0.449,0.033,0.358,0.028,0.672,0.027,0.024,0.024,0.023,0.397,0.011,0.290,0.644,0.046,0.613
