 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.028,0.068,0.074,0.393,0.096,0.059,0.417,0.280,0.462,0.158,0.123,0.131,0.386,0.105,0.049
model.000.01.pdb,0.037,0.011,0.366,0.145,0.011,0.012,0.080,0.298,0.162,0.013,0.456,0.522,0.023,0.011,0.000
model.000.02.pdb,0.082,0.412,0.000,0.200,0.352,0.275,0.258,0.000,0.113,0.255,0.000,0.000,0.333,0.510,0.163
model.000.03.pdb,0.208,0.296,0.000,0.333,0.203,0.189,0.333,0.038,0.136,0.056,0.000,0.024,0.489,0.364,0.078
model.000.04.pdb,0.000,0.241,0.000,0.013,0.490,0.275,0.026,0.018,0.000,0.595,0.015,0.000,0.059,0.262,0.390
model.000.05.pdb,0.545,0.396,0.206,0.096,0.230,0.288,0.096,0.000,0.000,0.000,0.000,0.047,0.121,0.362,0.113
model.000.06.pdb,0.108,0.696,0.012,0.105,0.681,0.479,0.135,0.000,0.014,0.226,0.000,0.011,0.182,0.694,0.286
model.000.07.pdb,0.000,0.100,0.024,0.361,0.130,0.077,0.317,0.348,0.423,0.208,0.092,0.069,0.305,0.139,0.069
model.000.08.pdb,0.015,0.125,0.026,0.258,0.177,0.083,0.279,0.188,0.302,0.283,0.048,0.035,0.286,0.149,0.075
model.000.09.pdb,0.296,0.101,0.647,0.000,0.041,0.131,0.000,0.000,0.000,0.000,0.167,0.278,0.000,0.080,0.089
model.000.10.pdb,0.059,0.592,0.036,0.063,0.681,0.511,0.077,0.000,0.000,0.327,0.000,0.022,0.114,0.627,0.432
model.000.11.pdb,0.076,0.540,0.000,0.203,0.472,0.400,0.239,0.000,0.104,0.255,0.000,0.011,0.305,0.577,0.265
model.000.12.pdb,0.000,0.148,0.000,0.027,0.365,0.145,0.070,0.078,0.063,0.629,0.016,0.000,0.077,0.172,0.250
model.000.13.pdb,0.246,0.132,0.604,0.000,0.083,0.207,0.000,0.000,0.000,0.000,0.164,0.292,0.000,0.123,0.127
model.000.14.pdb,0.000,0.193,0.000,0.042,0.438,0.196,0.088,0.019,0.066,0.774,0.000,0.000,0.115,0.197,0.293
