 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.153,0.016,0.145,0.000,0.178,0.012,0.717,0.034,0.185,0.030,0.108,0.783,0.197,0.022,0.123
model.000.01.pdb,0.037,0.048,0.143,0.377,0.101,0.526,0.000,0.438,0.026,0.061,0.028,0.000,0.062,0.533,0.204
model.000.02.pdb,0.708,0.231,0.509,0.012,0.667,0.049,0.258,0.047,0.810,0.259,0.145,0.209,0.680,0.034,0.000
model.000.03.pdb,0.000,0.000,0.025,0.219,0.000,0.080,0.138,0.117,0.000,0.000,0.264,0.167,0.013,0.089,0.000
model.000.04.pdb,0.561,0.076,0.788,0.141,0.736,0.136,0.197,0.128,0.566,0.119,0.322,0.158,0.717,0.066,0.000
model.000.05.pdb,0.011,0.027,0.065,0.343,0.032,0.426,0.023,0.478,0.011,0.039,0.064,0.081,0.032,0.437,0.190
model.000.06.pdb,0.556,0.065,0.760,0.120,0.740,0.145,0.176,0.136,0.560,0.111,0.237,0.153,0.720,0.057,0.000
model.000.07.pdb,0.080,0.069,0.207,0.439,0.153,0.719,0.000,0.635,0.060,0.095,0.037,0.000,0.128,0.515,0.118
model.000.08.pdb,0.630,0.148,0.736,0.100,0.750,0.138,0.217,0.116,0.608,0.194,0.167,0.176,0.731,0.067,0.000
model.000.09.pdb,0.022,0.014,0.078,0.368,0.055,0.500,0.023,0.507,0.012,0.026,0.025,0.082,0.022,0.485,0.138
model.000.10.pdb,0.127,0.127,0.077,0.000,0.107,0.025,0.310,0.000,0.121,0.138,0.000,0.317,0.108,0.035,0.298
model.000.11.pdb,0.051,0.012,0.151,0.609,0.093,0.606,0.010,0.657,0.032,0.023,0.165,0.030,0.082,0.480,0.120
model.000.12.pdb,0.153,0.016,0.145,0.000,0.178,0.000,0.756,0.034,0.185,0.030,0.143,0.822,0.197,0.000,0.085
model.000.13.pdb,0.045,0.000,0.129,0.394,0.080,0.557,0.011,0.639,0.024,0.026,0.052,0.058,0.056,0.471,0.177
model.000.14.pdb,0.123,0.000,0.100,0.000,0.152,0.000,0.643,0.013,0.155,0.000,0.148,0.756,0.136,0.013,0.080
