 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.145,0.500,0.100,0.085,0.179,0.239,0.110,0.235,0.308,0.121,0.085,0.040,0.160,0.328,0.014
model.000.01.pdb,0.644,0.104,0.012,0.523,0.500,0.069,0.213,0.593,0.067,0.012,0.010,0.299,0.417,0.056,0.000
model.000.02.pdb,0.000,0.308,0.556,0.012,0.012,0.310,0.000,0.000,0.300,0.558,0.439,0.011,0.041,0.300,0.259
model.000.03.pdb,0.026,0.138,0.388,0.053,0.012,0.510,0.000,0.014,0.462,0.354,0.333,0.033,0.053,0.434,0.245
model.000.04.pdb,0.000,0.259,0.273,0.000,0.118,0.041,0.213,0.027,0.054,0.314,0.188,0.129,0.186,0.040,0.015
model.000.05.pdb,0.025,0.000,0.358,0.120,0.000,0.219,0.013,0.000,0.143,0.278,0.500,0.153,0.051,0.194,0.667
model.000.06.pdb,0.024,0.194,0.689,0.023,0.000,0.206,0.026,0.000,0.183,0.659,0.630,0.062,0.080,0.183,0.370
model.000.07.pdb,0.062,0.622,0.136,0.012,0.125,0.157,0.097,0.171,0.239,0.161,0.115,0.031,0.103,0.221,0.028
model.000.08.pdb,0.026,0.789,0.148,0.012,0.118,0.169,0.104,0.116,0.219,0.175,0.123,0.032,0.109,0.238,0.030
model.000.09.pdb,0.217,0.000,0.028,0.387,0.141,0.053,0.164,0.125,0.025,0.000,0.162,0.471,0.218,0.051,0.220
model.000.10.pdb,0.012,0.175,0.583,0.035,0.022,0.155,0.067,0.000,0.135,0.553,0.492,0.085,0.125,0.120,0.254
model.000.11.pdb,0.012,0.304,0.562,0.024,0.011,0.266,0.039,0.000,0.277,0.600,0.450,0.031,0.092,0.258,0.237
model.000.12.pdb,0.000,0.404,0.172,0.000,0.137,0.014,0.180,0.056,0.056,0.226,0.111,0.080,0.124,0.041,0.000
model.000.13.pdb,0.232,0.000,0.056,0.359,0.139,0.025,0.179,0.108,0.012,0.043,0.208,0.530,0.274,0.037,0.217
model.000.14.pdb,0.000,0.362,0.200,0.000,0.066,0.043,0.094,0.028,0.088,0.260,0.147,0.070,0.114,0.072,0.000
