 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.356,0.033,0.304,0.000,0.603,0.014,0.024,0.012,0.036,0.347,0.023,0.222,0.627,0.023,0.571
model.000.01.pdb,0.061,0.171,0.083,0.151,0.023,0.000,0.121,0.127,0.154,0.099,0.118,0.134,0.050,0.099,0.024
model.000.02.pdb,0.023,0.750,0.013,0.167,0.022,0.333,0.727,0.460,0.674,0.034,0.733,0.026,0.024,0.702,0.023
model.000.03.pdb,0.443,0.043,0.353,0.027,0.717,0.027,0.035,0.024,0.035,0.431,0.023,0.268,0.581,0.057,0.656
model.000.04.pdb,0.465,0.021,0.532,0.130,0.413,0.026,0.022,0.035,0.011,0.493,0.011,0.550,0.443,0.011,0.405
model.000.05.pdb,0.044,0.268,0.036,0.000,0.141,0.029,0.242,0.068,0.239,0.078,0.200,0.037,0.122,0.303,0.105
model.000.06.pdb,0.476,0.035,0.585,0.218,0.250,0.153,0.053,0.116,0.025,0.484,0.051,0.577,0.268,0.050,0.192
model.000.07.pdb,0.315,0.000,0.279,0.014,0.463,0.014,0.000,0.013,0.000,0.307,0.000,0.288,0.500,0.000,0.333
model.000.08.pdb,0.021,0.227,0.011,0.000,0.100,0.014,0.217,0.066,0.232,0.031,0.162,0.012,0.093,0.222,0.066
model.000.09.pdb,0.036,0.688,0.027,0.200,0.023,0.245,0.553,0.429,0.644,0.023,0.667,0.027,0.025,0.540,0.024
model.000.10.pdb,0.052,0.714,0.022,0.103,0.051,0.382,0.660,0.417,0.648,0.062,0.698,0.011,0.054,0.769,0.074
model.000.11.pdb,0.620,0.089,0.559,0.127,0.444,0.154,0.074,0.125,0.084,0.671,0.095,0.444,0.400,0.104,0.474
model.000.12.pdb,0.592,0.105,0.577,0.173,0.447,0.185,0.091,0.167,0.101,0.708,0.111,0.507,0.475,0.120,0.375
model.000.13.pdb,0.010,0.211,0.011,0.000,0.138,0.014,0.200,0.052,0.214,0.065,0.162,0.012,0.106,0.205,0.102
model.000.14.pdb,0.061,0.439,0.026,0.000,0.047,0.216,0.423,0.224,0.415,0.023,0.462,0.000,0.012,0.444,0.101
