 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,1.000,0.000,0.451,0.228,0.000,0.484,0.246,0.011,0.029,0.592,0.318,0.012,0.000,0.379,0.000
model.000.01.pdb,0.000,1.000,0.000,0.127,0.436,0.000,0.000,0.492,0.420,0.000,0.073,0.118,0.465,0.000,0.452
model.000.02.pdb,0.451,0.000,1.000,0.119,0.000,0.275,0.143,0.022,0.000,0.345,0.627,0.000,0.000,0.226,0.012
model.000.03.pdb,0.228,0.127,0.119,1.000,0.250,0.151,0.062,0.048,0.319,0.167,0.113,0.041,0.102,0.075,0.125
model.000.04.pdb,0.000,0.436,0.000,0.250,1.000,0.011,0.000,0.352,0.522,0.000,0.024,0.151,0.348,0.000,0.459
model.000.05.pdb,0.484,0.000,0.275,0.151,0.011,1.000,0.579,0.028,0.037,0.586,0.188,0.126,0.000,0.593,0.010
model.000.06.pdb,0.246,0.000,0.143,0.062,0.000,0.579,1.000,0.033,0.000,0.382,0.076,0.188,0.000,0.696,0.012
model.000.07.pdb,0.011,0.492,0.022,0.048,0.352,0.028,0.033,1.000,0.205,0.021,0.105,0.244,0.311,0.021,0.597
model.000.08.pdb,0.029,0.420,0.000,0.319,0.522,0.037,0.000,0.205,1.000,0.014,0.026,0.013,0.421,0.000,0.350
model.000.09.pdb,0.592,0.000,0.345,0.167,0.000,0.586,0.382,0.021,0.014,1.000,0.243,0.037,0.000,0.538,0.011
model.000.10.pdb,0.318,0.073,0.627,0.113,0.024,0.188,0.076,0.105,0.026,0.243,1.000,0.022,0.060,0.156,0.054
model.000.11.pdb,0.012,0.118,0.000,0.041,0.151,0.126,0.188,0.244,0.013,0.037,0.022,1.000,0.079,0.162,0.159
model.000.12.pdb,0.000,0.465,0.000,0.102,0.348,0.000,0.000,0.311,0.421,0.000,0.060,0.079,1.000,0.000,0.304
model.000.13.pdb,0.379,0.000,0.226,0.075,0.000,0.593,0.696,0.021,0.000,0.538,0.156,0.162,0.000,1.000,0.011
model.000.14.pdb,0.000,0.452,0.012,0.125,0.459,0.010,0.012,0.597,0.350,0.011,0.054,0.159,0.304,0.011,1.000
