 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.072,0.305,0.215,0.034,0.068,0.491,0.025,0.117,0.642,0.206,0.197,0.000,0.088,0.611,0.116
model.000.01.pdb,0.304,0.068,0.026,0.296,0.397,0.024,0.500,0.243,0.011,0.041,0.095,0.606,0.514,0.000,0.054
model.000.02.pdb,0.023,0.188,0.696,0.023,0.022,0.235,0.065,0.000,0.229,0.744,0.579,0.061,0.111,0.229,0.310
model.000.03.pdb,0.235,0.000,0.028,0.284,0.085,0.231,0.000,0.174,0.262,0.029,0.062,0.136,0.060,0.262,0.108
model.000.04.pdb,0.033,0.078,0.667,0.032,0.010,0.213,0.072,0.000,0.177,0.547,0.830,0.156,0.125,0.177,0.596
model.000.05.pdb,0.724,0.023,0.011,0.545,0.419,0.091,0.253,0.516,0.101,0.024,0.030,0.398,0.435,0.089,0.035
model.000.06.pdb,0.023,0.099,0.600,0.022,0.000,0.178,0.063,0.000,0.173,0.540,0.736,0.140,0.120,0.173,0.500
model.000.07.pdb,0.423,0.035,0.083,0.431,0.395,0.032,0.397,0.307,0.010,0.086,0.144,0.603,0.597,0.021,0.085
model.000.08.pdb,0.022,0.188,0.615,0.032,0.021,0.184,0.086,0.000,0.179,0.558,0.627,0.111,0.137,0.179,0.367
model.000.09.pdb,0.650,0.024,0.011,0.554,0.425,0.092,0.292,0.524,0.102,0.024,0.052,0.402,0.476,0.078,0.012
model.000.10.pdb,0.062,0.609,0.101,0.011,0.138,0.123,0.081,0.203,0.200,0.141,0.073,0.030,0.113,0.200,0.014
model.000.11.pdb,0.493,0.021,0.042,0.609,0.373,0.082,0.241,0.377,0.070,0.021,0.144,0.543,0.424,0.070,0.141
model.000.12.pdb,0.060,0.262,0.234,0.034,0.033,0.574,0.000,0.089,0.706,0.226,0.213,0.000,0.057,0.642,0.132
model.000.13.pdb,0.633,0.024,0.035,0.493,0.355,0.068,0.243,0.439,0.067,0.024,0.099,0.443,0.429,0.067,0.075
model.000.14.pdb,0.082,0.175,0.190,0.025,0.037,0.562,0.000,0.101,0.571,0.158,0.174,0.000,0.074,0.638,0.175
