 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.477,0.000,0.196,0.425,0.048,0.317,0.167,0.000,0.096,0.354,0.138,0.000,0.000,0.218,0.013
model.000.01.pdb,0.180,0.141,0.097,0.778,0.333,0.132,0.045,0.059,0.422,0.143,0.095,0.040,0.120,0.057,0.169
model.000.02.pdb,0.469,0.000,0.417,0.032,0.000,0.433,0.296,0.000,0.000,0.412,0.286,0.040,0.000,0.396,0.000
model.000.03.pdb,0.281,0.000,0.095,0.204,0.014,0.500,0.420,0.058,0.032,0.490,0.051,0.129,0.018,0.389,0.012
model.000.04.pdb,0.020,0.493,0.032,0.033,0.275,0.027,0.042,0.714,0.190,0.030,0.144,0.301,0.284,0.040,0.507
model.000.05.pdb,0.290,0.000,0.134,0.125,0.013,0.593,0.592,0.054,0.014,0.455,0.072,0.194,0.016,0.577,0.011
model.000.06.pdb,0.034,0.333,0.036,0.000,0.247,0.050,0.072,0.535,0.107,0.034,0.053,0.386,0.172,0.081,0.478
model.000.07.pdb,0.029,0.367,0.062,0.042,0.354,0.071,0.071,0.562,0.207,0.009,0.084,0.395,0.230,0.058,0.494
model.000.08.pdb,0.482,0.000,0.717,0.103,0.000,0.406,0.286,0.031,0.000,0.383,0.508,0.035,0.000,0.328,0.022
model.000.09.pdb,0.032,0.463,0.011,0.219,0.540,0.037,0.033,0.494,0.348,0.032,0.060,0.256,0.286,0.021,0.521
model.000.10.pdb,0.000,0.290,0.000,0.143,0.419,0.085,0.075,0.377,0.231,0.048,0.010,0.446,0.200,0.084,0.394
model.000.11.pdb,0.286,0.083,0.536,0.051,0.011,0.169,0.073,0.137,0.025,0.184,0.707,0.043,0.057,0.122,0.063
model.000.12.pdb,0.125,0.043,0.015,0.255,0.220,0.246,0.167,0.071,0.143,0.220,0.013,0.219,0.057,0.156,0.078
model.000.13.pdb,0.022,0.371,0.046,0.061,0.397,0.079,0.107,0.569,0.208,0.033,0.061,0.384,0.215,0.090,0.493
model.000.14.pdb,0.000,0.333,0.000,0.019,0.167,0.000,0.000,0.227,0.222,0.000,0.075,0.015,0.382,0.000,0.254
