 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.022,0.333,0.012,0.153,0.422,0.105,0.060,0.434,0.221,0.046,0.010,0.347,0.190,0.045,0.417
model.000.01.pdb,0.509,0.000,0.323,0.114,0.000,0.667,0.556,0.030,0.000,0.623,0.218,0.095,0.000,0.660,0.032
model.000.02.pdb,0.000,0.297,0.000,0.175,0.519,0.067,0.053,0.429,0.276,0.025,0.000,0.313,0.200,0.024,0.409
model.000.03.pdb,0.204,0.000,0.034,0.213,0.083,0.274,0.145,0.064,0.056,0.250,0.028,0.109,0.043,0.136,0.041
model.000.04.pdb,0.022,0.403,0.035,0.037,0.310,0.039,0.046,0.708,0.164,0.033,0.097,0.320,0.242,0.044,0.507
model.000.05.pdb,0.119,0.000,0.016,0.000,0.000,0.379,0.561,0.050,0.000,0.294,0.000,0.180,0.020,0.511,0.013
model.000.06.pdb,0.418,0.000,0.321,0.077,0.000,0.673,0.617,0.043,0.000,0.560,0.208,0.105,0.000,0.667,0.023
model.000.07.pdb,0.293,0.000,0.127,0.136,0.000,0.589,0.521,0.045,0.015,0.471,0.077,0.141,0.017,0.510,0.012
model.000.08.pdb,0.463,0.000,0.339,0.092,0.000,0.632,0.571,0.032,0.000,0.612,0.222,0.104,0.000,0.653,0.023
model.000.09.pdb,0.011,0.270,0.023,0.133,0.409,0.070,0.083,0.480,0.214,0.033,0.041,0.414,0.167,0.080,0.465
model.000.10.pdb,0.429,0.000,0.267,0.075,0.000,0.649,0.660,0.032,0.000,0.600,0.187,0.117,0.000,0.745,0.011
model.000.11.pdb,0.026,0.246,0.000,0.241,0.538,0.080,0.026,0.324,0.412,0.039,0.000,0.178,0.231,0.025,0.400
model.000.12.pdb,0.011,0.435,0.037,0.053,0.354,0.041,0.049,0.683,0.194,0.011,0.078,0.253,0.263,0.023,0.547
model.000.13.pdb,0.439,0.000,0.300,0.057,0.000,0.548,0.569,0.042,0.000,0.519,0.197,0.128,0.000,0.680,0.033
model.000.14.pdb,0.000,0.415,0.036,0.037,0.282,0.029,0.047,0.557,0.186,0.011,0.053,0.347,0.230,0.033,0.500
