 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.143,0.028,0.214,0.000,0.014,0.117,0.129,0.047,0.000,0.125,0.246,0.238,0.000,0.175,0.037
model.000.01.pdb,0.418,0.000,0.233,0.077,0.000,0.614,0.689,0.021,0.000,0.560,0.160,0.135,0.000,0.778,0.011
model.000.02.pdb,0.000,0.338,0.000,0.040,0.265,0.042,0.091,0.425,0.130,0.000,0.033,0.484,0.186,0.086,0.366
model.000.03.pdb,0.217,0.164,0.429,0.070,0.063,0.114,0.025,0.146,0.101,0.151,0.603,0.000,0.153,0.089,0.092
model.000.04.pdb,0.362,0.000,0.172,0.203,0.013,0.661,0.510,0.032,0.029,0.519,0.100,0.118,0.000,0.473,0.011
model.000.05.pdb,0.246,0.000,0.117,0.068,0.000,0.466,0.769,0.035,0.000,0.392,0.067,0.185,0.000,0.659,0.012
model.000.06.pdb,0.273,0.090,0.481,0.101,0.037,0.140,0.025,0.097,0.041,0.183,0.632,0.000,0.079,0.117,0.067
model.000.07.pdb,0.000,0.391,0.054,0.170,0.260,0.000,0.000,0.209,0.486,0.000,0.108,0.000,0.516,0.000,0.233
model.000.08.pdb,0.103,0.206,0.224,0.136,0.103,0.035,0.000,0.120,0.175,0.014,0.333,0.000,0.229,0.013,0.117
model.000.09.pdb,0.327,0.000,0.089,0.425,0.066,0.274,0.125,0.025,0.056,0.327,0.072,0.076,0.000,0.155,0.013
model.000.10.pdb,0.000,0.521,0.000,0.067,0.532,0.000,0.000,0.525,0.362,0.000,0.052,0.130,0.436,0.000,0.509
model.000.11.pdb,0.000,0.484,0.000,0.049,0.343,0.009,0.011,0.600,0.211,0.011,0.062,0.205,0.238,0.011,0.591
model.000.12.pdb,0.345,0.053,0.682,0.094,0.000,0.179,0.056,0.067,0.014,0.238,0.740,0.000,0.051,0.159,0.035
model.000.13.pdb,0.456,0.000,0.339,0.087,0.000,0.644,0.620,0.010,0.000,0.627,0.227,0.085,0.000,0.700,0.011
model.000.14.pdb,0.167,0.000,0.054,0.100,0.000,0.351,0.419,0.025,0.019,0.312,0.043,0.169,0.022,0.413,0.000
