 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.094,0.630,0.024,0.314,0.033,0.388,0.600,0.638,0.620,0.056,0.577,0.065,0.034,0.585,0.022
model.000.01.pdb,0.154,0.148,0.100,0.690,0.013,0.220,0.107,0.341,0.105,0.100,0.123,0.208,0.014,0.065,0.000
model.000.02.pdb,0.078,0.643,0.060,0.127,0.065,0.440,0.680,0.500,0.635,0.088,0.792,0.036,0.056,0.660,0.066
model.000.03.pdb,0.348,0.073,0.292,0.047,0.484,0.133,0.067,0.069,0.052,0.397,0.065,0.171,0.406,0.091,0.525
model.000.04.pdb,0.067,0.820,0.048,0.167,0.043,0.392,0.729,0.569,0.750,0.077,0.735,0.024,0.045,0.740,0.032
model.000.05.pdb,0.524,0.110,0.475,0.061,0.531,0.183,0.092,0.111,0.091,0.581,0.104,0.349,0.525,0.130,0.500
model.000.06.pdb,0.000,0.235,0.000,0.016,0.022,0.000,0.226,0.074,0.242,0.034,0.200,0.000,0.036,0.212,0.023
model.000.07.pdb,0.443,0.079,0.373,0.042,0.609,0.134,0.086,0.104,0.099,0.493,0.084,0.250,0.581,0.122,0.578
model.000.08.pdb,0.048,0.673,0.013,0.245,0.023,0.348,0.644,0.543,0.705,0.023,0.617,0.027,0.024,0.592,0.024
model.000.09.pdb,0.145,0.175,0.129,0.606,0.025,0.256,0.158,0.370,0.136,0.110,0.172,0.214,0.013,0.094,0.000
model.000.10.pdb,0.038,0.222,0.014,0.000,0.091,0.096,0.190,0.082,0.167,0.012,0.246,0.000,0.026,0.217,0.139
model.000.11.pdb,0.000,0.192,0.000,0.000,0.068,0.000,0.179,0.056,0.194,0.033,0.157,0.000,0.072,0.186,0.034
model.000.12.pdb,0.044,0.800,0.036,0.169,0.021,0.400,0.783,0.549,0.766,0.043,0.787,0.024,0.022,0.686,0.033
model.000.13.pdb,0.603,0.021,0.586,0.154,0.471,0.118,0.011,0.090,0.023,0.661,0.034,0.475,0.485,0.045,0.384
model.000.14.pdb,0.121,0.000,0.121,0.000,0.152,0.000,0.000,0.000,0.000,0.101,0.000,0.167,0.145,0.000,0.156
