 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.026,0.259,0.015,0.333,0.000,0.082,0.204,0.265,0.269,0.026,0.218,0.063,0.000,0.169,0.000
model.000.01.pdb,0.197,0.081,0.226,0.204,0.048,0.017,0.059,0.095,0.074,0.176,0.057,0.321,0.065,0.041,0.049
model.000.02.pdb,0.012,0.509,0.000,0.054,0.012,0.250,0.532,0.232,0.490,0.012,0.480,0.000,0.012,0.551,0.012
model.000.03.pdb,0.132,0.397,0.085,0.538,0.048,0.488,0.352,0.707,0.370,0.114,0.415,0.136,0.025,0.305,0.012
model.000.04.pdb,0.369,0.038,0.309,0.023,0.773,0.034,0.041,0.021,0.030,0.376,0.030,0.238,0.600,0.060,0.691
model.000.05.pdb,0.134,0.517,0.077,0.367,0.056,0.619,0.481,0.711,0.446,0.131,0.519,0.108,0.047,0.448,0.033
model.000.06.pdb,0.405,0.065,0.301,0.026,0.683,0.068,0.058,0.048,0.045,0.413,0.045,0.224,0.554,0.105,0.677
model.000.07.pdb,0.500,0.065,0.423,0.080,0.564,0.067,0.039,0.061,0.049,0.544,0.038,0.346,0.560,0.088,0.644
model.000.08.pdb,0.043,0.468,0.036,0.045,0.032,0.092,0.456,0.212,0.500,0.032,0.417,0.012,0.033,0.426,0.043
model.000.09.pdb,0.571,0.040,0.603,0.077,0.534,0.037,0.032,0.022,0.032,0.514,0.031,0.478,0.507,0.031,0.447
model.000.10.pdb,0.656,0.043,0.586,0.172,0.392,0.152,0.048,0.118,0.047,0.717,0.047,0.500,0.420,0.070,0.347
model.000.11.pdb,0.030,0.225,0.022,0.000,0.141,0.013,0.200,0.048,0.197,0.071,0.165,0.022,0.124,0.253,0.096
model.000.12.pdb,0.250,0.159,0.267,0.553,0.048,0.277,0.125,0.327,0.123,0.243,0.156,0.345,0.038,0.101,0.024
model.000.13.pdb,0.565,0.073,0.500,0.079,0.571,0.122,0.067,0.095,0.067,0.642,0.066,0.386,0.615,0.112,0.521
model.000.14.pdb,0.056,0.000,0.047,0.000,0.114,0.000,0.000,0.000,0.000,0.040,0.000,0.066,0.123,0.000,0.134
