 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,1.000,0.180,0.212,0.147,0.058,0.102,0.147,0.000,0.045,0.000,0.015,0.073,0.220,0.167,0.000
model.000.01.pdb,0.180,1.000,0.062,0.091,0.549,0.690,0.105,0.000,0.000,0.161,0.000,0.011,0.147,0.729,0.370
model.000.02.pdb,0.212,0.062,1.000,0.022,0.024,0.097,0.000,0.092,0.037,0.000,0.404,0.457,0.000,0.058,0.060
model.000.03.pdb,0.147,0.091,0.022,1.000,0.037,0.013,0.698,0.232,0.528,0.014,0.083,0.111,0.615,0.141,0.000
model.000.04.pdb,0.058,0.549,0.024,0.037,1.000,0.500,0.049,0.000,0.000,0.404,0.000,0.011,0.082,0.500,0.391
model.000.05.pdb,0.102,0.690,0.097,0.013,0.500,1.000,0.013,0.000,0.000,0.160,0.000,0.012,0.044,0.551,0.474
model.000.06.pdb,0.147,0.105,0.000,0.698,0.049,0.013,1.000,0.150,0.500,0.060,0.026,0.099,0.680,0.171,0.015
model.000.07.pdb,0.000,0.000,0.092,0.232,0.000,0.000,0.150,1.000,0.364,0.020,0.267,0.162,0.125,0.000,0.000
model.000.08.pdb,0.045,0.000,0.037,0.528,0.000,0.000,0.500,0.364,1.000,0.033,0.095,0.123,0.339,0.013,0.000
model.000.09.pdb,0.000,0.161,0.000,0.014,0.404,0.160,0.060,0.020,0.033,1.000,0.000,0.000,0.066,0.167,0.282
model.000.10.pdb,0.015,0.000,0.404,0.083,0.000,0.000,0.026,0.267,0.095,0.000,1.000,0.492,0.014,0.000,0.000
model.000.11.pdb,0.073,0.011,0.457,0.111,0.011,0.012,0.099,0.162,0.123,0.000,0.492,1.000,0.033,0.010,0.000
model.000.12.pdb,0.220,0.147,0.000,0.615,0.082,0.044,0.680,0.125,0.339,0.066,0.014,0.033,1.000,0.221,0.016
model.000.13.pdb,0.167,0.729,0.058,0.141,0.500,0.551,0.171,0.000,0.013,0.167,0.000,0.010,0.221,1.000,0.360
model.000.14.pdb,0.000,0.370,0.060,0.000,0.391,0.474,0.015,0.000,0.000,0.282,0.000,0.000,0.016,0.360,1.000
