 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.049,0.176,0.013,0.000,0.115,0.071,0.161,0.062,0.123,0.036,0.194,0.000,0.051,0.188,0.181
model.000.01.pdb,0.046,0.686,0.025,0.161,0.033,0.467,0.660,0.596,0.681,0.069,0.778,0.013,0.023,0.640,0.011
model.000.02.pdb,0.456,0.044,0.324,0.028,0.603,0.072,0.036,0.037,0.036,0.423,0.035,0.239,0.524,0.059,0.707
model.000.03.pdb,0.010,0.136,0.023,0.000,0.088,0.000,0.120,0.025,0.133,0.053,0.103,0.024,0.093,0.128,0.066
model.000.04.pdb,0.122,0.554,0.064,0.375,0.022,0.367,0.491,0.689,0.600,0.068,0.558,0.080,0.023,0.456,0.022
model.000.05.pdb,0.050,0.463,0.042,0.160,0.049,0.595,0.511,0.545,0.500,0.089,0.587,0.014,0.025,0.500,0.037
model.000.06.pdb,0.000,0.165,0.011,0.000,0.065,0.000,0.151,0.038,0.164,0.042,0.132,0.012,0.068,0.158,0.021
model.000.07.pdb,0.101,0.000,0.098,0.000,0.164,0.000,0.000,0.000,0.000,0.099,0.000,0.140,0.159,0.000,0.152
model.000.08.pdb,0.035,0.025,0.039,0.000,0.071,0.000,0.014,0.000,0.027,0.059,0.000,0.041,0.076,0.013,0.060
model.000.09.pdb,0.130,0.197,0.078,0.576,0.000,0.152,0.140,0.319,0.179,0.067,0.155,0.136,0.000,0.113,0.000
model.000.10.pdb,0.371,0.000,0.333,0.054,0.475,0.000,0.000,0.000,0.000,0.318,0.000,0.321,0.519,0.000,0.441
model.000.11.pdb,0.427,0.030,0.380,0.038,0.627,0.012,0.022,0.011,0.022,0.362,0.011,0.315,0.576,0.032,0.574
model.000.12.pdb,0.000,0.211,0.000,0.000,0.057,0.000,0.200,0.056,0.215,0.022,0.176,0.000,0.048,0.206,0.022
model.000.13.pdb,0.043,0.784,0.024,0.167,0.032,0.420,0.694,0.509,0.680,0.065,0.735,0.024,0.033,0.706,0.021
model.000.14.pdb,0.086,0.291,0.047,0.351,0.040,0.500,0.286,0.538,0.306,0.114,0.354,0.083,0.028,0.288,0.013
