 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.000,0.370,0.520,0.023,0.011,0.344,0.000,0.000,0.292,0.553,0.419,0.000,0.038,0.292,0.254
model.000.01.pdb,0.554,0.103,0.000,0.369,0.460,0.000,0.286,0.647,0.062,0.000,0.011,0.241,0.329,0.037,0.000
model.000.02.pdb,0.012,0.250,0.358,0.024,0.012,0.625,0.000,0.013,0.633,0.353,0.312,0.000,0.040,0.633,0.228
model.000.03.pdb,0.040,0.571,0.097,0.026,0.221,0.028,0.241,0.154,0.070,0.121,0.067,0.106,0.136,0.056,0.000
model.000.04.pdb,0.323,0.156,0.000,0.275,0.655,0.012,0.455,0.537,0.012,0.000,0.000,0.325,0.421,0.012,0.000
model.000.05.pdb,0.020,0.222,0.579,0.020,0.029,0.200,0.093,0.000,0.181,0.526,0.594,0.126,0.140,0.181,0.333
model.000.06.pdb,0.024,0.075,0.510,0.024,0.011,0.081,0.083,0.000,0.079,0.449,0.654,0.149,0.140,0.065,0.358
model.000.07.pdb,0.677,0.034,0.011,0.582,0.473,0.099,0.273,0.530,0.097,0.011,0.010,0.412,0.465,0.097,0.011
model.000.08.pdb,0.219,0.269,0.000,0.111,0.407,0.000,0.358,0.415,0.000,0.000,0.000,0.175,0.235,0.013,0.000
model.000.09.pdb,0.012,0.213,0.652,0.023,0.011,0.224,0.053,0.000,0.217,0.698,0.517,0.052,0.091,0.217,0.276
model.000.10.pdb,0.080,0.258,0.232,0.078,0.064,0.596,0.011,0.122,0.691,0.224,0.212,0.028,0.064,0.722,0.137
model.000.11.pdb,0.179,0.000,0.051,0.288,0.198,0.035,0.284,0.099,0.023,0.026,0.175,0.588,0.326,0.059,0.194
model.000.12.pdb,0.250,0.094,0.000,0.161,0.293,0.000,0.255,0.457,0.030,0.000,0.000,0.162,0.195,0.015,0.000
model.000.13.pdb,0.011,0.118,0.592,0.023,0.011,0.151,0.079,0.000,0.147,0.562,0.667,0.118,0.111,0.147,0.407
model.000.14.pdb,0.590,0.090,0.012,0.500,0.569,0.069,0.282,0.516,0.067,0.012,0.010,0.361,0.417,0.056,0.000
