 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.011,0.169,0.660,0.023,0.011,0.167,0.065,0.000,0.147,0.562,0.552,0.072,0.100,0.147,0.310
model.000.01.pdb,0.000,0.184,0.132,0.000,0.103,0.000,0.164,0.047,0.000,0.163,0.075,0.103,0.150,0.000,0.000
model.000.02.pdb,0.045,0.096,0.608,0.044,0.021,0.158,0.089,0.000,0.125,0.549,0.774,0.174,0.140,0.125,0.429
model.000.03.pdb,0.275,0.000,0.026,0.475,0.177,0.063,0.206,0.164,0.024,0.014,0.139,0.576,0.279,0.075,0.169
model.000.04.pdb,0.022,0.145,0.653,0.033,0.000,0.208,0.049,0.000,0.171,0.560,0.722,0.115,0.119,0.171,0.436
model.000.05.pdb,0.379,0.026,0.052,0.476,0.315,0.048,0.349,0.275,0.011,0.040,0.134,0.597,0.449,0.023,0.082
model.000.06.pdb,0.012,0.309,0.254,0.024,0.035,0.538,0.013,0.052,0.608,0.246,0.229,0.000,0.071,0.640,0.161
model.000.07.pdb,0.412,0.012,0.062,0.581,0.295,0.082,0.286,0.274,0.068,0.051,0.126,0.493,0.439,0.080,0.105
model.000.08.pdb,0.012,0.148,0.714,0.024,0.000,0.200,0.041,0.000,0.176,0.643,0.556,0.043,0.083,0.176,0.321
model.000.09.pdb,0.000,0.192,0.164,0.000,0.113,0.000,0.214,0.044,0.014,0.196,0.101,0.111,0.171,0.014,0.000
model.000.10.pdb,0.041,0.000,0.218,0.129,0.012,0.217,0.000,0.014,0.154,0.164,0.339,0.134,0.021,0.250,0.512
model.000.11.pdb,0.074,0.271,0.203,0.023,0.057,0.509,0.013,0.120,0.700,0.194,0.187,0.000,0.079,0.635,0.136
model.000.12.pdb,0.023,0.147,0.702,0.022,0.011,0.194,0.037,0.000,0.189,0.604,0.736,0.093,0.098,0.173,0.472
model.000.13.pdb,0.391,0.063,0.012,0.400,0.554,0.022,0.525,0.409,0.022,0.012,0.043,0.556,0.595,0.022,0.012
model.000.14.pdb,0.211,0.140,0.000,0.076,0.254,0.016,0.189,0.404,0.047,0.000,0.000,0.104,0.138,0.047,0.000
