 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.070,0.115,0.078,0.065,0.146,0.000,0.097,0.070,0.111,0.106,0.080,0.095,0.171,0.078,0.108
model.000.01.pdb,0.360,0.032,0.329,0.000,0.507,0.013,0.023,0.012,0.023,0.425,0.011,0.282,0.571,0.045,0.522
model.000.02.pdb,0.012,0.509,0.000,0.135,0.012,0.154,0.532,0.302,0.553,0.000,0.423,0.000,0.012,0.462,0.012
model.000.03.pdb,0.037,0.345,0.028,0.036,0.062,0.094,0.346,0.196,0.315,0.049,0.309,0.029,0.053,0.370,0.051
model.000.04.pdb,0.149,0.270,0.134,0.553,0.024,0.250,0.241,0.438,0.237,0.130,0.276,0.194,0.012,0.188,0.000
model.000.05.pdb,0.036,0.367,0.000,0.000,0.099,0.265,0.321,0.224,0.316,0.047,0.382,0.000,0.037,0.393,0.145
model.000.06.pdb,0.046,0.755,0.038,0.204,0.022,0.294,0.733,0.531,0.795,0.033,0.702,0.026,0.023,0.640,0.022
model.000.07.pdb,0.059,0.149,0.052,0.085,0.034,0.000,0.132,0.088,0.147,0.070,0.113,0.082,0.061,0.110,0.047
model.000.08.pdb,0.062,0.176,0.056,0.135,0.024,0.000,0.143,0.113,0.159,0.074,0.121,0.088,0.051,0.118,0.024
model.000.09.pdb,0.309,0.091,0.250,0.050,0.400,0.123,0.070,0.090,0.055,0.319,0.068,0.147,0.344,0.111,0.459
model.000.10.pdb,0.096,0.623,0.038,0.327,0.033,0.435,0.529,0.667,0.549,0.069,0.569,0.081,0.035,0.519,0.034
model.000.11.pdb,0.034,0.604,0.025,0.208,0.022,0.250,0.571,0.480,0.592,0.011,0.580,0.026,0.012,0.446,0.011
model.000.12.pdb,0.122,0.200,0.104,0.425,0.000,0.115,0.148,0.288,0.164,0.076,0.161,0.200,0.000,0.104,0.000
model.000.13.pdb,0.304,0.104,0.266,0.032,0.373,0.182,0.085,0.072,0.099,0.353,0.113,0.129,0.299,0.125,0.429
model.000.14.pdb,0.110,0.226,0.059,0.528,0.000,0.167,0.172,0.354,0.232,0.064,0.186,0.129,0.000,0.143,0.000
