 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.519,0.082,0.316,0.460,0.087,0.069,0.191,0.379,0.364,0.000,0.141,0.290,0.106,0.000,0.127
model.000.01.pdb,0.078,0.292,0.000,0.028,0.101,0.040,0.051,0.066,0.056,0.311,0.051,0.025,0.042,0.397,0.029
model.000.02.pdb,0.125,0.011,0.574,0.358,0.370,0.246,0.739,0.162,0.194,0.000,0.667,0.681,0.286,0.039,0.321
model.000.03.pdb,0.085,0.160,0.000,0.133,0.000,0.161,0.000,0.000,0.014,0.175,0.000,0.014,0.000,0.172,0.000
model.000.04.pdb,0.060,0.010,0.397,0.317,0.191,0.482,0.611,0.089,0.095,0.149,0.475,0.433,0.097,0.211,0.132
model.000.05.pdb,0.148,0.493,0.000,0.037,0.036,0.048,0.034,0.058,0.024,0.268,0.011,0.022,0.000,0.300,0.012
model.000.06.pdb,0.078,0.011,0.434,0.276,0.206,0.393,0.640,0.110,0.118,0.127,0.519,0.473,0.121,0.191,0.161
model.000.07.pdb,0.080,0.387,0.012,0.037,0.101,0.099,0.094,0.034,0.036,0.400,0.107,0.070,0.024,0.438,0.037
model.000.08.pdb,0.130,0.010,0.509,0.258,0.290,0.323,0.686,0.164,0.194,0.105,0.593,0.604,0.200,0.149,0.267
model.000.09.pdb,0.150,0.522,0.000,0.051,0.024,0.012,0.022,0.034,0.024,0.290,0.022,0.011,0.000,0.324,0.000
model.000.10.pdb,0.549,0.171,0.241,0.111,0.180,0.000,0.147,0.711,0.600,0.000,0.130,0.242,0.296,0.013,0.283
model.000.11.pdb,0.097,0.455,0.000,0.033,0.033,0.183,0.041,0.031,0.022,0.523,0.063,0.010,0.000,0.538,0.000
model.000.12.pdb,0.414,0.034,0.339,0.490,0.087,0.100,0.191,0.333,0.316,0.000,0.141,0.333,0.106,0.000,0.145
model.000.13.pdb,0.138,0.464,0.000,0.012,0.037,0.103,0.047,0.047,0.024,0.333,0.047,0.023,0.000,0.391,0.000
model.000.14.pdb,0.358,0.051,0.250,0.432,0.016,0.117,0.145,0.228,0.226,0.000,0.076,0.228,0.000,0.000,0.034
