 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.169,0.013,0.119,0.340,0.281,0.061,0.203,0.048,0.157,0.036,0.000,0.157,0.206,0.076,0.222
model.000.01.pdb,0.088,0.042,0.553,0.000,0.333,0.024,0.364,0.089,0.436,0.012,0.164,0.033,0.088,0.037,0.016
model.000.02.pdb,0.022,0.382,0.000,0.205,0.100,0.507,0.080,0.567,0.065,0.537,0.047,0.766,0.000,0.645,0.012
model.000.03.pdb,0.760,0.011,0.160,0.186,0.119,0.112,0.113,0.010,0.134,0.089,0.328,0.038,0.692,0.078,0.625
model.000.04.pdb,0.029,0.127,0.278,0.000,0.169,0.038,0.164,0.139,0.250,0.039,0.117,0.059,0.029,0.068,0.000
model.000.05.pdb,0.679,0.011,0.143,0.292,0.105,0.099,0.111,0.020,0.146,0.088,0.229,0.069,0.648,0.065,0.549
model.000.06.pdb,0.056,0.352,0.011,0.250,0.020,0.631,0.011,0.466,0.020,0.641,0.095,0.533,0.022,0.552,0.049
model.000.07.pdb,0.205,0.072,0.611,0.037,0.843,0.021,0.745,0.124,0.722,0.032,0.090,0.113,0.222,0.078,0.182
model.000.08.pdb,0.113,0.029,0.283,0.067,0.562,0.000,0.458,0.080,0.370,0.000,0.015,0.113,0.131,0.054,0.157
model.000.09.pdb,0.000,0.439,0.013,0.169,0.101,0.353,0.079,0.500,0.062,0.400,0.040,0.530,0.000,0.452,0.000
model.000.10.pdb,0.183,0.090,0.627,0.013,0.837,0.044,0.809,0.143,0.712,0.044,0.080,0.106,0.200,0.081,0.156
model.000.11.pdb,0.020,0.507,0.021,0.145,0.039,0.442,0.041,0.577,0.050,0.447,0.032,0.558,0.000,0.493,0.011
model.000.12.pdb,0.082,0.031,0.300,0.000,0.108,0.013,0.136,0.026,0.203,0.000,0.235,0.000,0.100,0.000,0.000
model.000.13.pdb,0.265,0.074,0.667,0.000,0.643,0.032,0.706,0.126,0.750,0.032,0.153,0.060,0.265,0.067,0.188
model.000.14.pdb,0.059,0.358,0.011,0.214,0.032,0.683,0.022,0.478,0.033,0.695,0.061,0.549,0.034,0.623,0.053
