 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.119,0.000,0.215,0.230,0.164,0.054,0.224,0.092,0.131,0.000,0.778,0.175,0.185,0.012,0.000
model.000.01.pdb,0.659,0.410,0.375,0.028,0.434,0.070,0.078,0.052,0.558,0.439,0.016,0.059,0.442,0.052,0.000
model.000.02.pdb,0.022,0.000,0.116,0.614,0.056,0.557,0.000,0.587,0.000,0.013,0.157,0.011,0.044,0.449,0.141
model.000.03.pdb,0.087,0.000,0.083,0.000,0.111,0.011,0.627,0.033,0.110,0.014,0.118,0.755,0.127,0.022,0.172
model.000.04.pdb,0.327,0.645,0.197,0.045,0.220,0.091,0.032,0.085,0.260,0.719,0.000,0.015,0.203,0.167,0.000
model.000.05.pdb,0.100,0.000,0.095,0.048,0.110,0.022,0.527,0.055,0.108,0.000,0.149,0.642,0.125,0.032,0.095
model.000.06.pdb,0.011,0.000,0.032,0.324,0.021,0.470,0.011,0.417,0.011,0.000,0.051,0.045,0.011,0.417,0.172
model.000.07.pdb,0.611,0.095,0.685,0.101,0.800,0.111,0.239,0.105,0.620,0.123,0.267,0.194,0.816,0.044,0.000
model.000.08.pdb,0.308,0.042,0.440,0.115,0.392,0.092,0.164,0.056,0.319,0.059,0.462,0.136,0.429,0.027,0.000
model.000.09.pdb,0.039,0.000,0.120,0.702,0.051,0.596,0.000,0.517,0.014,0.000,0.131,0.000,0.051,0.354,0.089
model.000.10.pdb,0.627,0.083,0.706,0.107,0.755,0.117,0.215,0.110,0.638,0.131,0.241,0.171,0.771,0.046,0.000
model.000.11.pdb,0.031,0.110,0.073,0.500,0.041,0.569,0.000,0.551,0.000,0.104,0.086,0.010,0.031,0.646,0.111
model.000.12.pdb,0.327,0.621,0.131,0.000,0.172,0.000,0.089,0.000,0.255,0.594,0.000,0.067,0.175,0.074,0.022
model.000.13.pdb,0.604,0.117,0.648,0.049,0.760,0.086,0.266,0.094,0.612,0.145,0.156,0.235,0.812,0.033,0.000
model.000.14.pdb,0.023,0.000,0.045,0.369,0.034,0.484,0.000,0.470,0.012,0.000,0.040,0.048,0.011,0.426,0.167
