 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.025,0.234,0.190,0.090,0.026,0.186,0.031,0.000,0.000,0.050,0.194,0.340,0.000,0.036,0.070
model.000.01.pdb,0.096,0.375,0.352,0.025,0.000,0.360,0.757,0.405,0.341,0.051,0.040,0.226,0.486,0.090,0.682
model.000.02.pdb,0.375,0.079,0.057,0.619,0.391,0.000,0.024,0.026,0.026,0.384,0.021,0.063,0.000,0.425,0.033
model.000.03.pdb,0.000,0.152,0.115,0.078,0.123,0.171,0.013,0.000,0.074,0.032,0.878,0.129,0.045,0.021,0.114
model.000.04.pdb,0.169,0.141,0.131,0.026,0.014,0.123,0.525,0.667,0.310,0.114,0.014,0.034,0.500,0.191,0.400
model.000.05.pdb,0.000,0.136,0.114,0.101,0.108,0.153,0.013,0.000,0.042,0.032,0.632,0.111,0.029,0.020,0.127
model.000.06.pdb,0.423,0.032,0.033,0.600,0.508,0.000,0.012,0.039,0.026,0.431,0.065,0.012,0.000,0.413,0.011
model.000.07.pdb,0.044,0.820,0.706,0.032,0.000,0.673,0.386,0.106,0.106,0.032,0.179,0.549,0.150,0.088,0.571
model.000.08.pdb,0.000,0.500,0.417,0.000,0.000,0.340,0.200,0.038,0.019,0.000,0.106,0.429,0.042,0.053,0.255
model.000.09.pdb,0.403,0.077,0.053,0.452,0.273,0.000,0.043,0.048,0.031,0.413,0.000,0.059,0.000,0.460,0.038
model.000.10.pdb,0.059,0.776,0.729,0.045,0.000,0.660,0.364,0.113,0.095,0.057,0.158,0.562,0.140,0.080,0.585
model.000.11.pdb,0.606,0.051,0.053,0.535,0.338,0.000,0.083,0.149,0.037,0.612,0.020,0.022,0.038,0.657,0.042
model.000.12.pdb,0.108,0.131,0.102,0.000,0.000,0.200,0.425,0.545,0.594,0.057,0.045,0.075,0.808,0.055,0.347
model.000.13.pdb,0.045,0.712,0.735,0.033,0.000,0.739,0.426,0.127,0.145,0.044,0.216,0.481,0.196,0.090,0.623
model.000.14.pdb,0.412,0.045,0.047,0.707,0.453,0.000,0.013,0.027,0.000,0.400,0.068,0.013,0.000,0.403,0.011
