 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.053,0.012,0.424,0.136,0.024,0.013,0.082,0.203,0.122,0.000,0.509,0.672,0.049,0.022,0.000
model.000.01.pdb,0.000,0.121,0.025,0.194,0.190,0.098,0.231,0.180,0.246,0.298,0.046,0.034,0.233,0.145,0.093
model.000.02.pdb,0.186,0.617,0.012,0.139,0.481,0.438,0.171,0.000,0.000,0.167,0.000,0.011,0.226,0.761,0.271
model.000.03.pdb,0.155,0.023,0.600,0.068,0.023,0.025,0.044,0.074,0.049,0.000,0.390,0.600,0.023,0.022,0.000
model.000.04.pdb,0.012,0.000,0.338,0.090,0.022,0.000,0.066,0.226,0.100,0.099,0.518,0.390,0.034,0.011,0.027
model.000.05.pdb,0.267,0.155,0.047,0.467,0.107,0.056,0.467,0.047,0.197,0.015,0.027,0.077,0.577,0.243,0.000
model.000.06.pdb,0.000,0.053,0.239,0.036,0.066,0.074,0.024,0.182,0.085,0.098,0.276,0.231,0.000,0.062,0.161
model.000.07.pdb,0.027,0.000,0.300,0.187,0.000,0.000,0.141,0.388,0.194,0.014,0.540,0.435,0.092,0.000,0.015
model.000.08.pdb,0.200,0.135,0.034,0.579,0.104,0.055,0.607,0.078,0.306,0.044,0.040,0.087,0.714,0.219,0.015
model.000.09.pdb,0.136,0.553,0.000,0.129,0.480,0.375,0.162,0.000,0.014,0.224,0.000,0.011,0.217,0.696,0.289
model.000.10.pdb,0.281,0.692,0.116,0.133,0.459,0.528,0.160,0.000,0.012,0.119,0.000,0.020,0.205,0.788,0.281
model.000.11.pdb,0.143,0.097,0.571,0.009,0.108,0.145,0.000,0.087,0.031,0.072,0.280,0.341,0.000,0.092,0.145
model.000.12.pdb,0.020,0.102,0.365,0.096,0.135,0.122,0.075,0.134,0.094,0.092,0.342,0.363,0.049,0.108,0.163
model.000.13.pdb,0.279,0.135,0.057,0.552,0.090,0.041,0.579,0.078,0.266,0.044,0.026,0.087,0.680,0.219,0.015
model.000.14.pdb,0.417,0.423,0.155,0.127,0.250,0.288,0.143,0.000,0.000,0.000,0.000,0.023,0.156,0.436,0.093
