 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.052,0.013,0.508,0.107,0.000,0.106,0.667,0.011,0.000,0.344,0.023,0.382,0.000,0.022,0.727
model.000.01.pdb,0.000,0.218,0.036,0.227,0.167,0.188,0.048,0.125,0.016,0.042,0.100,0.057,0.283,0.197,0.012
model.000.02.pdb,0.203,0.438,0.011,0.153,0.182,0.135,0.011,0.694,0.422,0.027,0.717,0.022,0.173,0.653,0.012
model.000.03.pdb,0.137,0.025,0.562,0.044,0.000,0.103,0.619,0.022,0.000,0.467,0.022,0.551,0.000,0.022,0.644
model.000.04.pdb,0.000,0.024,0.392,0.077,0.096,0.076,0.419,0.000,0.000,0.282,0.000,0.528,0.070,0.011,0.389
model.000.05.pdb,0.283,0.071,0.068,0.508,0.000,0.525,0.055,0.236,0.148,0.025,0.214,0.063,0.015,0.243,0.071
model.000.06.pdb,0.000,0.074,0.227,0.024,0.232,0.011,0.237,0.048,0.030,0.270,0.051,0.435,0.083,0.049,0.219
model.000.07.pdb,0.026,0.000,0.377,0.169,0.014,0.123,0.448,0.000,0.000,0.221,0.000,0.342,0.015,0.000,0.438
model.000.08.pdb,0.215,0.069,0.043,0.655,0.014,0.673,0.065,0.213,0.125,0.012,0.192,0.030,0.045,0.254,0.069
model.000.09.pdb,0.133,0.435,0.000,0.143,0.216,0.141,0.012,0.569,0.298,0.014,0.583,0.011,0.234,0.592,0.012
model.000.10.pdb,0.297,0.350,0.099,0.145,0.149,0.129,0.020,0.827,0.520,0.114,0.750,0.059,0.123,0.661,0.032
model.000.11.pdb,0.128,0.080,0.520,0.000,0.152,0.028,0.349,0.112,0.084,0.569,0.117,0.704,0.061,0.081,0.370
model.000.12.pdb,0.010,0.110,0.379,0.085,0.212,0.064,0.402,0.095,0.043,0.333,0.110,0.588,0.081,0.119,0.393
model.000.13.pdb,0.295,0.055,0.067,0.625,0.014,0.643,0.065,0.213,0.125,0.037,0.192,0.062,0.045,0.236,0.057
model.000.14.pdb,0.438,0.117,0.132,0.110,0.016,0.093,0.023,0.528,0.550,0.138,0.510,0.069,0.000,0.386,0.012
