 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.000,0.554,0.012,0.040,0.323,0.020,0.024,0.677,0.219,0.012,0.080,0.179,0.250,0.011,0.590
model.000.01.pdb,0.370,0.103,0.250,0.571,0.156,0.222,0.075,0.034,0.269,0.213,0.258,0.000,0.094,0.118,0.090
model.000.02.pdb,0.520,0.000,0.358,0.097,0.000,0.579,0.510,0.011,0.000,0.652,0.232,0.051,0.000,0.592,0.012
model.000.03.pdb,0.023,0.369,0.024,0.026,0.275,0.020,0.024,0.582,0.111,0.023,0.078,0.288,0.161,0.023,0.500
model.000.04.pdb,0.011,0.460,0.012,0.221,0.655,0.029,0.011,0.473,0.407,0.011,0.064,0.198,0.293,0.011,0.569
model.000.05.pdb,0.344,0.000,0.625,0.028,0.012,0.200,0.081,0.099,0.000,0.224,0.596,0.035,0.000,0.151,0.069
model.000.06.pdb,0.000,0.286,0.000,0.241,0.455,0.093,0.083,0.273,0.358,0.053,0.011,0.284,0.255,0.079,0.282
model.000.07.pdb,0.000,0.647,0.013,0.154,0.537,0.000,0.000,0.530,0.415,0.000,0.122,0.099,0.457,0.000,0.516
model.000.08.pdb,0.292,0.062,0.633,0.070,0.012,0.181,0.079,0.097,0.000,0.217,0.691,0.023,0.030,0.147,0.067
model.000.09.pdb,0.553,0.000,0.353,0.121,0.000,0.526,0.449,0.011,0.000,0.698,0.224,0.026,0.000,0.562,0.012
model.000.10.pdb,0.419,0.011,0.312,0.067,0.000,0.594,0.654,0.010,0.000,0.517,0.212,0.175,0.000,0.667,0.010
model.000.11.pdb,0.000,0.241,0.000,0.106,0.325,0.126,0.149,0.412,0.175,0.052,0.028,0.588,0.162,0.118,0.361
model.000.12.pdb,0.038,0.329,0.040,0.136,0.421,0.140,0.140,0.465,0.235,0.091,0.064,0.326,0.195,0.111,0.417
model.000.13.pdb,0.292,0.037,0.633,0.056,0.012,0.181,0.065,0.097,0.013,0.217,0.722,0.059,0.015,0.147,0.056
model.000.14.pdb,0.254,0.000,0.228,0.000,0.000,0.333,0.358,0.011,0.000,0.276,0.137,0.194,0.000,0.407,0.000
