 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.481,0.170,0.355,0.000,0.431,0.000,0.382,0.011,0.480,0.179,0.150,0.317,0.414,0.000,0.000
model.000.01.pdb,0.000,0.000,0.024,0.174,0.000,0.273,0.041,0.290,0.000,0.000,0.029,0.081,0.000,0.369,0.442
model.000.02.pdb,0.246,0.018,0.212,0.000,0.274,0.000,0.756,0.037,0.296,0.033,0.161,0.596,0.279,0.000,0.018
model.000.03.pdb,0.161,0.256,0.070,0.000,0.087,0.042,0.133,0.026,0.100,0.318,0.000,0.109,0.088,0.143,0.178
model.000.04.pdb,0.000,0.088,0.000,0.127,0.000,0.277,0.013,0.275,0.000,0.100,0.000,0.013,0.000,0.544,0.298
model.000.05.pdb,0.774,0.246,0.633,0.068,0.702,0.102,0.200,0.097,0.630,0.290,0.153,0.163,0.684,0.052,0.000
model.000.06.pdb,0.500,0.111,0.745,0.130,0.653,0.157,0.072,0.147,0.469,0.164,0.175,0.055,0.702,0.062,0.000
model.000.07.pdb,0.010,0.039,0.041,0.342,0.031,0.443,0.022,0.472,0.011,0.050,0.024,0.078,0.020,0.472,0.197
model.000.08.pdb,0.029,0.080,0.000,0.043,0.000,0.154,0.030,0.111,0.000,0.094,0.000,0.029,0.000,0.250,0.514
model.000.09.pdb,0.667,0.216,0.474,0.026,0.566,0.064,0.267,0.048,0.762,0.269,0.131,0.215,0.547,0.035,0.000
model.000.10.pdb,0.156,0.014,0.148,0.047,0.179,0.011,0.700,0.043,0.186,0.027,0.200,0.692,0.182,0.021,0.077
model.000.11.pdb,0.075,0.097,0.216,0.593,0.127,0.413,0.000,0.469,0.039,0.125,0.210,0.000,0.114,0.362,0.000
model.000.12.pdb,0.000,0.022,0.000,0.143,0.000,0.218,0.053,0.180,0.000,0.020,0.000,0.068,0.000,0.220,0.552
model.000.13.pdb,0.577,0.103,0.755,0.123,0.667,0.149,0.164,0.111,0.551,0.153,0.203,0.141,0.714,0.059,0.000
model.000.14.pdb,0.011,0.014,0.022,0.264,0.022,0.403,0.024,0.356,0.012,0.013,0.013,0.047,0.011,0.414,0.241
