 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.306,0.079,0.638,0.141,0.038,0.188,0.082,0.076,0.043,0.227,0.731,0.000,0.066,0.153,0.045
model.000.01.pdb,0.000,0.317,0.000,0.121,0.414,0.091,0.127,0.370,0.254,0.038,0.011,0.397,0.269,0.091,0.348
model.000.02.pdb,0.509,0.000,0.357,0.143,0.000,0.679,0.444,0.010,0.000,0.778,0.236,0.036,0.000,0.547,0.011
model.000.03.pdb,0.027,0.100,0.125,0.000,0.056,0.000,0.014,0.190,0.000,0.027,0.250,0.171,0.017,0.013,0.176
model.000.04.pdb,0.381,0.011,0.277,0.053,0.000,0.578,0.700,0.040,0.000,0.526,0.185,0.192,0.000,0.679,0.021
model.000.05.pdb,0.000,0.525,0.023,0.037,0.333,0.039,0.047,0.803,0.200,0.022,0.098,0.256,0.310,0.022,0.537
model.000.06.pdb,0.344,0.000,0.258,0.072,0.000,0.600,0.702,0.031,0.000,0.519,0.167,0.173,0.000,0.826,0.011
model.000.07.pdb,0.000,0.324,0.000,0.049,0.329,0.138,0.197,0.521,0.181,0.069,0.000,0.414,0.222,0.159,0.425
model.000.08.pdb,0.483,0.012,0.281,0.130,0.000,0.695,0.647,0.040,0.000,0.593,0.203,0.150,0.000,0.796,0.021
model.000.09.pdb,0.000,0.460,0.024,0.037,0.338,0.050,0.072,0.703,0.186,0.022,0.087,0.244,0.250,0.045,0.594
model.000.10.pdb,0.279,0.179,0.233,0.400,0.130,0.150,0.056,0.091,0.228,0.182,0.279,0.000,0.170,0.096,0.113
model.000.11.pdb,0.020,0.397,0.010,0.033,0.278,0.075,0.138,0.566,0.148,0.031,0.058,0.466,0.232,0.132,0.455
model.000.12.pdb,0.373,0.051,0.674,0.123,0.000,0.188,0.082,0.076,0.014,0.246,0.765,0.000,0.048,0.153,0.034
model.000.13.pdb,0.000,0.468,0.012,0.038,0.304,0.072,0.114,0.588,0.188,0.034,0.065,0.371,0.233,0.095,0.443
model.000.14.pdb,0.268,0.059,0.558,0.016,0.000,0.149,0.030,0.072,0.016,0.183,0.633,0.000,0.038,0.106,0.025
