 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.254,0.011,0.714,0.346,0.263,0.194,0.529,0.328,0.385,0.000,0.368,0.604,0.273,0.013,0.360
model.000.01.pdb,0.194,0.607,0.000,0.000,0.000,0.014,0.000,0.182,0.106,0.149,0.000,0.000,0.029,0.147,0.000
model.000.02.pdb,0.339,0.012,0.478,0.650,0.115,0.148,0.298,0.281,0.308,0.000,0.213,0.404,0.100,0.000,0.143
model.000.03.pdb,0.340,0.125,0.185,0.051,0.306,0.000,0.129,0.408,0.524,0.000,0.167,0.169,0.550,0.000,0.429
model.000.04.pdb,0.145,0.435,0.000,0.000,0.091,0.000,0.000,0.132,0.108,0.118,0.000,0.000,0.148,0.100,0.062
model.000.05.pdb,0.134,0.010,0.483,0.273,0.410,0.275,0.736,0.182,0.211,0.071,0.643,0.542,0.273,0.110,0.323
model.000.06.pdb,0.055,0.012,0.321,0.193,0.250,0.333,0.551,0.071,0.077,0.138,0.520,0.389,0.133,0.210,0.158
model.000.07.pdb,0.155,0.597,0.000,0.048,0.047,0.011,0.021,0.067,0.034,0.253,0.021,0.022,0.011,0.250,0.024
model.000.08.pdb,0.183,0.350,0.000,0.000,0.085,0.000,0.014,0.278,0.208,0.015,0.014,0.000,0.192,0.015,0.071
model.000.09.pdb,0.145,0.011,0.532,0.373,0.385,0.233,0.660,0.185,0.220,0.000,0.560,0.604,0.273,0.041,0.333
model.000.10.pdb,0.397,0.065,0.306,0.436,0.080,0.137,0.192,0.303,0.306,0.024,0.130,0.284,0.082,0.012,0.116
model.000.11.pdb,0.000,0.131,0.000,0.000,0.147,0.270,0.077,0.000,0.000,0.608,0.063,0.025,0.056,0.627,0.057
model.000.12.pdb,0.167,0.327,0.000,0.000,0.018,0.000,0.000,0.196,0.098,0.111,0.000,0.000,0.019,0.089,0.000
model.000.13.pdb,0.080,0.011,0.423,0.263,0.254,0.382,0.600,0.113,0.121,0.130,0.569,0.491,0.161,0.179,0.186
model.000.14.pdb,0.139,0.667,0.000,0.038,0.025,0.012,0.011,0.114,0.092,0.208,0.023,0.011,0.066,0.205,0.013
