 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,1.000,0.012,0.221,0.145,0.169,0.067,0.164,0.011,0.203,0.068,0.350,0.030,0.750,0.057,0.644
model.000.01.pdb,0.012,1.000,0.037,0.039,0.110,0.391,0.117,0.540,0.098,0.418,0.065,0.419,0.000,0.424,0.000
model.000.02.pdb,0.221,0.037,1.000,0.013,0.534,0.022,0.556,0.080,0.600,0.022,0.143,0.020,0.239,0.022,0.177
model.000.03.pdb,0.145,0.039,0.013,1.000,0.049,0.200,0.013,0.046,0.000,0.187,0.013,0.207,0.179,0.173,0.190
model.000.04.pdb,0.169,0.110,0.534,0.049,1.000,0.052,0.784,0.159,0.696,0.064,0.061,0.146,0.184,0.100,0.159
model.000.05.pdb,0.067,0.391,0.022,0.200,0.052,1.000,0.043,0.486,0.042,0.721,0.070,0.575,0.067,0.651,0.076
model.000.06.pdb,0.164,0.117,0.556,0.013,0.784,0.043,1.000,0.169,0.731,0.056,0.079,0.129,0.164,0.106,0.119
model.000.07.pdb,0.011,0.540,0.080,0.046,0.159,0.486,0.169,1.000,0.161,0.559,0.045,0.568,0.000,0.567,0.000
model.000.08.pdb,0.203,0.098,0.600,0.000,0.696,0.042,0.731,0.161,1.000,0.053,0.162,0.112,0.203,0.101,0.145
model.000.09.pdb,0.068,0.418,0.022,0.187,0.064,0.721,0.056,0.559,0.053,1.000,0.058,0.606,0.068,0.635,0.077
model.000.10.pdb,0.350,0.065,0.143,0.013,0.061,0.070,0.079,0.045,0.162,0.058,1.000,0.031,0.306,0.047,0.203
model.000.11.pdb,0.030,0.419,0.020,0.207,0.146,0.575,0.129,0.568,0.112,0.606,0.031,1.000,0.030,0.638,0.022
model.000.12.pdb,0.750,0.000,0.239,0.179,0.184,0.067,0.164,0.000,0.203,0.068,0.306,0.030,1.000,0.045,0.644
model.000.13.pdb,0.057,0.424,0.022,0.173,0.100,0.651,0.106,0.567,0.101,0.635,0.047,0.638,0.045,1.000,0.064
model.000.14.pdb,0.644,0.000,0.177,0.190,0.159,0.076,0.119,0.000,0.145,0.077,0.203,0.022,0.644,0.064,1.000
