 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,0.057,0.108,0.110,0.410,0.062,0.359,0.148,0.089,0.015,0.053,0.079,0.077,0.143,0.151,0.114
model.000.01.pdb,0.024,0.012,0.464,0.116,0.000,0.078,0.585,0.011,0.000,0.309,0.011,0.385,0.014,0.011,0.556
model.000.02.pdb,0.098,0.327,0.000,0.215,0.109,0.231,0.000,0.463,0.176,0.000,0.471,0.000,0.239,0.571,0.000
model.000.03.pdb,0.204,0.189,0.012,0.375,0.017,0.345,0.024,0.351,0.160,0.014,0.327,0.011,0.058,0.339,0.026
model.000.04.pdb,0.000,0.585,0.012,0.039,0.694,0.039,0.000,0.215,0.091,0.000,0.230,0.110,0.583,0.242,0.000
model.000.05.pdb,0.568,0.136,0.178,0.080,0.050,0.108,0.035,0.446,0.590,0.156,0.400,0.107,0.000,0.295,0.037
model.000.06.pdb,0.123,0.543,0.011,0.118,0.218,0.132,0.011,0.700,0.320,0.026,0.688,0.010,0.235,0.729,0.012
model.000.07.pdb,0.000,0.148,0.047,0.377,0.082,0.250,0.083,0.120,0.032,0.027,0.111,0.032,0.192,0.188,0.049
model.000.08.pdb,0.015,0.204,0.037,0.274,0.130,0.231,0.049,0.129,0.034,0.029,0.119,0.034,0.267,0.203,0.013
model.000.09.pdb,0.268,0.015,0.544,0.000,0.032,0.037,0.268,0.122,0.164,0.583,0.097,0.462,0.000,0.066,0.308
model.000.10.pdb,0.074,0.690,0.034,0.076,0.367,0.089,0.022,0.545,0.269,0.040,0.558,0.054,0.340,0.566,0.024
model.000.11.pdb,0.091,0.458,0.000,0.217,0.200,0.197,0.011,0.527,0.226,0.013,0.509,0.011,0.265,0.673,0.012
model.000.12.pdb,0.000,0.400,0.000,0.055,0.405,0.040,0.000,0.132,0.036,0.000,0.123,0.085,0.667,0.172,0.000
model.000.13.pdb,0.220,0.045,0.483,0.000,0.065,0.012,0.282,0.151,0.161,0.638,0.159,0.391,0.000,0.093,0.323
model.000.14.pdb,0.000,0.525,0.000,0.071,0.462,0.070,0.000,0.172,0.057,0.000,0.164,0.061,0.828,0.237,0.000
