 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb
model.000.00.pdb,1.000,0.280,0.536,0.038,0.700,0.076,0.164,0.071,0.810,0.308,0.127,0.125,0.615,0.047,0.000
model.000.01.pdb,0.280,1.000,0.097,0.016,0.136,0.015,0.017,0.014,0.208,0.786,0.000,0.000,0.138,0.125,0.023
model.000.02.pdb,0.536,0.097,1.000,0.147,0.679,0.171,0.155,0.146,0.509,0.143,0.250,0.118,0.692,0.068,0.000
model.000.03.pdb,0.038,0.016,0.147,1.000,0.076,0.545,0.000,0.525,0.013,0.030,0.224,0.000,0.077,0.304,0.033
model.000.04.pdb,0.700,0.136,0.679,0.076,1.000,0.128,0.191,0.107,0.717,0.164,0.194,0.151,0.812,0.045,0.000
model.000.05.pdb,0.076,0.015,0.171,0.545,0.128,1.000,0.000,0.661,0.053,0.044,0.042,0.000,0.087,0.525,0.100
model.000.06.pdb,0.164,0.017,0.155,0.000,0.191,0.000,1.000,0.024,0.200,0.032,0.175,0.750,0.194,0.000,0.073
model.000.07.pdb,0.071,0.014,0.146,0.525,0.107,0.661,0.024,1.000,0.050,0.041,0.068,0.023,0.082,0.485,0.076
model.000.08.pdb,0.810,0.208,0.509,0.013,0.717,0.053,0.200,0.050,1.000,0.240,0.140,0.154,0.660,0.024,0.000
model.000.09.pdb,0.308,0.786,0.143,0.030,0.164,0.044,0.032,0.041,0.240,1.000,0.000,0.015,0.167,0.134,0.021
model.000.10.pdb,0.127,0.000,0.250,0.224,0.194,0.042,0.175,0.068,0.140,0.000,1.000,0.111,0.217,0.000,0.000
model.000.11.pdb,0.125,0.000,0.118,0.000,0.151,0.000,0.750,0.023,0.154,0.015,0.111,1.000,0.169,0.011,0.107
model.000.12.pdb,0.615,0.138,0.692,0.077,0.812,0.087,0.194,0.082,0.660,0.167,0.217,0.169,1.000,0.022,0.000
model.000.13.pdb,0.047,0.125,0.068,0.304,0.045,0.525,0.000,0.485,0.024,0.134,0.000,0.011,0.022,1.000,0.145
model.000.14.pdb,0.000,0.023,0.000,0.033,0.000,0.100,0.073,0.076,0.000,0.021,0.000,0.107,0.000,0.145,1.000
