 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.519,0.078,0.125,0.085,0.060,0.148,0.078,0.080,0.130,0.150,0.549,0.097,0.414,0.138,0.358,0.189,0.149,0.092,0.130,0.061
model.000.01.pdb,0.082,0.292,0.011,0.160,0.010,0.493,0.011,0.387,0.010,0.522,0.171,0.455,0.034,0.464,0.051,0.327,0.508,0.479,0.481,0.311
model.000.02.pdb,0.316,0.000,0.574,0.000,0.397,0.000,0.434,0.012,0.509,0.000,0.241,0.000,0.339,0.000,0.250,0.000,0.000,0.011,0.010,0.000
model.000.03.pdb,0.460,0.028,0.358,0.133,0.317,0.037,0.276,0.037,0.258,0.051,0.111,0.033,0.490,0.012,0.432,0.000,0.013,0.036,0.033,0.026
model.000.04.pdb,0.087,0.101,0.370,0.000,0.191,0.036,0.206,0.101,0.290,0.024,0.180,0.033,0.087,0.037,0.016,0.018,0.083,0.035,0.090,0.127
model.000.05.pdb,0.069,0.040,0.246,0.161,0.482,0.048,0.393,0.099,0.323,0.012,0.000,0.183,0.100,0.103,0.117,0.000,0.000,0.098,0.088,0.051
model.000.06.pdb,0.191,0.051,0.739,0.000,0.611,0.034,0.640,0.094,0.686,0.022,0.147,0.041,0.191,0.047,0.145,0.000,0.000,0.044,0.040,0.012
model.000.07.pdb,0.379,0.066,0.162,0.000,0.089,0.058,0.110,0.034,0.164,0.034,0.711,0.031,0.333,0.047,0.228,0.298,0.092,0.033,0.074,0.049
model.000.08.pdb,0.364,0.056,0.194,0.014,0.095,0.024,0.118,0.036,0.194,0.024,0.600,0.022,0.316,0.024,0.226,0.143,0.068,0.023,0.054,0.053
model.000.09.pdb,0.000,0.311,0.000,0.175,0.149,0.268,0.127,0.400,0.105,0.290,0.000,0.523,0.000,0.333,0.000,0.000,0.139,0.438,0.347,0.355
model.000.10.pdb,0.141,0.051,0.667,0.000,0.475,0.011,0.519,0.107,0.593,0.022,0.130,0.063,0.141,0.047,0.076,0.000,0.012,0.056,0.051,0.049
model.000.11.pdb,0.290,0.025,0.681,0.014,0.433,0.022,0.473,0.070,0.604,0.011,0.242,0.010,0.333,0.023,0.228,0.000,0.000,0.045,0.041,0.012
model.000.12.pdb,0.106,0.042,0.286,0.000,0.097,0.000,0.121,0.024,0.200,0.000,0.296,0.000,0.106,0.000,0.000,0.080,0.134,0.012,0.033,0.099
model.000.13.pdb,0.000,0.397,0.039,0.172,0.211,0.300,0.191,0.438,0.149,0.324,0.013,0.538,0.000,0.391,0.000,0.000,0.153,0.453,0.360,0.328
model.000.14.pdb,0.127,0.029,0.321,0.000,0.132,0.012,0.161,0.037,0.267,0.000,0.283,0.000,0.145,0.000,0.034,0.020,0.072,0.000,0.022,0.086
model.000.15.pdb,0.323,0.115,0.118,0.013,0.057,0.115,0.074,0.077,0.138,0.103,0.694,0.071,0.284,0.092,0.188,0.314,0.171,0.065,0.125,0.123
model.000.16.pdb,0.031,0.079,0.245,0.000,0.090,0.040,0.079,0.097,0.161,0.027,0.143,0.024,0.031,0.013,0.000,0.021,0.111,0.039,0.072,0.143
model.000.17.pdb,0.036,0.426,0.024,0.174,0.095,0.516,0.101,0.531,0.096,0.548,0.012,0.710,0.024,0.638,0.027,0.098,0.348,0.597,0.521,0.422
model.000.18.pdb,0.114,0.082,0.540,0.000,0.585,0.023,0.612,0.154,0.729,0.048,0.103,0.114,0.114,0.087,0.079,0.000,0.000,0.083,0.064,0.025
model.000.19.pdb,0.654,0.024,0.104,0.246,0.082,0.115,0.074,0.010,0.110,0.103,0.317,0.050,0.564,0.092,0.551,0.155,0.060,0.042,0.069,0.000
