 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.070,0.360,0.012,0.037,0.149,0.036,0.046,0.059,0.062,0.309,0.096,0.034,0.122,0.304,0.110,0.116,0.185,0.433,0.048,0.000
model.000.01.pdb,0.115,0.032,0.509,0.345,0.270,0.367,0.755,0.149,0.176,0.091,0.623,0.604,0.200,0.104,0.226,0.110,0.161,0.058,0.596,0.096
model.000.02.pdb,0.078,0.329,0.000,0.028,0.134,0.000,0.038,0.052,0.056,0.250,0.038,0.025,0.104,0.266,0.059,0.130,0.133,0.403,0.026,0.012
model.000.03.pdb,0.065,0.000,0.135,0.036,0.553,0.000,0.204,0.085,0.135,0.050,0.327,0.208,0.425,0.032,0.528,0.129,0.700,0.045,0.240,0.000
model.000.04.pdb,0.146,0.507,0.012,0.062,0.024,0.099,0.022,0.034,0.024,0.400,0.033,0.022,0.000,0.373,0.000,0.101,0.026,0.633,0.047,0.089
model.000.05.pdb,0.000,0.013,0.154,0.094,0.250,0.265,0.294,0.000,0.000,0.123,0.435,0.250,0.115,0.182,0.167,0.000,0.209,0.127,0.615,0.000
model.000.06.pdb,0.097,0.023,0.532,0.346,0.241,0.321,0.733,0.132,0.143,0.070,0.529,0.571,0.148,0.085,0.172,0.078,0.123,0.051,0.562,0.107
model.000.07.pdb,0.070,0.012,0.302,0.196,0.438,0.224,0.531,0.088,0.113,0.090,0.667,0.480,0.288,0.072,0.354,0.096,0.356,0.081,0.600,0.013
model.000.08.pdb,0.111,0.023,0.553,0.315,0.237,0.316,0.795,0.147,0.159,0.055,0.549,0.592,0.164,0.099,0.232,0.105,0.121,0.063,0.520,0.105
model.000.09.pdb,0.106,0.425,0.000,0.049,0.130,0.047,0.033,0.070,0.074,0.319,0.069,0.011,0.076,0.353,0.064,0.140,0.113,0.556,0.084,0.043
model.000.10.pdb,0.080,0.011,0.423,0.309,0.276,0.382,0.702,0.113,0.121,0.068,0.569,0.580,0.161,0.113,0.186,0.076,0.138,0.062,0.638,0.076
model.000.11.pdb,0.095,0.282,0.000,0.029,0.194,0.000,0.026,0.082,0.088,0.147,0.081,0.026,0.200,0.129,0.129,0.181,0.222,0.269,0.027,0.012
model.000.12.pdb,0.171,0.571,0.012,0.053,0.012,0.037,0.023,0.061,0.051,0.344,0.035,0.012,0.000,0.299,0.000,0.120,0.028,0.576,0.024,0.094
model.000.13.pdb,0.078,0.045,0.462,0.370,0.188,0.393,0.640,0.110,0.118,0.111,0.519,0.446,0.104,0.125,0.143,0.061,0.079,0.101,0.519,0.115
model.000.14.pdb,0.108,0.522,0.012,0.051,0.000,0.145,0.022,0.047,0.024,0.459,0.034,0.011,0.000,0.429,0.000,0.079,0.013,0.548,0.011,0.067
model.000.15.pdb,0.068,0.271,0.000,0.000,0.143,0.014,0.000,0.085,0.059,0.226,0.026,0.000,0.129,0.222,0.079,0.137,0.164,0.317,0.027,0.012
model.000.16.pdb,0.067,0.011,0.460,0.315,0.237,0.364,0.681,0.099,0.106,0.085,0.580,0.500,0.145,0.130,0.169,0.063,0.140,0.063,0.689,0.077
model.000.17.pdb,0.279,0.035,0.203,0.438,0.000,0.141,0.132,0.169,0.164,0.000,0.085,0.188,0.000,0.000,0.015,0.155,0.000,0.025,0.072,0.608
model.000.18.pdb,0.403,0.078,0.333,0.472,0.067,0.139,0.211,0.308,0.290,0.012,0.147,0.288,0.083,0.012,0.101,0.264,0.014,0.034,0.107,0.569
model.000.19.pdb,0.092,0.382,0.011,0.049,0.143,0.047,0.033,0.045,0.048,0.296,0.080,0.022,0.117,0.329,0.077,0.112,0.127,0.523,0.083,0.021
