 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.000,0.203,0.012,0.030,0.067,0.000,0.209,0.083,0.224,0.043,0.169,0.012,0.071,0.197,0.044,0.000,0.171,0.600,0.780,0.032
model.000.01.pdb,0.557,0.071,0.593,0.095,0.366,0.111,0.051,0.082,0.078,0.540,0.077,0.424,0.394,0.089,0.357,0.547,0.064,0.000,0.011,0.607
model.000.02.pdb,0.069,0.760,0.037,0.264,0.022,0.308,0.633,0.540,0.688,0.033,0.640,0.051,0.023,0.556,0.022,0.026,0.620,0.162,0.257,0.055
model.000.03.pdb,0.072,0.012,0.039,0.000,0.213,0.000,0.000,0.000,0.000,0.071,0.013,0.000,0.147,0.026,0.203,0.013,0.000,0.250,0.167,0.045
model.000.04.pdb,0.064,0.667,0.058,0.104,0.052,0.415,0.673,0.448,0.660,0.085,0.745,0.023,0.043,0.717,0.064,0.036,0.760,0.147,0.203,0.084
model.000.05.pdb,0.438,0.031,0.412,0.053,0.698,0.053,0.045,0.047,0.045,0.390,0.044,0.288,0.645,0.021,0.567,0.373,0.033,0.083,0.087,0.403
model.000.06.pdb,0.067,0.667,0.049,0.095,0.043,0.458,0.708,0.463,0.729,0.078,0.750,0.012,0.034,0.686,0.044,0.025,0.766,0.110,0.200,0.077
model.000.07.pdb,0.559,0.135,0.516,0.111,0.521,0.209,0.120,0.154,0.119,0.565,0.145,0.397,0.561,0.128,0.493,0.409,0.133,0.000,0.020,0.580
model.000.08.pdb,0.053,0.709,0.047,0.177,0.052,0.451,0.686,0.566,0.706,0.086,0.725,0.035,0.032,0.607,0.021,0.036,0.740,0.104,0.205,0.085
model.000.09.pdb,0.444,0.042,0.418,0.054,0.683,0.068,0.034,0.035,0.034,0.472,0.033,0.310,0.741,0.056,0.529,0.338,0.045,0.084,0.088,0.466
model.000.10.pdb,0.046,0.132,0.051,0.121,0.069,0.000,0.083,0.103,0.129,0.069,0.096,0.081,0.073,0.065,0.046,0.068,0.082,0.167,0.284,0.044
model.000.11.pdb,0.407,0.079,0.329,0.035,0.681,0.141,0.063,0.065,0.062,0.468,0.073,0.256,0.609,0.117,0.701,0.295,0.085,0.031,0.048,0.481
model.000.12.pdb,0.000,0.219,0.000,0.030,0.067,0.000,0.209,0.083,0.224,0.032,0.186,0.000,0.058,0.214,0.022,0.000,0.171,0.633,0.745,0.021
model.000.13.pdb,0.392,0.054,0.306,0.000,0.641,0.099,0.059,0.074,0.071,0.419,0.070,0.211,0.613,0.080,0.585,0.304,0.058,0.060,0.065,0.432
model.000.14.pdb,0.000,0.162,0.000,0.000,0.075,0.000,0.164,0.030,0.161,0.036,0.141,0.000,0.080,0.172,0.024,0.000,0.143,0.667,0.646,0.012
model.000.15.pdb,0.119,0.000,0.138,0.000,0.167,0.000,0.000,0.000,0.000,0.100,0.000,0.185,0.161,0.000,0.172,0.240,0.000,0.052,0.077,0.130
model.000.16.pdb,0.516,0.000,0.544,0.127,0.414,0.014,0.000,0.025,0.000,0.523,0.000,0.536,0.446,0.000,0.426,0.500,0.000,0.025,0.045,0.562
model.000.17.pdb,0.466,0.074,0.380,0.052,0.627,0.108,0.068,0.083,0.067,0.434,0.079,0.280,0.625,0.077,0.646,0.306,0.080,0.011,0.030,0.447
model.000.18.pdb,0.547,0.067,0.507,0.098,0.686,0.096,0.062,0.087,0.061,0.532,0.071,0.400,0.592,0.070,0.526,0.411,0.061,0.052,0.067,0.545
model.000.19.pdb,0.737,0.022,0.667,0.159,0.423,0.072,0.012,0.078,0.012,0.603,0.011,0.600,0.433,0.034,0.435,0.593,0.012,0.000,0.011,0.700
