 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.519,0.082,0.316,0.460,0.087,0.069,0.191,0.379,0.364,0.000,0.141,0.290,0.106,0.000,0.127,0.323,0.031,0.036,0.114,0.654
model.000.01.pdb,0.078,0.292,0.000,0.028,0.101,0.040,0.051,0.066,0.056,0.311,0.051,0.025,0.042,0.397,0.029,0.115,0.079,0.426,0.082,0.024
model.000.02.pdb,0.125,0.011,0.574,0.358,0.370,0.246,0.739,0.162,0.194,0.000,0.667,0.681,0.286,0.039,0.321,0.118,0.245,0.024,0.540,0.104
model.000.03.pdb,0.085,0.160,0.000,0.133,0.000,0.161,0.000,0.000,0.014,0.175,0.000,0.014,0.000,0.172,0.000,0.013,0.000,0.174,0.000,0.246
model.000.04.pdb,0.060,0.010,0.397,0.317,0.191,0.482,0.611,0.089,0.095,0.149,0.475,0.433,0.097,0.211,0.132,0.057,0.090,0.095,0.585,0.082
model.000.05.pdb,0.148,0.493,0.000,0.037,0.036,0.048,0.034,0.058,0.024,0.268,0.011,0.022,0.000,0.300,0.012,0.115,0.040,0.516,0.023,0.115
model.000.06.pdb,0.078,0.011,0.434,0.276,0.206,0.393,0.640,0.110,0.118,0.127,0.519,0.473,0.121,0.191,0.161,0.074,0.079,0.101,0.612,0.074
model.000.07.pdb,0.080,0.387,0.012,0.037,0.101,0.099,0.094,0.034,0.036,0.400,0.107,0.070,0.024,0.438,0.037,0.077,0.097,0.531,0.154,0.010
model.000.08.pdb,0.130,0.010,0.509,0.258,0.290,0.323,0.686,0.164,0.194,0.105,0.593,0.604,0.200,0.149,0.267,0.138,0.161,0.096,0.729,0.110
model.000.09.pdb,0.150,0.522,0.000,0.051,0.024,0.012,0.022,0.034,0.024,0.290,0.022,0.011,0.000,0.324,0.000,0.103,0.027,0.548,0.048,0.103
model.000.10.pdb,0.549,0.171,0.241,0.111,0.180,0.000,0.147,0.711,0.600,0.000,0.130,0.242,0.296,0.013,0.283,0.694,0.143,0.012,0.103,0.317
model.000.11.pdb,0.097,0.455,0.000,0.033,0.033,0.183,0.041,0.031,0.022,0.523,0.063,0.010,0.000,0.538,0.000,0.071,0.024,0.710,0.114,0.050
model.000.12.pdb,0.414,0.034,0.339,0.490,0.087,0.100,0.191,0.333,0.316,0.000,0.141,0.333,0.106,0.000,0.145,0.284,0.031,0.024,0.114,0.564
model.000.13.pdb,0.138,0.464,0.000,0.012,0.037,0.103,0.047,0.047,0.024,0.333,0.047,0.023,0.000,0.391,0.000,0.092,0.013,0.638,0.087,0.092
model.000.14.pdb,0.358,0.051,0.250,0.432,0.016,0.117,0.145,0.228,0.226,0.000,0.076,0.228,0.000,0.000,0.034,0.188,0.000,0.027,0.079,0.551
model.000.15.pdb,0.189,0.327,0.000,0.000,0.018,0.000,0.000,0.298,0.143,0.000,0.000,0.000,0.080,0.000,0.020,0.314,0.021,0.098,0.000,0.155
model.000.16.pdb,0.149,0.508,0.000,0.013,0.083,0.000,0.000,0.092,0.068,0.139,0.012,0.000,0.134,0.153,0.072,0.171,0.111,0.348,0.000,0.060
model.000.17.pdb,0.092,0.479,0.011,0.036,0.035,0.098,0.044,0.033,0.023,0.438,0.056,0.045,0.012,0.453,0.000,0.065,0.039,0.597,0.083,0.042
model.000.18.pdb,0.130,0.481,0.010,0.033,0.090,0.088,0.040,0.074,0.054,0.347,0.051,0.041,0.033,0.360,0.022,0.125,0.072,0.521,0.064,0.069
model.000.19.pdb,0.061,0.311,0.000,0.026,0.127,0.051,0.012,0.049,0.053,0.355,0.049,0.012,0.099,0.328,0.086,0.123,0.143,0.422,0.025,0.000
