 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.356,0.061,0.023,0.443,0.465,0.044,0.476,0.315,0.021,0.036,0.052,0.620,0.592,0.010,0.061,0.364,0.153,0.077,0.480,0.010
model.000.01.pdb,0.033,0.171,0.750,0.043,0.021,0.268,0.035,0.000,0.227,0.688,0.714,0.089,0.105,0.211,0.439,0.000,0.068,0.788,0.071,0.253
model.000.02.pdb,0.304,0.083,0.013,0.353,0.532,0.036,0.585,0.279,0.011,0.027,0.022,0.559,0.577,0.011,0.026,0.350,0.175,0.060,0.417,0.011
model.000.03.pdb,0.000,0.151,0.167,0.027,0.130,0.000,0.218,0.014,0.000,0.200,0.103,0.127,0.173,0.000,0.000,0.032,0.188,0.125,0.037,0.043
model.000.04.pdb,0.603,0.023,0.022,0.717,0.413,0.141,0.250,0.463,0.100,0.023,0.051,0.444,0.447,0.138,0.047,0.394,0.076,0.053,0.766,0.098
model.000.05.pdb,0.014,0.000,0.333,0.027,0.026,0.029,0.153,0.014,0.014,0.245,0.382,0.154,0.185,0.014,0.216,0.000,0.000,0.377,0.049,0.028
model.000.06.pdb,0.024,0.121,0.727,0.035,0.022,0.242,0.053,0.000,0.217,0.553,0.660,0.074,0.091,0.200,0.423,0.000,0.014,0.809,0.077,0.246
model.000.07.pdb,0.012,0.127,0.460,0.024,0.035,0.068,0.116,0.013,0.066,0.429,0.417,0.125,0.167,0.052,0.224,0.000,0.098,0.464,0.044,0.122
model.000.08.pdb,0.036,0.154,0.674,0.035,0.011,0.239,0.025,0.000,0.232,0.644,0.648,0.084,0.101,0.214,0.415,0.000,0.044,0.720,0.065,0.261
model.000.09.pdb,0.347,0.099,0.034,0.431,0.493,0.078,0.484,0.307,0.031,0.023,0.062,0.671,0.708,0.065,0.023,0.333,0.149,0.064,0.468,0.052
model.000.10.pdb,0.023,0.118,0.733,0.023,0.011,0.200,0.051,0.000,0.162,0.667,0.698,0.095,0.111,0.162,0.462,0.000,0.029,0.740,0.064,0.222
model.000.11.pdb,0.222,0.134,0.026,0.268,0.550,0.037,0.577,0.288,0.012,0.027,0.011,0.444,0.507,0.012,0.000,0.339,0.241,0.048,0.282,0.011
model.000.12.pdb,0.627,0.050,0.024,0.581,0.443,0.122,0.268,0.500,0.093,0.025,0.054,0.400,0.475,0.106,0.012,0.450,0.096,0.056,0.688,0.067
model.000.13.pdb,0.023,0.099,0.702,0.057,0.011,0.303,0.050,0.000,0.222,0.540,0.769,0.104,0.120,0.205,0.444,0.000,0.000,0.712,0.074,0.233
model.000.14.pdb,0.571,0.024,0.023,0.656,0.405,0.105,0.192,0.333,0.066,0.024,0.074,0.474,0.375,0.102,0.101,0.364,0.078,0.054,0.609,0.065
model.000.15.pdb,0.284,0.072,0.000,0.257,0.444,0.012,0.702,0.258,0.012,0.000,0.023,0.457,0.459,0.000,0.000,0.351,0.167,0.024,0.289,0.000
model.000.16.pdb,0.024,0.103,0.674,0.023,0.011,0.186,0.066,0.000,0.164,0.574,0.712,0.084,0.101,0.164,0.471,0.000,0.029,0.720,0.053,0.208
model.000.17.pdb,0.076,0.123,0.172,0.061,0.047,0.558,0.000,0.093,0.694,0.143,0.160,0.000,0.059,0.627,0.177,0.041,0.015,0.167,0.102,0.545
model.000.18.pdb,0.080,0.242,0.254,0.067,0.076,0.579,0.011,0.110,0.769,0.246,0.231,0.009,0.094,0.673,0.171,0.049,0.068,0.257,0.104,0.709
model.000.19.pdb,0.342,0.071,0.034,0.444,0.507,0.065,0.548,0.320,0.031,0.035,0.083,0.639,0.676,0.031,0.023,0.348,0.147,0.063,0.462,0.041
