 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.254,0.194,0.339,0.340,0.145,0.134,0.055,0.155,0.183,0.145,0.397,0.000,0.167,0.080,0.139,0.181,0.014,0.143,0.200,0.089
model.000.01.pdb,0.011,0.607,0.012,0.125,0.435,0.010,0.012,0.597,0.350,0.011,0.065,0.131,0.327,0.011,0.667,0.067,0.000,0.025,0.621,0.403
model.000.02.pdb,0.714,0.000,0.478,0.185,0.000,0.483,0.321,0.000,0.000,0.532,0.306,0.000,0.000,0.423,0.000,0.560,0.136,0.585,0.000,0.011
model.000.03.pdb,0.346,0.000,0.650,0.051,0.000,0.273,0.193,0.048,0.000,0.373,0.436,0.000,0.000,0.263,0.038,0.382,0.048,0.400,0.027,0.047
model.000.04.pdb,0.263,0.000,0.115,0.306,0.091,0.410,0.250,0.047,0.085,0.385,0.080,0.147,0.018,0.254,0.025,0.300,0.367,0.327,0.000,0.096
model.000.05.pdb,0.194,0.014,0.148,0.000,0.000,0.275,0.333,0.011,0.000,0.233,0.137,0.270,0.000,0.382,0.012,0.231,0.232,0.155,0.000,0.134
model.000.06.pdb,0.529,0.000,0.298,0.129,0.000,0.736,0.551,0.021,0.014,0.660,0.192,0.077,0.000,0.600,0.011,0.714,0.281,0.614,0.000,0.021
model.000.07.pdb,0.328,0.182,0.281,0.408,0.132,0.182,0.071,0.067,0.278,0.185,0.303,0.000,0.196,0.113,0.114,0.169,0.029,0.207,0.123,0.055
model.000.08.pdb,0.385,0.106,0.308,0.524,0.108,0.211,0.077,0.034,0.208,0.220,0.306,0.000,0.098,0.121,0.092,0.219,0.047,0.250,0.055,0.058
model.000.09.pdb,0.000,0.149,0.000,0.000,0.118,0.071,0.138,0.253,0.015,0.000,0.024,0.608,0.111,0.130,0.208,0.038,0.164,0.015,0.095,0.462
model.000.10.pdb,0.368,0.000,0.213,0.167,0.000,0.643,0.520,0.021,0.014,0.560,0.130,0.063,0.000,0.569,0.023,0.585,0.460,0.578,0.000,0.054
model.000.11.pdb,0.604,0.000,0.404,0.169,0.000,0.542,0.389,0.022,0.000,0.604,0.284,0.025,0.000,0.491,0.011,0.596,0.241,0.556,0.000,0.021
model.000.12.pdb,0.273,0.029,0.100,0.550,0.148,0.273,0.133,0.011,0.192,0.273,0.082,0.056,0.019,0.161,0.066,0.206,0.226,0.312,0.014,0.060
model.000.13.pdb,0.013,0.147,0.000,0.000,0.100,0.110,0.210,0.250,0.015,0.041,0.012,0.627,0.089,0.179,0.205,0.051,0.200,0.014,0.093,0.391
model.000.14.pdb,0.360,0.000,0.143,0.429,0.062,0.323,0.158,0.024,0.071,0.333,0.116,0.057,0.000,0.186,0.013,0.254,0.286,0.356,0.000,0.048
model.000.15.pdb,0.258,0.217,0.215,0.531,0.239,0.169,0.052,0.122,0.364,0.153,0.260,0.000,0.196,0.076,0.146,0.127,0.040,0.169,0.173,0.109
model.000.16.pdb,0.164,0.000,0.034,0.273,0.103,0.258,0.127,0.051,0.057,0.231,0.028,0.148,0.043,0.119,0.027,0.186,0.372,0.213,0.015,0.107
model.000.17.pdb,0.012,0.312,0.013,0.042,0.277,0.066,0.110,0.485,0.119,0.037,0.045,0.413,0.196,0.104,0.362,0.072,0.130,0.013,0.313,0.457
model.000.18.pdb,0.339,0.000,0.164,0.081,0.000,0.589,0.659,0.022,0.000,0.531,0.105,0.125,0.000,0.711,0.012,0.500,0.556,0.447,0.000,0.044
model.000.19.pdb,0.186,0.120,0.411,0.056,0.051,0.115,0.038,0.122,0.071,0.107,0.559,0.000,0.098,0.076,0.056,0.171,0.000,0.101,0.173,0.030
