 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.057,0.108,0.110,0.410,0.062,0.359,0.148,0.089,0.015,0.053,0.079,0.077,0.143,0.151,0.114,0.093,0.352,0.063,0.092,0.038
model.000.01.pdb,0.024,0.012,0.464,0.116,0.000,0.078,0.585,0.011,0.000,0.309,0.011,0.385,0.014,0.011,0.556,0.011,0.012,0.270,0.000,0.011
model.000.02.pdb,0.098,0.327,0.000,0.215,0.109,0.231,0.000,0.463,0.176,0.000,0.471,0.000,0.239,0.571,0.000,0.442,0.320,0.000,0.490,0.389
model.000.03.pdb,0.204,0.189,0.012,0.375,0.017,0.345,0.024,0.351,0.160,0.014,0.327,0.011,0.058,0.339,0.026,0.304,0.422,0.014,0.345,0.304
model.000.04.pdb,0.000,0.585,0.012,0.039,0.694,0.039,0.000,0.215,0.091,0.000,0.230,0.110,0.583,0.242,0.000,0.271,0.065,0.167,0.206,0.154
model.000.05.pdb,0.568,0.136,0.178,0.080,0.050,0.108,0.035,0.446,0.590,0.156,0.400,0.107,0.000,0.295,0.037,0.375,0.079,0.082,0.472,0.453
model.000.06.pdb,0.123,0.543,0.011,0.118,0.218,0.132,0.011,0.700,0.320,0.026,0.688,0.010,0.235,0.729,0.012,0.761,0.161,0.037,0.708,0.620
model.000.07.pdb,0.000,0.148,0.047,0.377,0.082,0.250,0.083,0.120,0.032,0.027,0.111,0.032,0.192,0.188,0.049,0.127,0.315,0.025,0.125,0.067
model.000.08.pdb,0.015,0.204,0.037,0.274,0.130,0.231,0.049,0.129,0.034,0.029,0.119,0.034,0.267,0.203,0.013,0.154,0.320,0.027,0.134,0.071
model.000.09.pdb,0.268,0.015,0.544,0.000,0.032,0.037,0.268,0.122,0.164,0.583,0.097,0.462,0.000,0.066,0.308,0.097,0.000,0.397,0.096,0.145
model.000.10.pdb,0.074,0.690,0.034,0.076,0.367,0.089,0.022,0.545,0.269,0.040,0.558,0.054,0.340,0.566,0.024,0.620,0.108,0.092,0.491,0.473
model.000.11.pdb,0.091,0.458,0.000,0.217,0.200,0.197,0.011,0.527,0.226,0.013,0.509,0.011,0.265,0.673,0.012,0.600,0.315,0.038,0.500,0.429
model.000.12.pdb,0.000,0.400,0.000,0.055,0.405,0.040,0.000,0.132,0.036,0.000,0.123,0.085,0.667,0.172,0.000,0.177,0.085,0.056,0.121,0.074
model.000.13.pdb,0.220,0.045,0.483,0.000,0.065,0.012,0.282,0.151,0.161,0.638,0.159,0.391,0.000,0.093,0.323,0.127,0.000,0.390,0.110,0.194
model.000.14.pdb,0.000,0.525,0.000,0.071,0.462,0.070,0.000,0.172,0.057,0.000,0.164,0.061,0.828,0.237,0.000,0.224,0.127,0.058,0.161,0.109
model.000.15.pdb,0.000,0.169,0.092,0.268,0.143,0.213,0.115,0.071,0.014,0.064,0.075,0.097,0.236,0.128,0.082,0.103,0.242,0.073,0.074,0.036
model.000.16.pdb,0.000,0.425,0.013,0.014,0.710,0.000,0.013,0.109,0.061,0.016,0.098,0.122,0.581,0.131,0.014,0.155,0.018,0.169,0.097,0.063
model.000.17.pdb,0.068,0.041,0.610,0.034,0.075,0.046,0.470,0.071,0.044,0.537,0.075,0.569,0.000,0.060,0.484,0.062,0.000,0.544,0.024,0.089
model.000.18.pdb,0.111,0.511,0.061,0.051,0.306,0.078,0.011,0.608,0.340,0.056,0.625,0.044,0.200,0.569,0.024,0.696,0.078,0.111,0.491,0.592
model.000.19.pdb,0.130,0.041,0.033,0.731,0.000,0.717,0.102,0.111,0.060,0.000,0.089,0.020,0.015,0.143,0.095,0.075,0.481,0.011,0.115,0.075
