 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.025,0.234,0.190,0.090,0.026,0.186,0.031,0.000,0.000,0.050,0.194,0.340,0.000,0.036,0.070,0.116,0.046,0.268,0.207,0.089
model.000.01.pdb,0.096,0.375,0.352,0.025,0.000,0.360,0.757,0.405,0.341,0.051,0.040,0.226,0.486,0.090,0.682,0.033,0.072,0.062,0.153,0.405
model.000.02.pdb,0.375,0.079,0.057,0.619,0.391,0.000,0.024,0.026,0.026,0.384,0.021,0.063,0.000,0.425,0.033,0.738,0.440,0.023,0.000,0.068
model.000.03.pdb,0.000,0.152,0.115,0.078,0.123,0.171,0.013,0.000,0.074,0.032,0.878,0.129,0.045,0.021,0.114,0.049,0.040,0.566,0.464,0.000
model.000.04.pdb,0.169,0.141,0.131,0.026,0.014,0.123,0.525,0.667,0.310,0.114,0.014,0.034,0.500,0.191,0.400,0.034,0.164,0.000,0.032,0.341
model.000.05.pdb,0.000,0.136,0.114,0.101,0.108,0.153,0.013,0.000,0.042,0.032,0.632,0.111,0.029,0.020,0.127,0.058,0.030,0.615,0.431,0.000
model.000.06.pdb,0.423,0.032,0.033,0.600,0.508,0.000,0.012,0.039,0.026,0.431,0.065,0.012,0.000,0.413,0.011,0.620,0.410,0.023,0.000,0.013
model.000.07.pdb,0.044,0.820,0.706,0.032,0.000,0.673,0.386,0.106,0.106,0.032,0.179,0.549,0.150,0.088,0.571,0.080,0.073,0.221,0.323,0.404
model.000.08.pdb,0.000,0.500,0.417,0.000,0.000,0.340,0.200,0.038,0.019,0.000,0.106,0.429,0.042,0.053,0.255,0.060,0.050,0.143,0.167,0.286
model.000.09.pdb,0.403,0.077,0.053,0.452,0.273,0.000,0.043,0.048,0.031,0.413,0.000,0.059,0.000,0.460,0.038,0.578,0.477,0.013,0.000,0.065
model.000.10.pdb,0.059,0.776,0.729,0.045,0.000,0.660,0.364,0.113,0.095,0.057,0.158,0.562,0.140,0.080,0.585,0.095,0.076,0.197,0.300,0.438
model.000.11.pdb,0.606,0.051,0.053,0.535,0.338,0.000,0.083,0.149,0.037,0.612,0.020,0.022,0.038,0.657,0.042,0.579,0.691,0.022,0.000,0.076
model.000.12.pdb,0.108,0.131,0.102,0.000,0.000,0.200,0.425,0.545,0.594,0.057,0.045,0.075,0.808,0.055,0.347,0.000,0.052,0.034,0.111,0.159
model.000.13.pdb,0.045,0.712,0.735,0.033,0.000,0.739,0.426,0.127,0.145,0.044,0.216,0.481,0.196,0.090,0.623,0.060,0.063,0.266,0.356,0.365
model.000.14.pdb,0.412,0.045,0.047,0.707,0.453,0.000,0.013,0.027,0.000,0.400,0.068,0.013,0.000,0.403,0.011,0.594,0.400,0.037,0.000,0.027
model.000.15.pdb,0.047,0.776,0.694,0.033,0.000,0.696,0.471,0.150,0.150,0.045,0.128,0.531,0.204,0.067,0.585,0.072,0.065,0.162,0.279,0.408
model.000.16.pdb,0.000,0.200,0.156,0.037,0.026,0.232,0.031,0.000,0.091,0.012,0.612,0.179,0.077,0.012,0.154,0.000,0.023,0.628,0.568,0.000
model.000.17.pdb,0.559,0.085,0.090,0.439,0.236,0.013,0.132,0.183,0.029,0.567,0.011,0.013,0.047,0.702,0.089,0.432,0.683,0.013,0.000,0.164
model.000.18.pdb,0.022,0.760,0.750,0.011,0.000,0.717,0.333,0.094,0.094,0.033,0.187,0.652,0.138,0.043,0.518,0.050,0.031,0.231,0.339,0.321
model.000.19.pdb,0.059,0.706,0.694,0.045,0.000,0.592,0.339,0.078,0.045,0.057,0.128,0.562,0.083,0.092,0.474,0.106,0.088,0.179,0.238,0.438
