 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.852,0.066,0.081,0.471,0.329,0.035,0.118,0.215,0.097,0.700,0.010,0.037,0.087,0.641,0.080,0.481,0.627,0.023,0.011,0.097
model.000.01.pdb,0.044,0.804,0.796,0.043,0.000,0.694,0.455,0.156,0.156,0.054,0.177,0.569,0.228,0.099,0.648,0.079,0.072,0.235,0.317,0.345
model.000.02.pdb,0.750,0.048,0.063,0.382,0.275,0.026,0.070,0.186,0.094,0.788,0.011,0.013,0.031,0.627,0.037,0.382,0.639,0.013,0.000,0.061
model.000.03.pdb,0.194,0.109,0.117,0.041,0.044,0.127,0.475,0.893,0.325,0.134,0.000,0.054,0.531,0.145,0.333,0.035,0.122,0.000,0.033,0.233
model.000.04.pdb,0.457,0.053,0.056,0.944,0.414,0.011,0.036,0.052,0.013,0.486,0.075,0.036,0.000,0.446,0.032,0.681,0.461,0.083,0.034,0.066
model.000.05.pdb,0.119,0.358,0.360,0.068,0.014,0.235,0.500,0.227,0.059,0.069,0.000,0.176,0.163,0.176,0.380,0.099,0.135,0.016,0.033,1.000
model.000.06.pdb,0.061,0.714,0.818,0.047,0.000,0.705,0.385,0.138,0.100,0.060,0.164,0.565,0.170,0.082,0.620,0.063,0.055,0.226,0.316,0.375
model.000.07.pdb,0.135,0.446,0.481,0.048,0.013,0.412,0.816,0.340,0.212,0.075,0.038,0.278,0.341,0.141,0.625,0.054,0.107,0.058,0.143,0.537
model.000.08.pdb,0.048,0.735,0.723,0.034,0.000,0.767,0.431,0.117,0.136,0.059,0.178,0.521,0.189,0.069,0.608,0.062,0.066,0.242,0.333,0.314
model.000.09.pdb,0.645,0.076,0.067,0.479,0.303,0.000,0.101,0.157,0.052,0.733,0.042,0.000,0.027,0.726,0.067,0.487,0.881,0.034,0.034,0.125
model.000.10.pdb,0.047,0.720,0.745,0.034,0.000,0.711,0.451,0.153,0.115,0.058,0.130,0.574,0.185,0.080,0.596,0.073,0.065,0.164,0.283,0.417
model.000.11.pdb,0.589,0.036,0.051,0.296,0.265,0.000,0.138,0.259,0.153,0.542,0.012,0.000,0.103,0.541,0.078,0.287,0.508,0.013,0.000,0.079
model.000.12.pdb,0.426,0.056,0.059,0.786,0.469,0.012,0.025,0.041,0.027,0.478,0.092,0.025,0.000,0.437,0.022,0.586,0.493,0.075,0.024,0.041
model.000.13.pdb,0.058,0.760,0.750,0.068,0.000,0.580,0.357,0.077,0.077,0.057,0.171,0.520,0.119,0.129,0.545,0.094,0.111,0.231,0.317,0.373
model.000.14.pdb,0.370,0.054,0.045,0.635,0.386,0.011,0.012,0.026,0.013,0.397,0.054,0.062,0.000,0.382,0.022,0.701,0.416,0.060,0.023,0.013
model.000.15.pdb,0.611,0.024,0.026,0.324,0.292,0.000,0.075,0.222,0.119,0.534,0.024,0.014,0.051,0.508,0.038,0.329,0.500,0.013,0.000,0.082
model.000.16.pdb,0.035,0.735,0.723,0.034,0.000,0.652,0.431,0.155,0.098,0.047,0.132,0.587,0.167,0.081,0.608,0.085,0.066,0.167,0.267,0.457
model.000.17.pdb,0.012,0.169,0.145,0.085,0.051,0.175,0.014,0.000,0.000,0.035,0.680,0.164,0.000,0.011,0.127,0.031,0.033,0.630,0.451,0.016
model.000.18.pdb,0.022,0.260,0.222,0.089,0.070,0.277,0.053,0.014,0.088,0.043,0.755,0.231,0.061,0.020,0.187,0.048,0.040,0.680,0.596,0.014
model.000.19.pdb,0.689,0.075,0.067,0.493,0.299,0.011,0.114,0.171,0.079,0.667,0.031,0.023,0.040,0.714,0.078,0.500,0.750,0.034,0.034,0.139
