 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.145,0.644,0.000,0.026,0.000,0.025,0.024,0.062,0.026,0.217,0.012,0.012,0.000,0.232,0.000,0.110,0.000,0.422,0.012,0.123
model.000.01.pdb,0.500,0.104,0.308,0.138,0.259,0.000,0.194,0.622,0.789,0.000,0.175,0.304,0.404,0.000,0.362,0.681,0.176,0.026,0.127,0.197
model.000.02.pdb,0.100,0.012,0.556,0.388,0.273,0.358,0.689,0.136,0.148,0.028,0.583,0.562,0.172,0.056,0.200,0.095,0.148,0.038,0.553,0.110
model.000.03.pdb,0.085,0.523,0.012,0.053,0.000,0.120,0.023,0.012,0.012,0.387,0.035,0.024,0.000,0.359,0.000,0.057,0.014,0.576,0.024,0.069
model.000.04.pdb,0.179,0.500,0.012,0.012,0.118,0.000,0.000,0.125,0.118,0.141,0.022,0.011,0.137,0.139,0.066,0.200,0.132,0.333,0.011,0.067
model.000.05.pdb,0.239,0.069,0.310,0.510,0.041,0.219,0.206,0.157,0.169,0.053,0.155,0.266,0.014,0.025,0.043,0.115,0.000,0.074,0.113,0.450
model.000.06.pdb,0.110,0.213,0.000,0.000,0.213,0.013,0.026,0.097,0.104,0.164,0.067,0.039,0.180,0.179,0.094,0.181,0.222,0.288,0.085,0.012
model.000.07.pdb,0.235,0.593,0.000,0.014,0.027,0.000,0.000,0.171,0.116,0.125,0.000,0.000,0.056,0.108,0.028,0.257,0.030,0.333,0.000,0.158
model.000.08.pdb,0.308,0.067,0.300,0.462,0.054,0.143,0.183,0.239,0.219,0.025,0.135,0.277,0.056,0.012,0.088,0.187,0.014,0.047,0.095,0.561
model.000.09.pdb,0.121,0.012,0.558,0.354,0.314,0.278,0.659,0.161,0.175,0.000,0.553,0.600,0.226,0.043,0.260,0.114,0.180,0.026,0.489,0.099
model.000.10.pdb,0.085,0.010,0.439,0.333,0.188,0.500,0.630,0.115,0.123,0.162,0.492,0.450,0.111,0.208,0.147,0.069,0.088,0.094,0.545,0.107
model.000.11.pdb,0.040,0.299,0.011,0.033,0.129,0.153,0.062,0.031,0.032,0.471,0.085,0.031,0.080,0.530,0.070,0.081,0.114,0.507,0.100,0.000
model.000.12.pdb,0.160,0.417,0.041,0.053,0.186,0.051,0.080,0.103,0.109,0.218,0.125,0.092,0.124,0.274,0.114,0.165,0.175,0.449,0.129,0.076
model.000.13.pdb,0.328,0.056,0.300,0.434,0.040,0.194,0.183,0.221,0.238,0.051,0.120,0.258,0.041,0.037,0.072,0.187,0.014,0.060,0.080,0.508
model.000.14.pdb,0.014,0.000,0.259,0.245,0.015,0.667,0.370,0.028,0.030,0.220,0.254,0.237,0.000,0.217,0.000,0.013,0.000,0.082,0.291,0.068
model.000.15.pdb,0.182,0.544,0.000,0.000,0.029,0.000,0.000,0.169,0.109,0.119,0.000,0.000,0.062,0.118,0.015,0.171,0.033,0.323,0.000,0.108
model.000.16.pdb,0.315,0.191,0.103,0.000,0.208,0.000,0.077,0.380,0.422,0.015,0.111,0.113,0.378,0.015,0.304,0.562,0.217,0.071,0.063,0.071
model.000.17.pdb,0.103,0.032,0.463,0.375,0.215,0.373,0.700,0.120,0.145,0.122,0.545,0.527,0.132,0.135,0.154,0.071,0.109,0.059,0.547,0.111
model.000.18.pdb,0.179,0.473,0.034,0.098,0.011,0.106,0.065,0.066,0.057,0.352,0.043,0.054,0.000,0.366,0.000,0.108,0.012,0.561,0.044,0.108
model.000.19.pdb,0.426,0.066,0.356,0.500,0.111,0.139,0.229,0.308,0.311,0.037,0.178,0.349,0.114,0.012,0.134,0.264,0.029,0.034,0.153,0.517
