 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.072,0.305,0.215,0.034,0.068,0.491,0.025,0.117,0.642,0.206,0.197,0.000,0.088,0.611,0.116,0.067,0.106,0.205,0.086,0.745
model.000.01.pdb,0.304,0.068,0.026,0.296,0.397,0.024,0.500,0.243,0.011,0.041,0.095,0.606,0.514,0.000,0.054,0.350,0.156,0.085,0.378,0.000
model.000.02.pdb,0.023,0.188,0.696,0.023,0.022,0.235,0.065,0.000,0.229,0.744,0.579,0.061,0.111,0.229,0.310,0.000,0.091,0.642,0.053,0.275
model.000.03.pdb,0.235,0.000,0.028,0.284,0.085,0.231,0.000,0.174,0.262,0.029,0.062,0.136,0.060,0.262,0.108,0.119,0.000,0.025,0.231,0.200
model.000.04.pdb,0.033,0.078,0.667,0.032,0.010,0.213,0.072,0.000,0.177,0.547,0.830,0.156,0.125,0.177,0.596,0.000,0.013,0.741,0.070,0.218
model.000.05.pdb,0.724,0.023,0.011,0.545,0.419,0.091,0.253,0.516,0.101,0.024,0.030,0.398,0.435,0.089,0.035,0.444,0.077,0.042,0.600,0.064
model.000.06.pdb,0.023,0.099,0.600,0.022,0.000,0.178,0.063,0.000,0.173,0.540,0.736,0.140,0.120,0.173,0.500,0.000,0.014,0.712,0.062,0.200
model.000.07.pdb,0.423,0.035,0.083,0.431,0.395,0.032,0.397,0.307,0.010,0.086,0.144,0.603,0.597,0.021,0.085,0.314,0.076,0.149,0.527,0.020
model.000.08.pdb,0.022,0.188,0.615,0.032,0.021,0.184,0.086,0.000,0.179,0.558,0.627,0.111,0.137,0.179,0.367,0.000,0.083,0.661,0.060,0.237
model.000.09.pdb,0.650,0.024,0.011,0.554,0.425,0.092,0.292,0.524,0.102,0.024,0.052,0.402,0.476,0.078,0.012,0.429,0.078,0.054,0.609,0.053
model.000.10.pdb,0.062,0.609,0.101,0.011,0.138,0.123,0.081,0.203,0.200,0.141,0.073,0.030,0.113,0.200,0.014,0.149,0.400,0.076,0.065,0.284
model.000.11.pdb,0.493,0.021,0.042,0.609,0.373,0.082,0.241,0.377,0.070,0.021,0.144,0.543,0.424,0.070,0.141,0.333,0.069,0.102,0.571,0.048
model.000.12.pdb,0.060,0.262,0.234,0.034,0.033,0.574,0.000,0.089,0.706,0.226,0.213,0.000,0.057,0.642,0.132,0.026,0.090,0.222,0.074,0.712
model.000.13.pdb,0.633,0.024,0.035,0.493,0.355,0.068,0.243,0.439,0.067,0.024,0.099,0.443,0.429,0.067,0.075,0.413,0.079,0.066,0.549,0.043
model.000.14.pdb,0.082,0.175,0.190,0.025,0.037,0.562,0.000,0.101,0.571,0.158,0.174,0.000,0.074,0.638,0.175,0.045,0.050,0.182,0.096,0.580
model.000.15.pdb,0.228,0.160,0.000,0.091,0.271,0.000,0.208,0.396,0.030,0.000,0.000,0.089,0.136,0.030,0.000,0.356,0.286,0.000,0.108,0.061
model.000.16.pdb,0.415,0.096,0.000,0.362,0.732,0.035,0.433,0.508,0.023,0.000,0.000,0.403,0.520,0.034,0.000,0.596,0.206,0.000,0.387,0.034
model.000.17.pdb,0.569,0.023,0.034,0.576,0.372,0.043,0.263,0.375,0.042,0.047,0.106,0.573,0.476,0.031,0.111,0.368,0.075,0.098,0.583,0.020
model.000.18.pdb,0.500,0.065,0.031,0.569,0.526,0.070,0.364,0.440,0.069,0.043,0.066,0.530,0.565,0.079,0.076,0.417,0.118,0.078,0.640,0.057
model.000.19.pdb,0.288,0.079,0.012,0.391,0.456,0.011,0.544,0.300,0.000,0.013,0.067,0.667,0.547,0.000,0.051,0.349,0.164,0.033,0.413,0.000
