 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.356,0.033,0.304,0.000,0.603,0.014,0.024,0.012,0.036,0.347,0.023,0.222,0.627,0.023,0.571,0.284,0.024,0.076,0.080,0.342
model.000.01.pdb,0.061,0.171,0.083,0.151,0.023,0.000,0.121,0.127,0.154,0.099,0.118,0.134,0.050,0.099,0.024,0.072,0.103,0.123,0.242,0.071
model.000.02.pdb,0.023,0.750,0.013,0.167,0.022,0.333,0.727,0.460,0.674,0.034,0.733,0.026,0.024,0.702,0.023,0.000,0.674,0.172,0.254,0.034
model.000.03.pdb,0.443,0.043,0.353,0.027,0.717,0.027,0.035,0.024,0.035,0.431,0.023,0.268,0.581,0.057,0.656,0.257,0.023,0.061,0.067,0.444
model.000.04.pdb,0.465,0.021,0.532,0.130,0.413,0.026,0.022,0.035,0.011,0.493,0.011,0.550,0.443,0.011,0.405,0.444,0.011,0.047,0.076,0.507
model.000.05.pdb,0.044,0.268,0.036,0.000,0.141,0.029,0.242,0.068,0.239,0.078,0.200,0.037,0.122,0.303,0.105,0.012,0.186,0.558,0.579,0.065
model.000.06.pdb,0.476,0.035,0.585,0.218,0.250,0.153,0.053,0.116,0.025,0.484,0.051,0.577,0.268,0.050,0.192,0.702,0.066,0.000,0.011,0.548
model.000.07.pdb,0.315,0.000,0.279,0.014,0.463,0.014,0.000,0.013,0.000,0.307,0.000,0.288,0.500,0.000,0.333,0.258,0.000,0.093,0.110,0.320
model.000.08.pdb,0.021,0.227,0.011,0.000,0.100,0.014,0.217,0.066,0.232,0.031,0.162,0.012,0.093,0.222,0.066,0.012,0.164,0.694,0.769,0.031
model.000.09.pdb,0.036,0.688,0.027,0.200,0.023,0.245,0.553,0.429,0.644,0.023,0.667,0.027,0.025,0.540,0.024,0.000,0.574,0.143,0.246,0.035
model.000.10.pdb,0.052,0.714,0.022,0.103,0.051,0.382,0.660,0.417,0.648,0.062,0.698,0.011,0.054,0.769,0.074,0.023,0.712,0.160,0.231,0.083
model.000.11.pdb,0.620,0.089,0.559,0.127,0.444,0.154,0.074,0.125,0.084,0.671,0.095,0.444,0.400,0.104,0.474,0.457,0.084,0.000,0.009,0.639
model.000.12.pdb,0.592,0.105,0.577,0.173,0.447,0.185,0.091,0.167,0.101,0.708,0.111,0.507,0.475,0.120,0.375,0.459,0.101,0.059,0.094,0.676
model.000.13.pdb,0.010,0.211,0.011,0.000,0.138,0.014,0.200,0.052,0.214,0.065,0.162,0.012,0.106,0.205,0.102,0.000,0.164,0.627,0.673,0.031
model.000.14.pdb,0.061,0.439,0.026,0.000,0.047,0.216,0.423,0.224,0.415,0.023,0.462,0.000,0.012,0.444,0.101,0.000,0.471,0.177,0.171,0.023
model.000.15.pdb,0.364,0.000,0.350,0.032,0.394,0.000,0.000,0.000,0.000,0.333,0.000,0.339,0.450,0.000,0.364,0.351,0.000,0.041,0.049,0.348
model.000.16.pdb,0.153,0.068,0.175,0.188,0.076,0.000,0.014,0.098,0.044,0.149,0.029,0.241,0.096,0.000,0.078,0.167,0.029,0.015,0.068,0.147
model.000.17.pdb,0.077,0.788,0.060,0.125,0.053,0.377,0.809,0.464,0.720,0.064,0.740,0.048,0.056,0.712,0.054,0.024,0.720,0.167,0.257,0.063
model.000.18.pdb,0.480,0.071,0.417,0.037,0.766,0.049,0.077,0.044,0.065,0.468,0.064,0.282,0.688,0.074,0.609,0.289,0.053,0.102,0.104,0.462
model.000.19.pdb,0.010,0.253,0.011,0.043,0.098,0.028,0.246,0.122,0.261,0.052,0.222,0.011,0.067,0.233,0.065,0.000,0.208,0.545,0.709,0.041
