 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,1.000,0.000,0.451,0.228,0.000,0.484,0.246,0.011,0.029,0.592,0.318,0.012,0.000,0.379,0.000,0.500,0.159,0.578,0.000,0.021
model.000.01.pdb,0.000,1.000,0.000,0.127,0.436,0.000,0.000,0.492,0.420,0.000,0.073,0.118,0.465,0.000,0.452,0.000,0.014,0.000,0.585,0.273
model.000.02.pdb,0.451,0.000,1.000,0.119,0.000,0.275,0.143,0.022,0.000,0.345,0.627,0.000,0.000,0.226,0.012,0.356,0.015,0.367,0.026,0.022
model.000.03.pdb,0.228,0.127,0.119,1.000,0.250,0.151,0.062,0.048,0.319,0.167,0.113,0.041,0.102,0.075,0.125,0.101,0.066,0.189,0.071,0.113
model.000.04.pdb,0.000,0.436,0.000,0.250,1.000,0.011,0.000,0.352,0.522,0.000,0.024,0.151,0.348,0.000,0.459,0.012,0.028,0.000,0.431,0.386
model.000.05.pdb,0.484,0.000,0.275,0.151,0.011,1.000,0.579,0.028,0.037,0.586,0.188,0.126,0.000,0.593,0.010,0.661,0.403,0.518,0.000,0.057
model.000.06.pdb,0.246,0.000,0.143,0.062,0.000,0.579,1.000,0.033,0.000,0.382,0.076,0.188,0.000,0.696,0.012,0.439,0.449,0.302,0.000,0.067
model.000.07.pdb,0.011,0.492,0.022,0.048,0.352,0.028,0.033,1.000,0.205,0.021,0.105,0.244,0.311,0.021,0.597,0.062,0.071,0.023,0.554,0.438
model.000.08.pdb,0.029,0.420,0.000,0.319,0.522,0.037,0.000,0.205,1.000,0.014,0.026,0.013,0.421,0.000,0.350,0.000,0.016,0.033,0.316,0.203
model.000.09.pdb,0.592,0.000,0.345,0.167,0.000,0.586,0.382,0.021,0.014,1.000,0.243,0.037,0.000,0.538,0.011,0.585,0.281,0.690,0.000,0.021
model.000.10.pdb,0.318,0.073,0.627,0.113,0.024,0.188,0.076,0.105,0.026,0.243,1.000,0.022,0.060,0.156,0.054,0.240,0.012,0.231,0.122,0.039
model.000.11.pdb,0.012,0.118,0.000,0.041,0.151,0.126,0.188,0.244,0.013,0.037,0.022,1.000,0.079,0.162,0.159,0.047,0.254,0.000,0.072,0.451
model.000.12.pdb,0.000,0.465,0.000,0.102,0.348,0.000,0.000,0.311,0.421,0.000,0.060,0.079,1.000,0.000,0.304,0.000,0.036,0.000,0.367,0.174
model.000.13.pdb,0.379,0.000,0.226,0.075,0.000,0.593,0.696,0.021,0.000,0.538,0.156,0.162,0.000,1.000,0.011,0.509,0.415,0.431,0.000,0.065
model.000.14.pdb,0.000,0.452,0.012,0.125,0.459,0.010,0.012,0.597,0.350,0.011,0.054,0.159,0.304,0.011,1.000,0.056,0.024,0.025,0.593,0.440
model.000.15.pdb,0.500,0.000,0.356,0.101,0.012,0.661,0.439,0.062,0.000,0.585,0.240,0.047,0.000,0.509,0.056,1.000,0.254,0.571,0.023,0.073
model.000.16.pdb,0.159,0.014,0.015,0.066,0.028,0.403,0.449,0.071,0.016,0.281,0.012,0.254,0.036,0.415,0.024,0.254,1.000,0.200,0.013,0.108
model.000.17.pdb,0.578,0.000,0.367,0.189,0.000,0.518,0.302,0.023,0.033,0.690,0.231,0.000,0.000,0.431,0.025,0.571,0.200,1.000,0.000,0.034
model.000.18.pdb,0.000,0.585,0.026,0.071,0.431,0.000,0.000,0.554,0.316,0.000,0.122,0.072,0.367,0.000,0.593,0.023,0.013,0.000,1.000,0.275
model.000.19.pdb,0.021,0.273,0.022,0.113,0.386,0.057,0.067,0.438,0.203,0.021,0.039,0.451,0.174,0.065,0.440,0.073,0.108,0.034,0.275,1.000
