 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.024,0.424,0.379,0.023,0.000,0.531,0.286,0.179,0.294,0.023,0.250,0.385,0.292,0.022,0.473,0.020,0.011,0.310,0.531,0.119
model.000.01.pdb,0.313,0.000,0.000,0.400,0.635,0.000,0.000,0.000,0.047,0.304,0.132,0.014,0.000,0.292,0.000,0.397,0.260,0.000,0.000,0.000
model.000.02.pdb,0.012,0.333,0.288,0.036,0.000,0.392,0.097,0.033,0.107,0.012,0.558,0.333,0.094,0.011,0.262,0.021,0.022,0.714,0.868,0.016
model.000.03.pdb,0.145,0.070,0.059,0.025,0.101,0.098,0.164,0.234,0.657,0.125,0.100,0.067,0.385,0.120,0.177,0.045,0.128,0.062,0.136,0.000
model.000.04.pdb,0.426,0.000,0.000,0.304,0.474,0.000,0.014,0.100,0.119,0.413,0.049,0.000,0.033,0.394,0.000,0.295,0.391,0.000,0.000,0.000
model.000.05.pdb,0.110,0.607,0.649,0.040,0.000,0.589,0.509,0.270,0.212,0.073,0.151,0.433,0.310,0.116,0.759,0.075,0.089,0.184,0.271,0.379
model.000.06.pdb,0.062,0.577,0.625,0.048,0.000,0.490,0.458,0.143,0.085,0.061,0.051,0.429,0.154,0.111,0.491,0.112,0.106,0.072,0.141,0.561
model.000.07.pdb,0.419,0.030,0.043,0.714,0.545,0.011,0.047,0.077,0.012,0.466,0.108,0.000,0.000,0.410,0.021,0.545,0.425,0.068,0.022,0.050
model.000.08.pdb,0.234,0.000,0.000,0.155,0.382,0.000,0.032,0.055,0.184,0.227,0.085,0.000,0.059,0.235,0.028,0.177,0.205,0.000,0.000,0.000
model.000.09.pdb,0.061,0.556,0.481,0.034,0.000,0.562,0.469,0.245,0.245,0.035,0.181,0.412,0.319,0.057,0.688,0.031,0.043,0.226,0.364,0.294
model.000.10.pdb,0.011,0.224,0.187,0.088,0.094,0.254,0.052,0.027,0.087,0.021,0.679,0.209,0.076,0.010,0.169,0.048,0.040,0.667,0.585,0.000
model.000.11.pdb,0.348,0.125,0.117,0.297,0.125,0.052,0.130,0.143,0.029,0.377,0.000,0.099,0.030,0.400,0.074,0.390,0.457,0.025,0.000,0.180
model.000.12.pdb,0.183,0.000,0.000,0.233,0.511,0.000,0.018,0.042,0.042,0.197,0.131,0.000,0.000,0.188,0.000,0.197,0.159,0.000,0.000,0.020
model.000.13.pdb,0.047,0.654,0.608,0.045,0.000,0.571,0.423,0.133,0.115,0.034,0.115,0.451,0.185,0.119,0.566,0.096,0.101,0.147,0.242,0.511
model.000.14.pdb,0.380,0.033,0.034,0.507,0.583,0.000,0.012,0.041,0.069,0.429,0.055,0.000,0.014,0.392,0.011,0.493,0.408,0.036,0.012,0.013
model.000.15.pdb,0.057,0.607,0.623,0.079,0.000,0.588,0.444,0.180,0.143,0.080,0.197,0.418,0.236,0.114,0.642,0.081,0.085,0.262,0.373,0.263
model.000.16.pdb,0.155,0.317,0.293,0.062,0.026,0.228,0.558,0.386,0.151,0.091,0.000,0.155,0.267,0.208,0.407,0.103,0.167,0.000,0.029,0.694
model.000.17.pdb,0.067,0.481,0.460,0.037,0.000,0.545,0.413,0.229,0.255,0.038,0.182,0.413,0.341,0.037,0.609,0.033,0.023,0.232,0.360,0.180
model.000.18.pdb,0.260,0.000,0.000,0.439,0.679,0.000,0.000,0.029,0.014,0.253,0.154,0.000,0.000,0.244,0.000,0.377,0.263,0.052,0.013,0.000
model.000.19.pdb,0.631,0.073,0.053,0.493,0.287,0.011,0.071,0.133,0.049,0.742,0.030,0.058,0.025,0.609,0.031,0.558,0.716,0.033,0.033,0.076
