 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.028,0.183,0.155,0.000,0.000,0.292,0.311,0.293,0.514,0.013,0.091,0.135,0.531,0.026,0.333,0.000,0.025,0.105,0.216,0.082
model.000.01.pdb,0.209,0.054,0.042,0.037,0.130,0.078,0.119,0.224,0.579,0.169,0.097,0.048,0.333,0.162,0.136,0.067,0.169,0.045,0.113,0.017
model.000.02.pdb,0.013,0.529,0.510,0.012,0.000,0.533,0.179,0.034,0.053,0.012,0.295,0.467,0.057,0.036,0.389,0.022,0.023,0.373,0.408,0.250
model.000.03.pdb,0.139,0.317,0.316,0.049,0.013,0.273,0.861,0.525,0.298,0.091,0.013,0.175,0.462,0.160,0.652,0.055,0.123,0.029,0.111,0.488
model.000.04.pdb,0.354,0.049,0.040,0.754,0.500,0.010,0.021,0.034,0.000,0.412,0.124,0.055,0.000,0.349,0.029,0.667,0.364,0.087,0.031,0.034
model.000.05.pdb,0.141,0.458,0.464,0.057,0.012,0.375,0.721,0.360,0.193,0.083,0.048,0.298,0.306,0.190,0.627,0.096,0.153,0.068,0.132,0.619
model.000.06.pdb,0.370,0.090,0.069,0.661,0.347,0.023,0.037,0.039,0.000,0.397,0.021,0.062,0.000,0.419,0.056,0.701,0.416,0.060,0.048,0.068
model.000.07.pdb,0.450,0.087,0.069,0.566,0.395,0.020,0.063,0.080,0.011,0.494,0.086,0.052,0.000,0.532,0.038,0.667,0.562,0.071,0.072,0.067
model.000.08.pdb,0.034,0.483,0.466,0.033,0.000,0.569,0.167,0.044,0.109,0.044,0.452,0.453,0.098,0.021,0.323,0.039,0.031,0.558,0.702,0.092
model.000.09.pdb,0.582,0.040,0.042,0.535,0.431,0.011,0.022,0.104,0.133,0.588,0.061,0.022,0.025,0.480,0.020,0.463,0.513,0.022,0.022,0.037
model.000.10.pdb,0.672,0.056,0.047,0.389,0.306,0.000,0.123,0.206,0.086,0.623,0.011,0.012,0.059,0.700,0.083,0.423,0.710,0.012,0.000,0.152
model.000.11.pdb,0.031,0.231,0.211,0.133,0.091,0.208,0.037,0.000,0.026,0.063,0.644,0.200,0.014,0.040,0.148,0.087,0.059,0.660,0.500,0.013
model.000.12.pdb,0.266,0.099,0.104,0.050,0.068,0.095,0.375,0.622,0.277,0.203,0.000,0.015,0.366,0.265,0.293,0.056,0.250,0.000,0.015,0.277
model.000.13.pdb,0.529,0.086,0.090,0.574,0.384,0.022,0.085,0.092,0.012,0.536,0.052,0.011,0.000,0.652,0.065,0.595,0.638,0.057,0.057,0.122
model.000.14.pdb,0.043,0.000,0.000,0.119,0.353,0.000,0.000,0.000,0.000,0.042,0.094,0.000,0.000,0.055,0.000,0.147,0.038,0.000,0.000,0.000
model.000.15.pdb,0.074,0.167,0.138,0.000,0.000,0.245,0.415,0.405,0.529,0.027,0.044,0.094,0.655,0.068,0.396,0.000,0.051,0.051,0.130,0.130
model.000.16.pdb,0.388,0.059,0.051,0.652,0.521,0.010,0.032,0.047,0.011,0.430,0.069,0.043,0.000,0.398,0.029,0.667,0.412,0.064,0.042,0.071
model.000.17.pdb,0.026,0.462,0.440,0.025,0.000,0.595,0.391,0.184,0.261,0.025,0.167,0.362,0.317,0.024,0.553,0.022,0.023,0.214,0.367,0.208
model.000.18.pdb,0.013,0.625,0.542,0.012,0.000,0.643,0.200,0.034,0.091,0.012,0.274,0.610,0.098,0.024,0.415,0.033,0.011,0.346,0.500,0.200
model.000.19.pdb,0.311,0.011,0.011,0.493,0.621,0.000,0.012,0.041,0.027,0.338,0.105,0.000,0.000,0.325,0.022,0.461,0.293,0.036,0.000,0.027
