 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.301,0.078,0.024,0.406,0.471,0.046,0.534,0.278,0.022,0.025,0.043,0.609,0.603,0.011,0.037,0.344,0.162,0.068,0.446,0.011
model.000.01.pdb,0.034,0.127,0.673,0.044,0.010,0.275,0.036,0.000,0.233,0.580,0.808,0.113,0.096,0.216,0.509,0.000,0.027,0.820,0.072,0.260
model.000.02.pdb,0.035,0.101,0.696,0.047,0.022,0.254,0.051,0.000,0.194,0.562,0.698,0.106,0.111,0.178,0.462,0.000,0.014,0.851,0.087,0.222
model.000.03.pdb,0.607,0.012,0.023,0.695,0.411,0.133,0.243,0.462,0.103,0.024,0.053,0.425,0.446,0.116,0.036,0.391,0.065,0.054,0.719,0.089
model.000.04.pdb,0.533,0.096,0.000,0.403,0.492,0.023,0.246,0.712,0.071,0.000,0.000,0.271,0.326,0.059,0.000,0.694,0.188,0.000,0.387,0.057
model.000.05.pdb,0.012,0.183,0.622,0.012,0.000,0.254,0.013,0.000,0.246,0.628,0.604,0.031,0.050,0.246,0.420,0.000,0.047,0.673,0.056,0.297
model.000.06.pdb,0.013,0.153,0.400,0.025,0.049,0.041,0.121,0.013,0.040,0.396,0.344,0.116,0.159,0.026,0.153,0.000,0.123,0.362,0.034,0.096
model.000.07.pdb,0.000,0.148,0.143,0.027,0.145,0.000,0.259,0.014,0.000,0.173,0.086,0.154,0.200,0.000,0.000,0.048,0.184,0.106,0.049,0.042
model.000.08.pdb,0.014,0.476,0.123,0.000,0.129,0.029,0.153,0.060,0.059,0.173,0.086,0.047,0.079,0.059,0.000,0.066,0.487,0.090,0.024,0.121
model.000.09.pdb,0.347,0.090,0.024,0.456,0.478,0.057,0.468,0.288,0.022,0.037,0.042,0.614,0.608,0.056,0.049,0.333,0.157,0.067,0.535,0.054
model.000.10.pdb,0.094,0.227,0.186,0.044,0.077,0.534,0.036,0.169,0.685,0.176,0.173,0.009,0.085,0.655,0.141,0.105,0.100,0.179,0.094,0.632
model.000.11.pdb,0.026,0.097,0.556,0.038,0.000,0.246,0.000,0.000,0.200,0.457,0.673,0.079,0.020,0.200,0.619,0.000,0.016,0.549,0.057,0.231
model.000.12.pdb,0.000,0.289,0.200,0.000,0.056,0.015,0.085,0.015,0.046,0.267,0.125,0.036,0.082,0.046,0.000,0.017,0.286,0.150,0.000,0.094
model.000.13.pdb,0.299,0.086,0.059,0.397,0.419,0.055,0.516,0.293,0.021,0.048,0.097,0.634,0.627,0.021,0.048,0.300,0.151,0.100,0.436,0.020
model.000.14.pdb,0.011,0.203,0.612,0.022,0.022,0.181,0.078,0.000,0.176,0.583,0.517,0.082,0.121,0.160,0.262,0.000,0.123,0.544,0.052,0.219
model.000.15.pdb,0.514,0.032,0.031,0.657,0.390,0.094,0.256,0.342,0.070,0.032,0.121,0.543,0.456,0.081,0.128,0.370,0.069,0.091,0.658,0.058
model.000.16.pdb,0.316,0.095,0.044,0.413,0.434,0.075,0.485,0.278,0.030,0.034,0.093,0.690,0.680,0.041,0.045,0.301,0.143,0.073,0.468,0.040
model.000.17.pdb,0.063,0.180,0.233,0.075,0.023,0.739,0.000,0.038,0.745,0.224,0.211,0.031,0.050,0.745,0.180,0.014,0.030,0.239,0.116,0.680
model.000.18.pdb,0.012,0.268,0.352,0.037,0.011,0.612,0.000,0.000,0.558,0.346,0.308,0.000,0.050,0.558,0.224,0.000,0.063,0.323,0.056,0.627
model.000.19.pdb,0.014,0.000,0.333,0.027,0.026,0.029,0.153,0.014,0.014,0.245,0.382,0.154,0.185,0.014,0.216,0.000,0.000,0.377,0.049,0.028
