 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.095,0.050,0.076,0.013,0.091,0.063,0.426,0.072,0.087,0.063,0.014,0.455,0.107,0.099,0.216,0.068,0.531,0.015,0.480,0.319
model.000.01.pdb,0.011,0.014,0.011,0.230,0.022,0.343,0.048,0.356,0.012,0.013,0.013,0.059,0.011,0.375,0.333,0.011,0.049,0.000,0.091,0.059
model.000.02.pdb,0.480,0.098,0.393,0.000,0.481,0.000,0.373,0.012,0.545,0.111,0.105,0.304,0.490,0.000,0.000,0.479,0.333,0.298,0.218,0.222
model.000.03.pdb,0.286,0.000,0.246,0.029,0.339,0.027,0.511,0.039,0.347,0.018,0.151,0.449,0.321,0.000,0.000,0.380,0.435,0.229,0.066,0.060
model.000.04.pdb,0.396,0.600,0.238,0.028,0.242,0.055,0.077,0.051,0.333,0.714,0.000,0.058,0.267,0.139,0.019,0.268,0.097,0.070,0.288,0.310
model.000.05.pdb,0.288,0.000,0.404,0.226,0.339,0.113,0.125,0.151,0.273,0.016,0.585,0.087,0.368,0.024,0.000,0.377,0.061,0.575,0.000,0.000
model.000.06.pdb,0.739,0.170,0.615,0.026,0.804,0.064,0.206,0.073,0.762,0.200,0.150,0.162,0.783,0.011,0.000,0.674,0.175,0.426,0.123,0.151
model.000.07.pdb,0.145,0.089,0.107,0.000,0.123,0.025,0.364,0.012,0.123,0.102,0.000,0.345,0.141,0.048,0.304,0.101,0.404,0.031,0.532,0.395
model.000.08.pdb,0.175,0.143,0.114,0.000,0.149,0.027,0.373,0.012,0.153,0.154,0.016,0.327,0.152,0.038,0.146,0.109,0.417,0.034,0.595,0.528
model.000.09.pdb,0.040,0.017,0.155,0.773,0.095,0.473,0.000,0.483,0.000,0.016,0.241,0.000,0.096,0.265,0.000,0.042,0.000,0.102,0.000,0.000
model.000.10.pdb,0.739,0.292,0.500,0.067,0.596,0.092,0.134,0.073,0.644,0.320,0.078,0.113,0.640,0.048,0.000,0.571,0.121,0.367,0.159,0.151
model.000.11.pdb,0.491,0.173,0.456,0.013,0.547,0.038,0.339,0.036,0.587,0.204,0.097,0.300,0.588,0.000,0.000,0.551,0.327,0.294,0.220,0.200
model.000.12.pdb,0.286,0.543,0.134,0.000,0.154,0.000,0.115,0.000,0.222,0.568,0.000,0.092,0.175,0.111,0.060,0.150,0.119,0.017,0.413,0.472
model.000.13.pdb,0.068,0.000,0.221,0.717,0.123,0.491,0.000,0.475,0.043,0.016,0.236,0.000,0.125,0.261,0.000,0.086,0.000,0.119,0.000,0.000
model.000.14.pdb,0.346,0.625,0.156,0.000,0.197,0.000,0.138,0.000,0.280,0.600,0.000,0.113,0.200,0.083,0.020,0.175,0.164,0.036,0.400,0.417
model.000.15.pdb,0.133,0.155,0.072,0.024,0.086,0.073,0.286,0.057,0.097,0.164,0.000,0.292,0.087,0.120,0.294,0.065,0.339,0.014,0.660,0.467
model.000.16.pdb,0.294,0.778,0.111,0.031,0.150,0.045,0.033,0.042,0.224,0.793,0.000,0.016,0.153,0.138,0.022,0.145,0.034,0.060,0.229,0.205
model.000.17.pdb,0.049,0.015,0.113,0.545,0.073,0.660,0.013,0.722,0.026,0.029,0.072,0.024,0.048,0.525,0.082,0.051,0.013,0.043,0.013,0.015
model.000.18.pdb,0.638,0.204,0.620,0.100,0.667,0.143,0.106,0.104,0.614,0.235,0.119,0.086,0.646,0.076,0.000,0.644,0.092,0.422,0.077,0.094
model.000.19.pdb,0.076,0.000,0.072,0.000,0.086,0.011,0.500,0.033,0.082,0.000,0.072,0.585,0.101,0.033,0.158,0.093,0.519,0.059,0.182,0.048
