 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,1.000,0.180,0.212,0.147,0.058,0.102,0.147,0.000,0.045,0.000,0.015,0.073,0.220,0.167,0.000,0.194,0.200,0.152,0.419,0.308
model.000.01.pdb,0.180,1.000,0.062,0.091,0.549,0.690,0.105,0.000,0.000,0.161,0.000,0.011,0.147,0.729,0.370,0.536,0.164,0.822,0.457,0.609
model.000.02.pdb,0.212,0.062,1.000,0.022,0.024,0.097,0.000,0.092,0.037,0.000,0.404,0.457,0.000,0.058,0.060,0.022,0.012,0.059,0.136,0.079
model.000.03.pdb,0.147,0.091,0.022,1.000,0.037,0.013,0.698,0.232,0.528,0.014,0.083,0.111,0.615,0.141,0.000,0.260,0.585,0.114,0.090,0.111
model.000.04.pdb,0.058,0.549,0.024,0.037,1.000,0.500,0.049,0.000,0.000,0.404,0.000,0.011,0.082,0.500,0.391,0.426,0.113,0.537,0.214,0.364
model.000.05.pdb,0.102,0.690,0.097,0.013,0.500,1.000,0.013,0.000,0.000,0.160,0.000,0.012,0.044,0.551,0.474,0.386,0.076,0.667,0.333,0.426
model.000.06.pdb,0.147,0.105,0.000,0.698,0.049,0.013,1.000,0.150,0.500,0.060,0.026,0.099,0.680,0.171,0.015,0.296,0.585,0.143,0.106,0.127
model.000.07.pdb,0.000,0.000,0.092,0.232,0.000,0.000,0.150,1.000,0.364,0.020,0.267,0.162,0.125,0.000,0.000,0.014,0.105,0.000,0.000,0.000
model.000.08.pdb,0.045,0.000,0.037,0.528,0.000,0.000,0.500,0.364,1.000,0.033,0.095,0.123,0.339,0.013,0.000,0.122,0.339,0.026,0.000,0.000
model.000.09.pdb,0.000,0.161,0.000,0.014,0.404,0.160,0.060,0.020,0.033,1.000,0.000,0.000,0.066,0.167,0.282,0.159,0.083,0.211,0.019,0.070
model.000.10.pdb,0.015,0.000,0.404,0.083,0.000,0.000,0.026,0.267,0.095,0.000,1.000,0.492,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000
model.000.11.pdb,0.073,0.011,0.457,0.111,0.011,0.012,0.099,0.162,0.123,0.000,0.492,1.000,0.033,0.010,0.000,0.010,0.022,0.010,0.012,0.000
model.000.12.pdb,0.220,0.147,0.000,0.615,0.082,0.044,0.680,0.125,0.339,0.066,0.014,0.033,1.000,0.221,0.016,0.365,0.773,0.188,0.117,0.156
model.000.13.pdb,0.167,0.729,0.058,0.141,0.500,0.551,0.171,0.000,0.013,0.167,0.000,0.010,0.221,1.000,0.360,0.685,0.239,0.776,0.385,0.612
model.000.14.pdb,0.000,0.370,0.060,0.000,0.391,0.474,0.015,0.000,0.000,0.282,0.000,0.000,0.016,0.360,1.000,0.246,0.050,0.367,0.182,0.255
model.000.15.pdb,0.194,0.536,0.022,0.260,0.426,0.386,0.296,0.014,0.122,0.159,0.000,0.010,0.365,0.685,0.246,1.000,0.387,0.579,0.293,0.491
model.000.16.pdb,0.200,0.164,0.012,0.585,0.113,0.076,0.585,0.105,0.339,0.083,0.000,0.022,0.773,0.239,0.050,0.387,1.000,0.206,0.098,0.138
model.000.17.pdb,0.152,0.822,0.059,0.114,0.537,0.667,0.143,0.000,0.026,0.211,0.000,0.010,0.188,0.776,0.367,0.579,0.206,1.000,0.392,0.529
model.000.18.pdb,0.419,0.457,0.136,0.090,0.214,0.333,0.106,0.000,0.000,0.019,0.000,0.012,0.117,0.385,0.182,0.293,0.098,0.392,1.000,0.658
model.000.19.pdb,0.308,0.609,0.079,0.111,0.364,0.426,0.127,0.000,0.000,0.070,0.000,0.000,0.156,0.612,0.255,0.491,0.138,0.529,0.658,1.000
