 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,1.000,0.053,0.667,0.200,0.472,0.097,0.046,0.128,0.057,0.582,0.045,0.550,0.464,0.056,0.425,0.569,0.034,0.011,0.031,0.672
model.000.01.pdb,0.053,1.000,0.047,0.177,0.041,0.345,0.755,0.509,0.776,0.063,0.796,0.048,0.043,0.731,0.042,0.012,0.740,0.149,0.253,0.062
model.000.02.pdb,0.667,0.047,1.000,0.150,0.386,0.061,0.051,0.068,0.051,0.672,0.050,0.680,0.394,0.036,0.338,0.640,0.037,0.000,0.011,0.661
model.000.03.pdb,0.200,0.177,0.150,1.000,0.039,0.233,0.140,0.378,0.138,0.127,0.155,0.241,0.042,0.095,0.026,0.182,0.158,0.000,0.014,0.141
model.000.04.pdb,0.472,0.041,0.386,0.039,1.000,0.066,0.045,0.047,0.033,0.479,0.033,0.301,0.776,0.066,0.683,0.329,0.033,0.082,0.086,0.493
model.000.05.pdb,0.097,0.345,0.061,0.233,0.066,1.000,0.375,0.537,0.314,0.125,0.417,0.079,0.041,0.373,0.013,0.082,0.457,0.016,0.014,0.139
model.000.06.pdb,0.046,0.755,0.051,0.140,0.045,0.375,1.000,0.471,0.756,0.045,0.778,0.039,0.035,0.708,0.034,0.026,0.795,0.149,0.246,0.044
model.000.07.pdb,0.128,0.509,0.068,0.378,0.047,0.537,0.471,1.000,0.490,0.098,0.540,0.100,0.037,0.436,0.011,0.071,0.490,0.042,0.078,0.110
model.000.08.pdb,0.057,0.776,0.051,0.138,0.033,0.314,0.756,0.490,1.000,0.056,0.761,0.025,0.035,0.694,0.034,0.013,0.739,0.147,0.261,0.056
model.000.09.pdb,0.582,0.063,0.672,0.127,0.479,0.125,0.045,0.098,0.056,1.000,0.056,0.532,0.515,0.102,0.395,0.500,0.056,0.034,0.041,0.730
model.000.10.pdb,0.045,0.796,0.050,0.155,0.033,0.417,0.778,0.540,0.761,0.056,1.000,0.025,0.011,0.647,0.011,0.013,0.800,0.113,0.189,0.055
model.000.11.pdb,0.550,0.048,0.680,0.241,0.301,0.079,0.039,0.100,0.025,0.532,0.025,1.000,0.324,0.037,0.274,0.600,0.025,0.000,0.011,0.574
model.000.12.pdb,0.464,0.043,0.394,0.042,0.776,0.041,0.035,0.037,0.035,0.515,0.011,0.324,1.000,0.070,0.629,0.354,0.023,0.087,0.091,0.486
model.000.13.pdb,0.056,0.731,0.036,0.095,0.066,0.373,0.708,0.436,0.694,0.102,0.647,0.037,0.070,1.000,0.056,0.025,0.660,0.157,0.250,0.101
model.000.14.pdb,0.425,0.042,0.338,0.026,0.683,0.013,0.034,0.011,0.034,0.395,0.011,0.274,0.629,0.056,1.000,0.282,0.022,0.047,0.065,0.408
model.000.15.pdb,0.569,0.012,0.640,0.182,0.329,0.082,0.026,0.071,0.013,0.500,0.013,0.600,0.354,0.025,0.282,1.000,0.013,0.000,0.012,0.567
model.000.16.pdb,0.034,0.740,0.037,0.158,0.033,0.457,0.795,0.490,0.739,0.056,0.800,0.025,0.023,0.660,0.022,0.013,1.000,0.130,0.192,0.056
model.000.17.pdb,0.011,0.149,0.000,0.000,0.082,0.016,0.149,0.042,0.147,0.034,0.113,0.000,0.087,0.157,0.047,0.000,0.130,1.000,0.700,0.022
model.000.18.pdb,0.031,0.253,0.011,0.014,0.086,0.014,0.246,0.078,0.261,0.041,0.189,0.011,0.091,0.250,0.065,0.012,0.192,0.700,1.000,0.052
model.000.19.pdb,0.672,0.062,0.661,0.141,0.493,0.139,0.044,0.110,0.056,0.730,0.055,0.574,0.486,0.101,0.408,0.567,0.056,0.022,0.052,1.000
