 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.036,0.105,0.411,0.000,0.143,0.000,0.458,0.043,0.000,0.444,0.056,0.642,0.118,0.055,0.449,0.056,0.000,0.548,0.033,0.068
model.000.01.pdb,0.191,0.436,0.054,0.148,0.210,0.133,0.031,0.722,0.423,0.049,0.712,0.050,0.203,0.750,0.033,0.780,0.194,0.083,0.731,0.648
model.000.02.pdb,0.000,0.042,0.324,0.011,0.127,0.011,0.391,0.023,0.000,0.344,0.049,0.554,0.063,0.036,0.358,0.037,0.000,0.554,0.024,0.049
model.000.03.pdb,0.000,0.450,0.013,0.000,0.636,0.000,0.039,0.125,0.039,0.048,0.115,0.135,0.562,0.148,0.028,0.172,0.000,0.167,0.113,0.097
model.000.04.pdb,0.114,0.024,0.667,0.075,0.025,0.110,0.621,0.031,0.000,0.476,0.043,0.577,0.000,0.032,0.672,0.032,0.036,0.441,0.010,0.043
model.000.05.pdb,0.089,0.405,0.068,0.000,0.341,0.000,0.013,0.404,0.286,0.065,0.438,0.076,0.159,0.365,0.027,0.408,0.000,0.164,0.321,0.438
model.000.06.pdb,0.177,0.392,0.047,0.133,0.155,0.132,0.022,0.735,0.375,0.040,0.761,0.032,0.145,0.729,0.024,0.688,0.180,0.064,0.745,0.653
model.000.07.pdb,0.077,0.659,0.036,0.025,0.422,0.037,0.011,0.491,0.260,0.056,0.472,0.080,0.333,0.538,0.024,0.592,0.062,0.127,0.411,0.444
model.000.08.pdb,0.138,0.440,0.034,0.147,0.172,0.145,0.022,0.720,0.367,0.053,0.745,0.032,0.185,0.826,0.023,0.745,0.197,0.063,0.694,0.673
model.000.09.pdb,0.023,0.062,0.419,0.042,0.155,0.041,0.408,0.064,0.038,0.453,0.067,0.672,0.054,0.054,0.397,0.055,0.024,0.581,0.021,0.079
model.000.10.pdb,0.210,0.431,0.045,0.115,0.211,0.100,0.011,0.740,0.478,0.039,0.804,0.031,0.161,0.735,0.011,0.844,0.156,0.076,0.750,0.694
model.000.11.pdb,0.000,0.090,0.243,0.012,0.190,0.011,0.324,0.012,0.000,0.250,0.012,0.500,0.121,0.024,0.290,0.012,0.000,0.441,0.000,0.025
model.000.12.pdb,0.051,0.013,0.613,0.080,0.013,0.079,0.619,0.033,0.000,0.467,0.034,0.507,0.000,0.033,0.644,0.022,0.051,0.453,0.011,0.046
model.000.13.pdb,0.203,0.364,0.068,0.141,0.145,0.139,0.032,0.780,0.458,0.079,0.667,0.052,0.117,0.673,0.046,0.635,0.188,0.101,0.720,0.700
model.000.14.pdb,0.147,0.012,0.746,0.054,0.000,0.076,0.591,0.043,0.039,0.569,0.033,0.571,0.000,0.021,0.613,0.011,0.000,0.412,0.033,0.056
model.000.15.pdb,0.014,0.044,0.304,0.024,0.136,0.000,0.333,0.012,0.000,0.345,0.025,0.470,0.086,0.012,0.318,0.013,0.000,0.509,0.000,0.025
model.000.16.pdb,0.194,0.385,0.046,0.103,0.214,0.101,0.011,0.755,0.426,0.039,0.783,0.032,0.143,0.714,0.011,0.745,0.141,0.077,0.694,0.745
model.000.17.pdb,0.220,0.014,0.011,0.647,0.000,0.635,0.058,0.167,0.121,0.000,0.143,0.011,0.000,0.171,0.049,0.111,0.578,0.000,0.174,0.143
model.000.18.pdb,0.209,0.082,0.032,0.722,0.014,0.621,0.064,0.240,0.138,0.012,0.219,0.029,0.060,0.264,0.067,0.187,0.633,0.011,0.250,0.187
model.000.19.pdb,0.023,0.074,0.395,0.031,0.169,0.020,0.403,0.063,0.025,0.382,0.066,0.662,0.068,0.053,0.411,0.054,0.000,0.623,0.021,0.078
