 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.154,0.027,0.104,0.321,0.266,0.062,0.188,0.061,0.143,0.037,0.000,0.173,0.190,0.077,0.182,0.000,0.026,0.100,0.090,0.067
model.000.01.pdb,0.141,0.079,0.569,0.013,0.740,0.022,0.745,0.134,0.792,0.034,0.099,0.098,0.157,0.084,0.127,0.000,0.000,0.068,0.051,0.024
model.000.02.pdb,0.011,0.364,0.000,0.200,0.105,0.449,0.084,0.530,0.068,0.435,0.024,0.703,0.000,0.556,0.013,0.111,0.353,0.594,0.500,0.469
model.000.03.pdb,0.673,0.023,0.147,0.188,0.120,0.140,0.100,0.021,0.122,0.115,0.292,0.059,0.611,0.103,0.674,0.193,0.071,0.042,0.079,0.011
model.000.04.pdb,0.108,0.064,0.588,0.000,0.467,0.033,0.509,0.119,0.526,0.022,0.145,0.052,0.108,0.058,0.043,0.000,0.024,0.056,0.061,0.048
model.000.05.pdb,0.072,0.103,0.377,0.015,0.633,0.037,0.596,0.162,0.612,0.050,0.076,0.146,0.072,0.107,0.016,0.000,0.000,0.101,0.067,0.026
model.000.06.pdb,0.673,0.011,0.178,0.206,0.134,0.089,0.128,0.010,0.150,0.090,0.312,0.039,0.642,0.055,0.638,0.115,0.034,0.020,0.058,0.000
model.000.07.pdb,0.158,0.175,0.000,0.017,0.000,0.203,0.000,0.114,0.000,0.152,0.370,0.117,0.119,0.172,0.120,0.741,0.211,0.129,0.158,0.109
model.000.08.pdb,0.393,0.068,0.027,0.159,0.000,0.113,0.013,0.034,0.037,0.086,0.415,0.065,0.345,0.074,0.333,0.283,0.080,0.058,0.087,0.037
model.000.09.pdb,0.079,0.045,0.288,0.000,0.104,0.013,0.131,0.026,0.197,0.000,0.250,0.000,0.097,0.000,0.000,0.021,0.076,0.000,0.034,0.090
model.000.10.pdb,0.027,0.357,0.000,0.129,0.013,0.536,0.000,0.359,0.013,0.491,0.075,0.397,0.014,0.474,0.032,0.302,0.529,0.419,0.448,0.356
model.000.11.pdb,0.054,0.342,0.011,0.296,0.020,0.636,0.010,0.453,0.020,0.621,0.080,0.519,0.043,0.536,0.061,0.200,0.408,0.528,0.566,0.397
model.000.12.pdb,0.688,0.000,0.231,0.169,0.176,0.070,0.171,0.000,0.194,0.071,0.279,0.020,0.884,0.047,0.690,0.069,0.012,0.000,0.030,0.000
model.000.13.pdb,0.211,0.074,0.735,0.025,0.736,0.021,0.706,0.140,0.717,0.043,0.107,0.082,0.229,0.067,0.188,0.000,0.000,0.076,0.059,0.022
model.000.14.pdb,0.048,0.098,0.327,0.000,0.309,0.027,0.340,0.182,0.365,0.056,0.068,0.103,0.048,0.119,0.000,0.000,0.015,0.113,0.060,0.076
model.000.15.pdb,0.348,0.034,0.630,0.063,0.583,0.020,0.552,0.074,0.593,0.021,0.162,0.038,0.369,0.021,0.317,0.000,0.000,0.052,0.047,0.011
model.000.16.pdb,0.761,0.000,0.250,0.152,0.192,0.045,0.171,0.011,0.211,0.046,0.279,0.031,0.841,0.023,0.578,0.051,0.012,0.011,0.020,0.000
model.000.17.pdb,0.197,0.089,0.647,0.000,0.685,0.032,0.792,0.141,0.837,0.044,0.139,0.105,0.197,0.093,0.136,0.000,0.000,0.077,0.059,0.023
model.000.18.pdb,0.077,0.044,0.255,0.083,0.520,0.013,0.449,0.093,0.364,0.013,0.000,0.154,0.094,0.097,0.132,0.000,0.000,0.078,0.034,0.042
model.000.19.pdb,0.116,0.054,0.434,0.059,0.729,0.011,0.660,0.113,0.491,0.024,0.028,0.102,0.132,0.062,0.155,0.000,0.000,0.059,0.021,0.012
