 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.052,0.013,0.508,0.107,0.000,0.106,0.667,0.011,0.000,0.344,0.023,0.382,0.000,0.022,0.727,0.023,0.039,0.319,0.011,0.035
model.000.01.pdb,0.000,0.218,0.036,0.227,0.167,0.188,0.048,0.125,0.016,0.042,0.100,0.057,0.283,0.197,0.012,0.149,0.259,0.026,0.114,0.055
model.000.02.pdb,0.203,0.438,0.011,0.153,0.182,0.135,0.011,0.694,0.422,0.027,0.717,0.022,0.173,0.653,0.012,0.681,0.207,0.052,0.739,0.612
model.000.03.pdb,0.137,0.025,0.562,0.044,0.000,0.103,0.619,0.022,0.000,0.467,0.022,0.551,0.000,0.022,0.644,0.022,0.000,0.388,0.011,0.034
model.000.04.pdb,0.000,0.024,0.392,0.077,0.096,0.076,0.419,0.000,0.000,0.282,0.000,0.528,0.070,0.011,0.389,0.000,0.012,0.371,0.000,0.011
model.000.05.pdb,0.283,0.071,0.068,0.508,0.000,0.525,0.055,0.236,0.148,0.025,0.214,0.063,0.015,0.243,0.071,0.181,0.490,0.036,0.265,0.197
model.000.06.pdb,0.000,0.074,0.227,0.024,0.232,0.011,0.237,0.048,0.030,0.270,0.051,0.435,0.083,0.049,0.219,0.037,0.000,0.518,0.024,0.064
model.000.07.pdb,0.026,0.000,0.377,0.169,0.014,0.123,0.448,0.000,0.000,0.221,0.000,0.342,0.015,0.000,0.438,0.000,0.055,0.239,0.000,0.000
model.000.08.pdb,0.215,0.069,0.043,0.655,0.014,0.673,0.065,0.213,0.125,0.012,0.192,0.030,0.045,0.254,0.069,0.160,0.660,0.011,0.222,0.160
model.000.09.pdb,0.133,0.435,0.000,0.143,0.216,0.141,0.012,0.569,0.298,0.014,0.583,0.011,0.234,0.592,0.012,0.617,0.196,0.054,0.604,0.490
model.000.10.pdb,0.297,0.350,0.099,0.145,0.149,0.129,0.020,0.827,0.520,0.114,0.750,0.059,0.123,0.661,0.032,0.717,0.188,0.094,0.804,0.750
model.000.11.pdb,0.128,0.080,0.520,0.000,0.152,0.028,0.349,0.112,0.084,0.569,0.117,0.704,0.061,0.081,0.370,0.094,0.000,0.574,0.082,0.141
model.000.12.pdb,0.010,0.110,0.379,0.085,0.212,0.064,0.402,0.095,0.043,0.333,0.110,0.588,0.081,0.119,0.393,0.099,0.041,0.548,0.067,0.121
model.000.13.pdb,0.295,0.055,0.067,0.625,0.014,0.643,0.065,0.213,0.125,0.037,0.192,0.062,0.045,0.236,0.057,0.160,0.560,0.011,0.222,0.160
model.000.14.pdb,0.438,0.117,0.132,0.110,0.016,0.093,0.023,0.528,0.550,0.138,0.510,0.069,0.000,0.386,0.012,0.453,0.133,0.039,0.592,0.571
model.000.15.pdb,0.000,0.000,0.391,0.120,0.000,0.062,0.444,0.000,0.000,0.262,0.000,0.371,0.016,0.000,0.410,0.000,0.014,0.262,0.000,0.000
model.000.16.pdb,0.000,0.167,0.093,0.085,0.204,0.068,0.091,0.027,0.000,0.077,0.014,0.127,0.279,0.056,0.068,0.058,0.049,0.087,0.014,0.000
model.000.17.pdb,0.231,0.368,0.066,0.150,0.138,0.134,0.031,0.804,0.431,0.062,0.833,0.051,0.129,0.731,0.044,0.760,0.197,0.084,0.816,0.760
model.000.18.pdb,0.134,0.034,0.594,0.094,0.012,0.128,0.577,0.050,0.000,0.485,0.063,0.539,0.000,0.062,0.529,0.052,0.070,0.392,0.052,0.063
model.000.19.pdb,0.246,0.129,0.043,0.632,0.042,0.649,0.042,0.257,0.121,0.012,0.236,0.040,0.092,0.300,0.044,0.219,0.538,0.011,0.268,0.187
