 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.000,0.554,0.012,0.040,0.323,0.020,0.024,0.677,0.219,0.012,0.080,0.179,0.250,0.011,0.590,0.057,0.013,0.013,0.625,0.346
model.000.01.pdb,0.370,0.103,0.250,0.571,0.156,0.222,0.075,0.034,0.269,0.213,0.258,0.000,0.094,0.118,0.090,0.194,0.062,0.241,0.053,0.069
model.000.02.pdb,0.520,0.000,0.358,0.097,0.000,0.579,0.510,0.011,0.000,0.652,0.232,0.051,0.000,0.592,0.012,0.577,0.268,0.568,0.000,0.022
model.000.03.pdb,0.023,0.369,0.024,0.026,0.275,0.020,0.024,0.582,0.111,0.023,0.078,0.288,0.161,0.023,0.500,0.080,0.025,0.038,0.368,0.507
model.000.04.pdb,0.011,0.460,0.012,0.221,0.655,0.029,0.011,0.473,0.407,0.011,0.064,0.198,0.293,0.011,0.569,0.043,0.075,0.000,0.455,0.467
model.000.05.pdb,0.344,0.000,0.625,0.028,0.012,0.200,0.081,0.099,0.000,0.224,0.596,0.035,0.000,0.151,0.069,0.333,0.013,0.250,0.074,0.086
model.000.06.pdb,0.000,0.286,0.000,0.241,0.455,0.093,0.083,0.273,0.358,0.053,0.011,0.284,0.255,0.079,0.282,0.036,0.210,0.000,0.181,0.414
model.000.07.pdb,0.000,0.647,0.013,0.154,0.537,0.000,0.000,0.530,0.415,0.000,0.122,0.099,0.457,0.000,0.516,0.011,0.013,0.000,0.660,0.275
model.000.08.pdb,0.292,0.062,0.633,0.070,0.012,0.181,0.079,0.097,0.000,0.217,0.691,0.023,0.030,0.147,0.067,0.250,0.000,0.222,0.113,0.040
model.000.09.pdb,0.553,0.000,0.353,0.121,0.000,0.526,0.449,0.011,0.000,0.698,0.224,0.026,0.000,0.562,0.012,0.612,0.214,0.610,0.000,0.022
model.000.10.pdb,0.419,0.011,0.312,0.067,0.000,0.594,0.654,0.010,0.000,0.517,0.212,0.175,0.000,0.667,0.010,0.516,0.317,0.421,0.000,0.081
model.000.11.pdb,0.000,0.241,0.000,0.106,0.325,0.126,0.149,0.412,0.175,0.052,0.028,0.588,0.162,0.118,0.361,0.059,0.198,0.033,0.216,0.658
model.000.12.pdb,0.038,0.329,0.040,0.136,0.421,0.140,0.140,0.465,0.235,0.091,0.064,0.326,0.195,0.111,0.417,0.140,0.212,0.052,0.314,0.530
model.000.13.pdb,0.292,0.037,0.633,0.056,0.012,0.181,0.065,0.097,0.013,0.217,0.722,0.059,0.015,0.147,0.056,0.250,0.000,0.222,0.099,0.073
model.000.14.pdb,0.254,0.000,0.228,0.000,0.000,0.333,0.358,0.011,0.000,0.276,0.137,0.194,0.000,0.407,0.000,0.270,0.190,0.241,0.000,0.107
model.000.15.pdb,0.000,0.592,0.000,0.150,0.638,0.000,0.000,0.439,0.468,0.000,0.062,0.122,0.488,0.000,0.517,0.012,0.014,0.000,0.608,0.315
model.000.16.pdb,0.167,0.224,0.048,0.632,0.273,0.120,0.015,0.086,0.442,0.111,0.082,0.013,0.227,0.029,0.174,0.056,0.083,0.125,0.136,0.127
model.000.17.pdb,0.393,0.000,0.328,0.069,0.000,0.650,0.627,0.040,0.000,0.518,0.221,0.123,0.000,0.642,0.032,0.655,0.333,0.472,0.000,0.072
model.000.18.pdb,0.032,0.338,0.056,0.047,0.307,0.077,0.079,0.611,0.154,0.043,0.126,0.300,0.171,0.042,0.473,0.106,0.045,0.046,0.392,0.539
model.000.19.pdb,0.365,0.048,0.673,0.114,0.024,0.220,0.120,0.072,0.026,0.284,0.759,0.034,0.045,0.189,0.054,0.296,0.025,0.274,0.083,0.061
