 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,1.000,0.012,0.221,0.145,0.169,0.067,0.164,0.011,0.203,0.068,0.350,0.030,0.750,0.057,0.644,0.102,0.048,0.021,0.050,0.000
model.000.01.pdb,0.012,1.000,0.037,0.039,0.110,0.391,0.117,0.540,0.098,0.418,0.065,0.419,0.000,0.424,0.000,0.179,0.375,0.485,0.486,0.579
model.000.02.pdb,0.221,0.037,1.000,0.013,0.534,0.022,0.556,0.080,0.600,0.022,0.143,0.020,0.239,0.022,0.177,0.000,0.012,0.043,0.040,0.035
model.000.03.pdb,0.145,0.039,0.013,1.000,0.049,0.200,0.013,0.046,0.000,0.187,0.013,0.207,0.179,0.173,0.190,0.000,0.093,0.179,0.148,0.077
model.000.04.pdb,0.169,0.110,0.534,0.049,1.000,0.052,0.784,0.159,0.696,0.064,0.061,0.146,0.184,0.100,0.159,0.000,0.000,0.120,0.077,0.044
model.000.05.pdb,0.067,0.391,0.022,0.200,0.052,1.000,0.043,0.486,0.042,0.721,0.070,0.575,0.067,0.651,0.076,0.206,0.420,0.612,0.625,0.370
model.000.06.pdb,0.164,0.117,0.556,0.013,0.784,0.043,1.000,0.169,0.731,0.056,0.079,0.129,0.164,0.106,0.119,0.000,0.000,0.114,0.070,0.047
model.000.07.pdb,0.011,0.540,0.080,0.046,0.159,0.486,0.169,1.000,0.161,0.559,0.045,0.568,0.000,0.567,0.000,0.132,0.394,0.652,0.616,0.507
model.000.08.pdb,0.203,0.098,0.600,0.000,0.696,0.042,0.731,0.161,1.000,0.053,0.162,0.112,0.203,0.101,0.145,0.000,0.000,0.097,0.078,0.033
model.000.09.pdb,0.068,0.418,0.022,0.187,0.064,0.721,0.056,0.559,0.053,1.000,0.058,0.606,0.068,0.635,0.077,0.154,0.426,0.672,0.589,0.394
model.000.10.pdb,0.350,0.065,0.143,0.013,0.061,0.070,0.079,0.045,0.162,0.058,1.000,0.031,0.306,0.047,0.203,0.292,0.105,0.033,0.084,0.049
model.000.11.pdb,0.030,0.419,0.020,0.207,0.146,0.575,0.129,0.568,0.112,0.606,0.031,1.000,0.030,0.638,0.022,0.133,0.354,0.721,0.595,0.416
model.000.12.pdb,0.750,0.000,0.239,0.179,0.184,0.067,0.164,0.000,0.203,0.068,0.306,0.030,1.000,0.045,0.644,0.066,0.012,0.000,0.039,0.000
model.000.13.pdb,0.057,0.424,0.022,0.173,0.100,0.651,0.106,0.567,0.101,0.635,0.047,0.638,0.045,1.000,0.064,0.194,0.371,0.656,0.513,0.361
model.000.14.pdb,0.644,0.000,0.177,0.190,0.159,0.076,0.119,0.000,0.145,0.077,0.203,0.022,0.644,0.064,1.000,0.058,0.027,0.012,0.032,0.000
model.000.15.pdb,0.102,0.179,0.000,0.000,0.000,0.206,0.000,0.132,0.000,0.154,0.292,0.133,0.066,0.194,0.058,1.000,0.259,0.130,0.176,0.129
model.000.16.pdb,0.048,0.375,0.012,0.093,0.000,0.420,0.000,0.394,0.000,0.426,0.105,0.354,0.012,0.371,0.027,0.259,1.000,0.351,0.453,0.508
model.000.17.pdb,0.021,0.485,0.043,0.179,0.120,0.612,0.114,0.652,0.097,0.672,0.033,0.721,0.000,0.656,0.012,0.130,0.351,1.000,0.630,0.437
model.000.18.pdb,0.050,0.486,0.040,0.148,0.077,0.625,0.070,0.616,0.078,0.589,0.084,0.595,0.039,0.513,0.032,0.176,0.453,0.630,1.000,0.500
model.000.19.pdb,0.000,0.579,0.035,0.077,0.044,0.370,0.047,0.507,0.033,0.394,0.049,0.416,0.000,0.361,0.000,0.129,0.508,0.437,0.500,1.000
