 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.028,0.068,0.074,0.393,0.096,0.059,0.417,0.280,0.462,0.158,0.123,0.131,0.386,0.105,0.049,0.208,0.362,0.122,0.000,0.027
model.000.01.pdb,0.037,0.011,0.366,0.145,0.011,0.012,0.080,0.298,0.162,0.013,0.456,0.522,0.023,0.011,0.000,0.010,0.035,0.011,0.000,0.000
model.000.02.pdb,0.082,0.412,0.000,0.200,0.352,0.275,0.258,0.000,0.113,0.255,0.000,0.000,0.333,0.510,0.163,0.569,0.333,0.490,0.151,0.308
model.000.03.pdb,0.208,0.296,0.000,0.333,0.203,0.189,0.333,0.038,0.136,0.056,0.000,0.024,0.489,0.364,0.078,0.472,0.522,0.298,0.113,0.222
model.000.04.pdb,0.000,0.241,0.000,0.013,0.490,0.275,0.026,0.018,0.000,0.595,0.015,0.000,0.059,0.262,0.390,0.194,0.091,0.288,0.070,0.115
model.000.05.pdb,0.545,0.396,0.206,0.096,0.230,0.288,0.096,0.000,0.000,0.000,0.000,0.047,0.121,0.362,0.113,0.302,0.104,0.322,0.615,0.556
model.000.06.pdb,0.108,0.696,0.012,0.105,0.681,0.479,0.135,0.000,0.014,0.226,0.000,0.011,0.182,0.694,0.286,0.593,0.200,0.708,0.288,0.480
model.000.07.pdb,0.000,0.100,0.024,0.361,0.130,0.077,0.317,0.348,0.423,0.208,0.092,0.069,0.305,0.139,0.069,0.197,0.305,0.157,0.015,0.043
model.000.08.pdb,0.015,0.125,0.026,0.258,0.177,0.083,0.279,0.188,0.302,0.283,0.048,0.035,0.286,0.149,0.075,0.231,0.286,0.188,0.017,0.046
model.000.09.pdb,0.296,0.101,0.647,0.000,0.041,0.131,0.000,0.000,0.000,0.000,0.167,0.278,0.000,0.080,0.089,0.037,0.013,0.081,0.204,0.125
model.000.10.pdb,0.059,0.592,0.036,0.063,0.681,0.511,0.077,0.000,0.000,0.327,0.000,0.022,0.114,0.627,0.432,0.483,0.147,0.608,0.241,0.396
model.000.11.pdb,0.076,0.540,0.000,0.203,0.472,0.400,0.239,0.000,0.104,0.255,0.000,0.011,0.305,0.577,0.265,0.604,0.328,0.620,0.200,0.327
model.000.12.pdb,0.000,0.148,0.000,0.027,0.365,0.145,0.070,0.078,0.063,0.629,0.016,0.000,0.077,0.172,0.250,0.164,0.094,0.194,0.017,0.065
model.000.13.pdb,0.246,0.132,0.604,0.000,0.083,0.207,0.000,0.000,0.000,0.000,0.164,0.292,0.000,0.123,0.127,0.062,0.000,0.141,0.222,0.159
model.000.14.pdb,0.000,0.193,0.000,0.042,0.438,0.196,0.088,0.019,0.066,0.774,0.000,0.000,0.115,0.197,0.293,0.226,0.133,0.241,0.036,0.103
model.000.15.pdb,0.000,0.078,0.071,0.254,0.151,0.056,0.271,0.360,0.379,0.250,0.132,0.100,0.258,0.086,0.062,0.138,0.258,0.115,0.000,0.026
model.000.16.pdb,0.000,0.143,0.014,0.000,0.354,0.140,0.014,0.021,0.000,0.594,0.018,0.013,0.016,0.150,0.324,0.108,0.032,0.153,0.060,0.071
model.000.17.pdb,0.085,0.078,0.625,0.047,0.050,0.101,0.023,0.079,0.039,0.000,0.400,0.456,0.012,0.073,0.133,0.034,0.012,0.087,0.091,0.053
model.000.18.pdb,0.095,0.744,0.064,0.066,0.520,0.700,0.052,0.000,0.000,0.192,0.000,0.011,0.087,0.667,0.429,0.456,0.119,0.756,0.333,0.479
model.000.19.pdb,0.116,0.064,0.011,0.679,0.037,0.027,0.618,0.193,0.509,0.014,0.069,0.125,0.566,0.114,0.000,0.213,0.537,0.087,0.029,0.068
