 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.145,0.500,0.100,0.085,0.179,0.239,0.110,0.235,0.308,0.121,0.085,0.040,0.160,0.328,0.014,0.182,0.315,0.103,0.179,0.426
model.000.01.pdb,0.644,0.104,0.012,0.523,0.500,0.069,0.213,0.593,0.067,0.012,0.010,0.299,0.417,0.056,0.000,0.544,0.191,0.032,0.473,0.066
model.000.02.pdb,0.000,0.308,0.556,0.012,0.012,0.310,0.000,0.000,0.300,0.558,0.439,0.011,0.041,0.300,0.259,0.000,0.103,0.463,0.034,0.356
model.000.03.pdb,0.026,0.138,0.388,0.053,0.012,0.510,0.000,0.014,0.462,0.354,0.333,0.033,0.053,0.434,0.245,0.000,0.000,0.375,0.098,0.500
model.000.04.pdb,0.000,0.259,0.273,0.000,0.118,0.041,0.213,0.027,0.054,0.314,0.188,0.129,0.186,0.040,0.015,0.029,0.208,0.215,0.011,0.111
model.000.05.pdb,0.025,0.000,0.358,0.120,0.000,0.219,0.013,0.000,0.143,0.278,0.500,0.153,0.051,0.194,0.667,0.000,0.000,0.373,0.106,0.139
model.000.06.pdb,0.024,0.194,0.689,0.023,0.000,0.206,0.026,0.000,0.183,0.659,0.630,0.062,0.080,0.183,0.370,0.000,0.077,0.700,0.065,0.229
model.000.07.pdb,0.062,0.622,0.136,0.012,0.125,0.157,0.097,0.171,0.239,0.161,0.115,0.031,0.103,0.221,0.028,0.169,0.380,0.120,0.066,0.308
model.000.08.pdb,0.026,0.789,0.148,0.012,0.118,0.169,0.104,0.116,0.219,0.175,0.123,0.032,0.109,0.238,0.030,0.109,0.422,0.145,0.057,0.311
model.000.09.pdb,0.217,0.000,0.028,0.387,0.141,0.053,0.164,0.125,0.025,0.000,0.162,0.471,0.218,0.051,0.220,0.119,0.015,0.122,0.352,0.037
model.000.10.pdb,0.012,0.175,0.583,0.035,0.022,0.155,0.067,0.000,0.135,0.553,0.492,0.085,0.125,0.120,0.254,0.000,0.111,0.545,0.043,0.178
model.000.11.pdb,0.012,0.304,0.562,0.024,0.011,0.266,0.039,0.000,0.277,0.600,0.450,0.031,0.092,0.258,0.237,0.000,0.113,0.527,0.054,0.349
model.000.12.pdb,0.000,0.404,0.172,0.000,0.137,0.014,0.180,0.056,0.056,0.226,0.111,0.080,0.124,0.041,0.000,0.062,0.378,0.132,0.000,0.114
model.000.13.pdb,0.232,0.000,0.056,0.359,0.139,0.025,0.179,0.108,0.012,0.043,0.208,0.530,0.274,0.037,0.217,0.118,0.015,0.135,0.366,0.012
model.000.14.pdb,0.000,0.362,0.200,0.000,0.066,0.043,0.094,0.028,0.088,0.260,0.147,0.070,0.114,0.072,0.000,0.015,0.304,0.154,0.000,0.134
model.000.15.pdb,0.110,0.681,0.095,0.057,0.200,0.115,0.181,0.257,0.187,0.114,0.069,0.081,0.165,0.187,0.013,0.171,0.562,0.071,0.108,0.264
model.000.16.pdb,0.000,0.176,0.148,0.014,0.132,0.000,0.222,0.030,0.014,0.180,0.088,0.114,0.175,0.014,0.000,0.033,0.217,0.109,0.012,0.029
model.000.17.pdb,0.422,0.026,0.038,0.576,0.333,0.074,0.288,0.333,0.047,0.026,0.094,0.507,0.449,0.060,0.082,0.323,0.071,0.059,0.561,0.034
model.000.18.pdb,0.012,0.127,0.553,0.024,0.011,0.113,0.085,0.000,0.095,0.489,0.545,0.100,0.129,0.080,0.291,0.000,0.063,0.547,0.044,0.153
model.000.19.pdb,0.123,0.197,0.110,0.069,0.067,0.450,0.012,0.158,0.561,0.099,0.107,0.000,0.076,0.508,0.068,0.108,0.071,0.111,0.108,0.517
