 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.000,0.569,0.060,0.062,0.067,0.423,0.058,0.500,0.067,0.408,0.048,0.375,0.000,0.356,0.000,0.109,0.476,0.411,0.534,0.727
model.000.01.pdb,0.208,0.086,0.623,0.038,0.755,0.032,0.725,0.138,0.643,0.054,0.091,0.115,0.225,0.067,0.185,0.000,0.000,0.087,0.069,0.045
model.000.02.pdb,0.186,0.091,0.608,0.000,0.712,0.044,0.680,0.159,0.630,0.057,0.067,0.084,0.186,0.070,0.159,0.000,0.000,0.091,0.082,0.035
model.000.03.pdb,0.069,0.362,0.022,0.189,0.053,0.677,0.044,0.522,0.054,0.717,0.059,0.638,0.069,0.645,0.078,0.156,0.412,0.631,0.643,0.420
model.000.04.pdb,0.061,0.257,0.000,0.206,0.000,0.485,0.000,0.338,0.000,0.516,0.151,0.408,0.048,0.412,0.055,0.360,0.475,0.429,0.453,0.296
model.000.05.pdb,0.238,0.026,0.674,0.014,0.585,0.023,0.646,0.047,0.596,0.011,0.136,0.010,0.258,0.024,0.193,0.000,0.000,0.034,0.031,0.000
model.000.06.pdb,0.056,0.056,0.510,0.000,0.350,0.036,0.357,0.145,0.455,0.024,0.125,0.056,0.056,0.050,0.000,0.000,0.040,0.060,0.078,0.081
model.000.07.pdb,0.030,0.129,0.236,0.000,0.103,0.067,0.094,0.125,0.175,0.068,0.119,0.047,0.030,0.013,0.000,0.000,0.143,0.065,0.110,0.175
model.000.08.pdb,0.113,0.029,0.214,0.000,0.071,0.013,0.094,0.025,0.175,0.013,0.375,0.011,0.113,0.013,0.017,0.087,0.108,0.012,0.022,0.072
model.000.09.pdb,0.034,0.550,0.046,0.061,0.065,0.431,0.057,0.552,0.054,0.417,0.072,0.383,0.022,0.347,0.025,0.123,0.462,0.438,0.629,0.644
model.000.10.pdb,0.725,0.023,0.192,0.186,0.146,0.100,0.141,0.010,0.148,0.089,0.328,0.038,0.725,0.066,0.660,0.169,0.058,0.020,0.068,0.011
model.000.11.pdb,0.190,0.027,0.480,0.061,0.620,0.024,0.520,0.048,0.429,0.012,0.075,0.067,0.210,0.024,0.182,0.000,0.000,0.060,0.043,0.039
model.000.12.pdb,0.083,0.015,0.333,0.000,0.109,0.000,0.138,0.027,0.228,0.000,0.240,0.000,0.102,0.000,0.000,0.022,0.030,0.013,0.012,0.045
model.000.13.pdb,0.022,0.574,0.080,0.059,0.098,0.377,0.103,0.646,0.111,0.419,0.045,0.474,0.022,0.444,0.012,0.118,0.441,0.459,0.560,0.667
model.000.14.pdb,0.183,0.049,0.766,0.000,0.500,0.022,0.518,0.103,0.618,0.022,0.141,0.051,0.183,0.057,0.121,0.000,0.012,0.054,0.050,0.035
model.000.15.pdb,0.030,0.419,0.030,0.193,0.122,0.554,0.117,0.611,0.090,0.606,0.052,0.797,0.020,0.614,0.022,0.149,0.390,0.696,0.636,0.453
model.000.16.pdb,0.042,0.587,0.043,0.068,0.094,0.392,0.099,0.609,0.095,0.453,0.067,0.487,0.031,0.479,0.035,0.096,0.478,0.455,0.512,0.677
model.000.17.pdb,0.580,0.013,0.238,0.233,0.181,0.071,0.176,0.011,0.183,0.060,0.169,0.031,0.681,0.048,0.605,0.000,0.012,0.011,0.041,0.000
model.000.18.pdb,0.592,0.000,0.351,0.106,0.273,0.011,0.254,0.000,0.297,0.011,0.230,0.021,0.696,0.012,0.511,0.000,0.013,0.000,0.020,0.000
model.000.19.pdb,0.000,0.111,0.308,0.000,0.415,0.053,0.458,0.209,0.451,0.068,0.000,0.141,0.000,0.099,0.000,0.000,0.014,0.108,0.096,0.072
