 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.022,0.333,0.012,0.153,0.422,0.105,0.060,0.434,0.221,0.046,0.010,0.347,0.190,0.045,0.417,0.066,0.132,0.063,0.280,0.642
model.000.01.pdb,0.509,0.000,0.323,0.114,0.000,0.667,0.556,0.030,0.000,0.623,0.218,0.095,0.000,0.660,0.032,0.704,0.328,0.580,0.000,0.050
model.000.02.pdb,0.000,0.297,0.000,0.175,0.519,0.067,0.053,0.429,0.276,0.025,0.000,0.313,0.200,0.024,0.409,0.060,0.100,0.027,0.261,0.603
model.000.03.pdb,0.204,0.000,0.034,0.213,0.083,0.274,0.145,0.064,0.056,0.250,0.028,0.109,0.043,0.136,0.041,0.203,0.395,0.261,0.029,0.120
model.000.04.pdb,0.022,0.403,0.035,0.037,0.310,0.039,0.046,0.708,0.164,0.033,0.097,0.320,0.242,0.044,0.507,0.076,0.060,0.036,0.441,0.514
model.000.05.pdb,0.119,0.000,0.016,0.000,0.000,0.379,0.561,0.050,0.000,0.294,0.000,0.180,0.020,0.511,0.013,0.263,0.694,0.180,0.000,0.076
model.000.06.pdb,0.418,0.000,0.321,0.077,0.000,0.673,0.617,0.043,0.000,0.560,0.208,0.105,0.000,0.667,0.023,0.615,0.304,0.511,0.000,0.043
model.000.07.pdb,0.293,0.000,0.127,0.136,0.000,0.589,0.521,0.045,0.015,0.471,0.077,0.141,0.017,0.510,0.012,0.473,0.556,0.417,0.000,0.056
model.000.08.pdb,0.463,0.000,0.339,0.092,0.000,0.632,0.571,0.032,0.000,0.612,0.222,0.104,0.000,0.653,0.023,0.667,0.276,0.565,0.000,0.032
model.000.09.pdb,0.011,0.270,0.023,0.133,0.409,0.070,0.083,0.480,0.214,0.033,0.041,0.414,0.167,0.080,0.465,0.076,0.158,0.024,0.289,0.672
model.000.10.pdb,0.429,0.000,0.267,0.075,0.000,0.649,0.660,0.032,0.000,0.600,0.187,0.117,0.000,0.745,0.011,0.564,0.364,0.460,0.000,0.031
model.000.11.pdb,0.026,0.246,0.000,0.241,0.538,0.080,0.026,0.324,0.412,0.039,0.000,0.178,0.231,0.025,0.400,0.062,0.136,0.058,0.250,0.500
model.000.12.pdb,0.011,0.435,0.037,0.053,0.354,0.041,0.049,0.683,0.194,0.011,0.078,0.253,0.263,0.023,0.547,0.080,0.051,0.038,0.476,0.507
model.000.13.pdb,0.439,0.000,0.300,0.057,0.000,0.548,0.569,0.042,0.000,0.519,0.197,0.128,0.000,0.680,0.033,0.600,0.283,0.471,0.000,0.063
model.000.14.pdb,0.000,0.415,0.036,0.037,0.282,0.029,0.047,0.557,0.186,0.011,0.053,0.347,0.230,0.033,0.500,0.066,0.036,0.037,0.391,0.549
model.000.15.pdb,0.000,0.362,0.000,0.186,0.472,0.045,0.027,0.352,0.346,0.026,0.000,0.312,0.292,0.026,0.328,0.012,0.141,0.000,0.258,0.470
model.000.16.pdb,0.386,0.000,0.271,0.060,0.000,0.632,0.711,0.021,0.000,0.549,0.173,0.104,0.000,0.761,0.011,0.574,0.396,0.500,0.000,0.043
model.000.17.pdb,0.203,0.054,0.521,0.000,0.000,0.138,0.042,0.080,0.015,0.149,0.593,0.000,0.034,0.082,0.035,0.186,0.000,0.148,0.108,0.032
model.000.18.pdb,0.323,0.087,0.673,0.099,0.024,0.205,0.091,0.083,0.026,0.246,0.727,0.011,0.061,0.173,0.066,0.278,0.000,0.254,0.110,0.040
model.000.19.pdb,0.022,0.319,0.023,0.147,0.492,0.091,0.095,0.455,0.246,0.056,0.010,0.370,0.200,0.079,0.419,0.087,0.156,0.036,0.286,0.638
