 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.053,0.012,0.424,0.136,0.024,0.013,0.082,0.203,0.122,0.000,0.509,0.672,0.049,0.022,0.000,0.022,0.049,0.011,0.000,0.012
model.000.01.pdb,0.000,0.121,0.025,0.194,0.190,0.098,0.231,0.180,0.246,0.298,0.046,0.034,0.233,0.145,0.093,0.206,0.233,0.182,0.000,0.029
model.000.02.pdb,0.186,0.617,0.012,0.139,0.481,0.438,0.171,0.000,0.000,0.167,0.000,0.011,0.226,0.761,0.271,0.680,0.246,0.633,0.354,0.565
model.000.03.pdb,0.155,0.023,0.600,0.068,0.023,0.025,0.044,0.074,0.049,0.000,0.390,0.600,0.023,0.022,0.000,0.021,0.035,0.022,0.027,0.000
model.000.04.pdb,0.012,0.000,0.338,0.090,0.022,0.000,0.066,0.226,0.100,0.099,0.518,0.390,0.034,0.011,0.027,0.010,0.034,0.000,0.000,0.000
model.000.05.pdb,0.267,0.155,0.047,0.467,0.107,0.056,0.467,0.047,0.197,0.015,0.027,0.077,0.577,0.243,0.000,0.385,0.519,0.178,0.127,0.182
model.000.06.pdb,0.000,0.053,0.239,0.036,0.066,0.074,0.024,0.182,0.085,0.098,0.276,0.231,0.000,0.062,0.161,0.023,0.000,0.063,0.045,0.041
model.000.07.pdb,0.027,0.000,0.300,0.187,0.000,0.000,0.141,0.388,0.194,0.014,0.540,0.435,0.092,0.000,0.015,0.000,0.051,0.000,0.000,0.000
model.000.08.pdb,0.200,0.135,0.034,0.579,0.104,0.055,0.607,0.078,0.306,0.044,0.040,0.087,0.714,0.219,0.015,0.353,0.714,0.173,0.090,0.143
model.000.09.pdb,0.136,0.553,0.000,0.129,0.480,0.375,0.162,0.000,0.014,0.224,0.000,0.011,0.217,0.696,0.289,0.620,0.237,0.571,0.240,0.468
model.000.10.pdb,0.281,0.692,0.116,0.133,0.459,0.528,0.160,0.000,0.012,0.119,0.000,0.020,0.205,0.788,0.281,0.627,0.222,0.673,0.510,0.714
model.000.11.pdb,0.143,0.097,0.571,0.009,0.108,0.145,0.000,0.087,0.031,0.072,0.280,0.341,0.000,0.092,0.145,0.048,0.010,0.104,0.123,0.101
model.000.12.pdb,0.020,0.102,0.365,0.096,0.135,0.122,0.075,0.134,0.094,0.092,0.342,0.363,0.049,0.108,0.163,0.084,0.038,0.109,0.054,0.083
model.000.13.pdb,0.279,0.135,0.057,0.552,0.090,0.041,0.579,0.078,0.266,0.044,0.026,0.087,0.680,0.219,0.015,0.353,0.615,0.173,0.106,0.143
model.000.14.pdb,0.417,0.423,0.155,0.127,0.250,0.288,0.143,0.000,0.000,0.000,0.000,0.023,0.156,0.436,0.093,0.414,0.138,0.368,0.575,0.591
model.000.15.pdb,0.014,0.000,0.308,0.137,0.000,0.000,0.064,0.348,0.138,0.016,0.732,0.431,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000
model.000.16.pdb,0.000,0.045,0.068,0.101,0.145,0.033,0.101,0.279,0.196,0.295,0.123,0.089,0.077,0.042,0.078,0.054,0.061,0.072,0.000,0.000
model.000.17.pdb,0.215,0.700,0.069,0.138,0.483,0.529,0.167,0.000,0.025,0.125,0.000,0.031,0.214,0.765,0.273,0.632,0.232,0.679,0.396,0.558
model.000.18.pdb,0.122,0.043,0.559,0.106,0.053,0.058,0.083,0.107,0.092,0.000,0.415,0.562,0.065,0.051,0.025,0.060,0.054,0.062,0.024,0.022
model.000.19.pdb,0.231,0.194,0.033,0.559,0.145,0.113,0.559,0.109,0.297,0.090,0.000,0.052,0.654,0.264,0.060,0.403,0.720,0.233,0.087,0.139
