 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.036,0.191,0.000,0.000,0.114,0.089,0.177,0.077,0.138,0.023,0.210,0.000,0.051,0.203,0.147,0.014,0.194,0.220,0.209,0.023
model.000.01.pdb,0.105,0.436,0.042,0.450,0.024,0.405,0.392,0.659,0.440,0.062,0.431,0.090,0.013,0.364,0.012,0.044,0.385,0.014,0.082,0.074
model.000.02.pdb,0.411,0.054,0.324,0.013,0.667,0.068,0.047,0.036,0.034,0.419,0.045,0.243,0.613,0.068,0.746,0.304,0.046,0.011,0.032,0.395
model.000.03.pdb,0.000,0.148,0.011,0.000,0.075,0.000,0.133,0.025,0.147,0.042,0.115,0.012,0.080,0.141,0.054,0.024,0.103,0.647,0.722,0.031
model.000.04.pdb,0.143,0.210,0.127,0.636,0.025,0.341,0.155,0.422,0.172,0.155,0.211,0.190,0.013,0.145,0.000,0.136,0.214,0.000,0.014,0.169
model.000.05.pdb,0.000,0.133,0.011,0.000,0.110,0.000,0.132,0.037,0.145,0.041,0.100,0.011,0.079,0.139,0.076,0.000,0.101,0.635,0.621,0.020
model.000.06.pdb,0.458,0.031,0.391,0.039,0.621,0.013,0.022,0.011,0.022,0.408,0.011,0.324,0.619,0.032,0.591,0.333,0.011,0.058,0.064,0.403
model.000.07.pdb,0.043,0.722,0.023,0.125,0.031,0.404,0.735,0.491,0.720,0.064,0.740,0.012,0.033,0.780,0.043,0.012,0.755,0.167,0.240,0.063
model.000.08.pdb,0.000,0.423,0.000,0.039,0.000,0.286,0.375,0.260,0.367,0.038,0.478,0.000,0.000,0.458,0.039,0.000,0.426,0.121,0.138,0.025
model.000.09.pdb,0.444,0.049,0.344,0.048,0.476,0.065,0.040,0.056,0.053,0.453,0.039,0.250,0.467,0.079,0.569,0.345,0.039,0.000,0.012,0.382
model.000.10.pdb,0.056,0.712,0.049,0.115,0.043,0.438,0.761,0.472,0.745,0.067,0.804,0.012,0.034,0.667,0.033,0.025,0.783,0.143,0.219,0.066
model.000.11.pdb,0.642,0.050,0.554,0.135,0.577,0.076,0.032,0.080,0.032,0.672,0.031,0.500,0.507,0.052,0.571,0.470,0.032,0.011,0.029,0.662
model.000.12.pdb,0.118,0.203,0.063,0.562,0.000,0.159,0.145,0.333,0.185,0.054,0.161,0.121,0.000,0.117,0.000,0.086,0.143,0.000,0.060,0.068
model.000.13.pdb,0.055,0.750,0.036,0.148,0.032,0.365,0.729,0.538,0.826,0.054,0.735,0.024,0.033,0.673,0.021,0.012,0.714,0.171,0.264,0.053
model.000.14.pdb,0.449,0.033,0.358,0.028,0.672,0.027,0.024,0.024,0.023,0.397,0.011,0.290,0.644,0.046,0.613,0.318,0.011,0.049,0.067,0.411
model.000.15.pdb,0.056,0.780,0.037,0.172,0.032,0.408,0.688,0.592,0.745,0.055,0.844,0.012,0.022,0.635,0.011,0.013,0.745,0.111,0.187,0.054
model.000.16.pdb,0.000,0.194,0.000,0.000,0.036,0.000,0.180,0.062,0.197,0.024,0.156,0.000,0.051,0.188,0.000,0.000,0.141,0.578,0.633,0.000
model.000.17.pdb,0.548,0.083,0.554,0.167,0.441,0.164,0.064,0.127,0.063,0.581,0.076,0.441,0.453,0.101,0.412,0.509,0.077,0.000,0.011,0.623
model.000.18.pdb,0.033,0.731,0.024,0.113,0.010,0.321,0.745,0.411,0.694,0.021,0.750,0.000,0.011,0.720,0.033,0.000,0.694,0.174,0.250,0.021
model.000.19.pdb,0.068,0.648,0.049,0.097,0.043,0.438,0.653,0.444,0.673,0.079,0.694,0.025,0.046,0.700,0.056,0.025,0.745,0.143,0.187,0.078
