 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,0.028,0.209,0.013,0.139,0.354,0.141,0.370,0.450,0.034,0.582,0.672,0.031,0.266,0.529,0.043,0.074,0.388,0.026,0.013,0.311
model.000.01.pdb,0.183,0.054,0.529,0.317,0.049,0.458,0.090,0.087,0.483,0.040,0.056,0.231,0.099,0.086,0.000,0.167,0.059,0.462,0.625,0.011
model.000.02.pdb,0.155,0.042,0.510,0.316,0.040,0.464,0.069,0.069,0.466,0.042,0.047,0.211,0.104,0.090,0.000,0.138,0.051,0.440,0.542,0.011
model.000.03.pdb,0.000,0.037,0.012,0.049,0.754,0.057,0.661,0.566,0.033,0.535,0.389,0.133,0.050,0.574,0.119,0.000,0.652,0.025,0.012,0.493
model.000.04.pdb,0.000,0.130,0.000,0.013,0.500,0.012,0.347,0.395,0.000,0.431,0.306,0.091,0.068,0.384,0.353,0.000,0.521,0.000,0.000,0.621
model.000.05.pdb,0.292,0.078,0.533,0.273,0.010,0.375,0.023,0.020,0.569,0.011,0.000,0.208,0.095,0.022,0.000,0.245,0.010,0.595,0.643,0.000
model.000.06.pdb,0.311,0.119,0.179,0.861,0.021,0.721,0.037,0.063,0.167,0.022,0.123,0.037,0.375,0.085,0.000,0.415,0.032,0.391,0.200,0.012
model.000.07.pdb,0.293,0.224,0.034,0.525,0.034,0.360,0.039,0.080,0.044,0.104,0.206,0.000,0.622,0.092,0.000,0.405,0.047,0.184,0.034,0.041
model.000.08.pdb,0.514,0.579,0.053,0.298,0.000,0.193,0.000,0.011,0.109,0.133,0.086,0.026,0.277,0.012,0.000,0.529,0.011,0.261,0.091,0.027
model.000.09.pdb,0.013,0.169,0.012,0.091,0.412,0.083,0.397,0.494,0.044,0.588,0.623,0.063,0.203,0.536,0.042,0.027,0.430,0.025,0.012,0.338
model.000.10.pdb,0.091,0.097,0.295,0.013,0.124,0.048,0.021,0.086,0.452,0.061,0.011,0.644,0.000,0.052,0.094,0.044,0.069,0.167,0.274,0.105
model.000.11.pdb,0.135,0.048,0.467,0.175,0.055,0.298,0.062,0.052,0.453,0.022,0.012,0.200,0.015,0.011,0.000,0.094,0.043,0.362,0.610,0.000
model.000.12.pdb,0.531,0.333,0.057,0.462,0.000,0.306,0.000,0.000,0.098,0.025,0.059,0.014,0.366,0.000,0.000,0.655,0.000,0.317,0.098,0.000
model.000.13.pdb,0.026,0.162,0.036,0.160,0.349,0.190,0.419,0.532,0.021,0.480,0.700,0.040,0.265,0.652,0.055,0.068,0.398,0.024,0.024,0.325
model.000.14.pdb,0.333,0.136,0.389,0.652,0.029,0.627,0.056,0.038,0.323,0.020,0.083,0.148,0.293,0.065,0.000,0.396,0.029,0.553,0.415,0.022
model.000.15.pdb,0.000,0.067,0.022,0.055,0.667,0.096,0.701,0.667,0.039,0.463,0.423,0.087,0.056,0.595,0.147,0.000,0.667,0.022,0.033,0.461
model.000.16.pdb,0.025,0.169,0.023,0.123,0.364,0.153,0.416,0.562,0.031,0.513,0.710,0.059,0.250,0.638,0.038,0.051,0.412,0.023,0.011,0.293
model.000.17.pdb,0.105,0.045,0.373,0.029,0.087,0.068,0.060,0.071,0.558,0.022,0.012,0.660,0.000,0.057,0.000,0.051,0.064,0.214,0.346,0.036
model.000.18.pdb,0.216,0.113,0.408,0.111,0.031,0.132,0.048,0.072,0.702,0.022,0.000,0.500,0.015,0.057,0.000,0.130,0.042,0.367,0.500,0.000
model.000.19.pdb,0.082,0.017,0.250,0.488,0.034,0.619,0.068,0.067,0.092,0.037,0.152,0.013,0.277,0.122,0.000,0.130,0.071,0.208,0.200,0.027
