 ,model.000.00.pdb,model.000.01.pdb,model.000.02.pdb,model.000.03.pdb,model.000.04.pdb,model.000.05.pdb,model.000.06.pdb,model.000.07.pdb,model.000.08.pdb,model.000.09.pdb,model.000.10.pdb,model.000.11.pdb,model.000.12.pdb,model.000.13.pdb,model.000.14.pdb,model.000.15.pdb,model.000.16.pdb,model.000.17.pdb,model.000.18.pdb,model.000.19.pdb
model.000.00.pdb,1.000,0.025,0.012,0.548,0.394,0.084,0.173,0.492,0.095,0.025,0.032,0.310,0.349,0.095,0.012,0.441,0.083,0.033,0.514,0.068
model.000.01.pdb,0.025,1.000,0.125,0.012,0.145,0.130,0.134,0.129,0.176,0.169,0.105,0.054,0.130,0.194,0.014,0.106,0.535,0.110,0.056,0.262
model.000.02.pdb,0.012,0.125,1.000,0.024,0.011,0.270,0.040,0.000,0.224,0.775,0.686,0.042,0.071,0.224,0.412,0.000,0.030,0.694,0.032,0.273
model.000.03.pdb,0.548,0.012,0.024,1.000,0.365,0.122,0.200,0.329,0.106,0.025,0.043,0.418,0.388,0.119,0.050,0.318,0.053,0.044,0.688,0.091
model.000.04.pdb,0.394,0.145,0.011,0.365,1.000,0.044,0.453,0.500,0.054,0.012,0.000,0.386,0.532,0.054,0.000,0.579,0.258,0.021,0.388,0.053
model.000.05.pdb,0.084,0.130,0.270,0.122,0.044,1.000,0.000,0.061,0.630,0.242,0.243,0.039,0.087,0.692,0.238,0.038,0.014,0.271,0.159,0.607
model.000.06.pdb,0.173,0.134,0.040,0.200,0.453,0.000,1.000,0.232,0.000,0.042,0.047,0.425,0.507,0.000,0.000,0.295,0.241,0.048,0.235,0.011
model.000.07.pdb,0.492,0.129,0.000,0.329,0.500,0.061,0.232,1.000,0.099,0.000,0.000,0.244,0.345,0.085,0.000,0.673,0.250,0.000,0.373,0.083
model.000.08.pdb,0.095,0.176,0.224,0.106,0.054,0.630,0.000,0.099,1.000,0.215,0.205,0.009,0.056,0.636,0.159,0.037,0.041,0.230,0.118,0.614
model.000.09.pdb,0.025,0.169,0.775,0.025,0.012,0.242,0.042,0.000,0.215,1.000,0.566,0.043,0.084,0.215,0.302,0.000,0.066,0.569,0.045,0.266
model.000.10.pdb,0.032,0.105,0.686,0.043,0.000,0.243,0.047,0.000,0.205,0.566,1.000,0.143,0.093,0.205,0.556,0.000,0.013,0.727,0.080,0.247
model.000.11.pdb,0.310,0.054,0.042,0.418,0.386,0.039,0.425,0.244,0.009,0.043,0.143,1.000,0.590,0.038,0.140,0.278,0.119,0.112,0.488,0.028
model.000.12.pdb,0.349,0.130,0.071,0.388,0.532,0.087,0.507,0.345,0.056,0.084,0.093,0.590,1.000,0.075,0.040,0.390,0.163,0.117,0.471,0.074
model.000.13.pdb,0.095,0.194,0.224,0.119,0.054,0.692,0.000,0.085,0.636,0.215,0.205,0.038,0.075,1.000,0.194,0.051,0.041,0.213,0.169,0.769
model.000.14.pdb,0.012,0.014,0.412,0.050,0.000,0.238,0.000,0.000,0.159,0.302,0.556,0.140,0.040,0.194,1.000,0.000,0.000,0.473,0.080,0.155
model.000.15.pdb,0.441,0.106,0.000,0.318,0.579,0.038,0.295,0.673,0.037,0.000,0.000,0.278,0.390,0.051,0.000,1.000,0.211,0.000,0.366,0.037
model.000.16.pdb,0.083,0.535,0.030,0.053,0.258,0.014,0.241,0.250,0.041,0.066,0.013,0.119,0.163,0.041,0.000,0.211,1.000,0.013,0.084,0.083
model.000.17.pdb,0.033,0.110,0.694,0.044,0.021,0.271,0.048,0.000,0.230,0.569,0.727,0.112,0.117,0.213,0.473,0.000,0.013,1.000,0.082,0.257
model.000.18.pdb,0.514,0.056,0.032,0.688,0.388,0.159,0.235,0.373,0.118,0.045,0.080,0.488,0.471,0.169,0.080,0.366,0.084,0.082,1.000,0.128
model.000.19.pdb,0.068,0.262,0.273,0.091,0.053,0.607,0.011,0.083,0.614,0.266,0.247,0.028,0.074,0.769,0.155,0.037,0.083,0.257,0.128,1.000
